1, -0.0898, 0.1837, -0.0748, -0.1442, 0.2001, 0.0497, -0.1799, 0.0954, -0.3787, -0.011, -0.1108, 0.0156, -0.3787, 0.0507, -0.1715, 0.2626, -0.0243, 0.4066, -0.0813
-0.0898, 1, 0.1129, 0.211, -0.1258, -0.413, 0.1128, -0.0257, -0.3852, 0.1612, 0.2557, 0.2451, 0.2498, 0.0829, -0.2109, 0.2417, -0.026, -0.2253, -0.0257, 0.1129
0.1837, 0.1129, 1, 0.1529, 0.0924, 0.0721, 0.0179, 0.1935, -0.1036, -0.2438, 0.1837, -0.0721, 0.2874, -0.1696, -0.3949, -0.2884, 0.0531, -0.3323, 0.1935, 0.0662
-0.0748, 0.211, 0.1529, 1, 0.332, -0.2182, -0.137, -0.1094, -0.2068, 0.1273, 0.1123, 0.3091, 0.0895, 0.393, -0.1935, -0.1309, -0.4748, -0.4156, -0.1094, 0.0629
-0.1442, -0.1258, 0.0924, 0.332, 1, 0.03, -0.0271, -0.3432, -0.0726, 0.2202, 0.1133, 0.3036, 0.0219, 0.2849, -0.0135, -0.2402, -0.3581, -0.3991, -0.2519, -0.2375
0.2001, -0.413, 0.0721, -0.2182, 0.03, 1, -0.1971, 0.0646, 0.0721, -0.1319, 0.0214, -0.2188, 0.0646, -0.4252, 0.0774, -0.25, -0.0067, 0.3005, -0.2204, -0.0996
0.0497, 0.1128, 0.0179, -0.137, -0.0271, -0.1971, 1, -0.1255, -0.181, -0.1046, -0.0538, -0.1046, -0.0154, -0.0538, -0.1773, 0.2414, 0.0817, -0.0372, 0.0947, 0.0179
-0.1799, -0.0257, 0.1935, -0.1094, -0.3432, 0.0646, -0.1255, 1, 0.0996, -0.0646, -0.3753, -0.1596, -0.0395, 0.0156, 0.0404, -0.0456, 0.2094, 0.1423, -0.0395, 0.2874
0.0954, -0.3852, -0.1036, -0.2068, -0.0726, 0.0721, -0.181, 0.0996, 1, -0.1579, -0.1696, -0.1579, -0.2762, -0.1696, 0.04, -0.0412, 0.2191, 0.1686, 0.0996, -0.1036
-0.3787, 0.1612, -0.2438, 0.1273, 0.2202, -0.1319, -0.1046, -0.0646, -0.1579, 1, 0.1572, 0.2188, -0.2546, 0.1572, 0.2744, 0, -0.329, -0.0473, -0.1596, -0.1579
-0.011, 0.2557, 0.1837, 0.1123, 0.1133, 0.0214, -0.0538, -0.3753, -0.1696, 0.1572, 1, -0.1108, 0.2111, -0.1949, -0.1303, -0.0857, 0.0035, -0.1112, -0.0821, -0.2579
-0.1108, 0.2451, -0.0721, 0.3091, 0.3036, -0.2188, -0.1046, -0.1596, -0.1579, 0.2188, -0.1108, 1, -0.1596, 0.2465, 0.0985, 0.0833, -0.2451, -0.3005, 0.0304, -0.0721
0.0156, 0.2498, 0.2874, 0.0895, 0.0219, 0.0646, -0.0154, -0.0395, -0.2762, -0.2546, 0.2111, -0.1596, 1, -0.0821, -0.3446, -0.1368, -0.158, -0.3196, -0.1435, 0.0056
-0.3787, 0.0829, -0.1696, 0.393, 0.2849, -0.4252, -0.0538, 0.0156, -0.1696, 0.1572, -0.1949, 0.2465, -0.0821, 1, -0.2208, -0.0857, -0.1693, -0.1981, -0.0821, 0.0954
0.0507, -0.2109, -0.3949, -0.1935, -0.0135, 0.0774, -0.1773, 0.0404, 0.04, 0.2744, -0.1303, 0.0985, -0.3446, -0.2208, 1, 0.0422, -0.0442, 0.0975, -0.1521, -0.134
-0.1715, 0.2417, -0.2884, -0.1309, -0.2402, -0.25, 0.2414, -0.0456, -0.0412, 0, -0.0857, 0.0833, -0.1368, -0.0857, 0.0422, 1, 0.0806, 0.2837, 0.0456, -0.0412
0.2626, -0.026, 0.0531, -0.4748, -0.3581, -0.0067, 0.0817, 0.2094, 0.2191, -0.329, 0.0035, -0.2451, -0.158, -0.1693, -0.0442, 0.0806, 1, 0.1437, 0.2094, -0.0299
-0.0243, -0.2253, -0.3323, -0.4156, -0.3991, 0.3005, -0.0372, 0.1423, 0.1686, -0.0473, -0.1112, -0.3005, -0.3196, -0.1981, 0.0975, 0.2837, 0.1437, 1, -0.0425, 0.0852
0.4066, -0.0257, 0.1935, -0.1094, -0.2519, -0.2204, 0.0947, -0.0395, 0.0996, -0.1596, -0.0821, 0.0304, -0.1435, -0.0821, -0.1521, 0.0456, 0.2094, -0.0425, 1, -0.0883
-0.0813, 0.1129, 0.0662, 0.0629, -0.2375, -0.0996, 0.0179, 0.2874, -0.1036, -0.1579, -0.2579, -0.0721, 0.0056, 0.0954, -0.134, -0.0412, -0.0299, 0.0852, -0.0883, 1
