1, 0.1089, -0.0835, -0.2522, -0.2754, 0.1574, 0.0983, 0.1574, -0.2274, 0.0711
0.1089, 1, 0.1557, 0.1437, -0.1089, -0.0876, -0.1323, 0.0746, -0.206, 0.062
-0.0835, 0.1557, 1, -0.0452, -0.1574, -0.0417, -0.0327, 0.0385, -0.03, 0.0355
-0.2522, 0.1437, -0.0452, 1, 0.2522, 0.1161, -0.0987, -0.0452, -0.0067, -0.2175
-0.2754, -0.1089, -0.1574, 0.2522, 1, -0.0771, -0.2621, 0.0032, 0.1438, -0.0711
0.1574, -0.0876, -0.0417, 0.1161, -0.0771, 1, 0.049, -0.0417, -0.1134, 0.0355
0.0983, -0.1323, -0.0327, -0.0987, -0.2621, 0.049, 1, -0.1144, 0.068, -0.0987
0.1574, 0.0746, 0.0385, -0.0452, 0.0032, -0.0417, -0.1144, 1, 0.0534, -0.1258
-0.2274, -0.206, -0.03, -0.0067, 0.1438, -0.1134, 0.068, 0.0534, 1, -0.2585
0.0711, 0.062, 0.0355, -0.2175, -0.0711, 0.0355, -0.0987, -0.1258, -0.2585, 1
