1, -0.0754, -0.0754, -0.0933, 0.0284, 0, -0.0296, 0.202, 0.202, 0.2181, 0.118, 0.1895, 0.2533, 0.318, 0.053, -0.1231, -0.1231, 0.1809, 0.2872, -0.0754, -0.1077, 0.2955, -0.0355, -0.2766, -0.173
-0.0754, 1, -0.0417, -0.0516, -0.0824, -0.2041, -0.2212, -0.121, -0.121, -0.1598, -0.0602, 0.1737, 0.14, 0.1, -0.0754, -0.068, -0.068, -0.1273, -0.068, -0.0417, 0.1531, 0.0891, 0.0505, -0.2212, 0.17
-0.0754, -0.0417, 1, -0.0516, -0.0824, -0.2041, -0.2212, -0.121, -0.121, -0.1598, -0.0602, 0.1737, -0.0788, -0.1273, 0.2387, -0.068, -0.068, -0.1273, -0.068, -0.0417, 0.1531, -0.1336, 0.0505, -0.0164, -0.0956
-0.0933, -0.0516, -0.0516, 1, 0.1408, 0.0842, 0.2332, 0.0422, 0.0422, 0.3227, 0.2359, -0.1263, -0.1878, -0.1576, 0.1659, -0.0842, 0.1965, -0.1576, 0.1965, -0.0516, -0.3369, -0.1654, -0.1978, 0.0642, 0.32
0.0284, -0.0824, -0.0824, 0.1408, 1, 0.2882, 0.2567, 0.0237, -0.1078, 0.2779, -0.119, -0.2406, -0.2175, -0.2516, -0.149, 0.0576, 0.0576, 0.0051, 0.0576, -0.0824, -0.4179, 0.1132, -0.1971, 0.0254, 0.4111
0, -0.2041, -0.2041, 0.0842, 0.2882, 1, 0.7624, 0.3192, 0.4104, 0.5357, -0.1474, -0.4457, -0.5145, 0.0891, -0.2462, -0.0667, 0.0667, 0.3563, 0.3333, 0, -0.5833, -0.3055, -0.6181, -0.0401, 0.1562
-0.0296, -0.2212, -0.2212, 0.2332, 0.2567, 0.7624, 1, 0.2726, 0.3641, 0.4745, -0.1716, -0.2163, -0.3751, 0.1287, -0.1531, -0.0936, 0.0401, 0.2181, 0.1739, -0.0164, -0.525, -0.359, -0.5175, 0.0338, 0.1191
0.202, -0.121, -0.121, 0.0422, 0.0237, 0.3192, 0.2726, 1, 0.4802, 0.7571, 0.4975, 0.1349, 0.2111, 0.2397, 0.0617, 0.1064, 0.4104, 0.5443, 0.2584, 0.1117, -0.5054, 0.1094, -0.2762, -0.0933, -0.159
0.202, -0.121, -0.121, 0.0422, -0.1078, 0.4104, 0.3641, 0.4802, 1, 0.3814, 0.1613, 0.1349, 0.0156, 0.2397, 0.0617, -0.0456, 0.4104, 0.4428, 0.4104, 0.1117, -0.4104, -0.0895, -0.2762, -0.5507, -0.2777
0.2181, -0.1598, -0.1598, 0.3227, 0.2779, 0.5357, 0.4745, 0.7571, 0.3814, 1, 0.3767, -0.0852, 0.0071, 0.1542, -0.0355, 0.0137, 0.2884, 0.4295, 0.4258, 0.0505, -0.7863, 0.027, -0.4431, 0.0612, 0.2767
0.118, -0.0602, -0.0602, 0.2359, -0.119, -0.1474, -0.1716, 0.4975, 0.1613, 0.3767, 1, -0.1972, 0.2023, -0.0197, 0.3448, 0.1474, 0.3932, -0.0197, 0.1474, -0.0602, -0.086, 0.1287, -0.2309, -0.0237, -0.1382
0.1895, 0.1737, 0.1737, -0.1263, -0.2406, -0.4457, -0.2163, 0.1349, 0.1349, -0.0852, -0.1972, 1, 0.5455, 0.2599, 0.0648, -0.1216, 0.0135, 0.3502, 0.0135, -0.0331, 0.0371, 0.0265, 0.4992, -0.135, -0.2342
0.2533, 0.14, -0.0788, -0.1878, -0.2175, -0.5145, -0.3751, 0.2111, 0.0156, 0.0071, 0.2023, 0.5455, 1, 0.2368, 0.2533, -0.0572, 0.2287, 0.1413, -0.0572, 0.14, 0.1108, 0.262, 0.4487, -0.289, -0.2366
