1, 0.0505, -0.2187, 0.0655, 0.1034, -0.0546, 0.2041, -0.2621, -0.0891, -0.2294, 0.0327, -0.1147, -0.1158, 0.1225, -0.0164
0.0505, 1, -0.0662, 0.0612, -0.2209, -0.0624, -0.0824, -0.2695, -0.027, -0.1439, -0.1551, -0.247, -0.2521, 0.0813, 0.2265
-0.2187, -0.0662, 1, 0.2695, -0.214, -0.0294, 0.1854, 0.0215, -0.0629, -0.0215, -0.0924, 0.247, 0.2521, -0.0813, -0.0612
0.0655, 0.0612, 0.2695, 1, -0.0695, 0.05, 0.1605, -0.2882, 0.0963, 0.0467, -0.3245, 0.1428, -0.0537, -0.2271, 0.1143
0.1034, -0.2209, -0.214, -0.0695, 1, -0.1655, 0.0422, 0.3541, -0.0092, 0.0695, 0.409, 0.0079, -0.2686, -0.1412, -0.4083
-0.0546, -0.0624, -0.0294, 0.05, -0.1655, 1, -0.1336, -0.1287, -0.1166, 0.2181, -0.1534, 0.1418, 0.5523, 0.0458, -0.1287
0.2041, -0.0824, 0.1854, 0.1605, 0.0422, -0.1336, 1, -0.0401, 0, -0.0602, -0.02, 0.0702, -0.081, -0.2358, -0.0401
-0.2621, -0.2695, 0.0215, -0.2882, 0.3541, -0.1287, -0.0401, 1, 0.0963, 0.0467, 0.3181, -0.1391, 0.1903, -0.0551, -0.4493
-0.0891, -0.027, -0.0629, 0.0963, -0.0092, -0.1166, 0, 0.0963, 1, -0.359, -0.1922, -0.3474, -0.0265, -0.0187, 0.0963
-0.2294, -0.1439, -0.0215, 0.0467, 0.0695, 0.2181, -0.0602, 0.0467, -0.359, 1, 0.0032, 0.233, 0.0537, 0.0551, 0.2077
0.0327, -0.1551, -0.0924, -0.3245, 0.409, -0.1534, -0.02, 0.3181, -0.1922, 0.0032, 1, -0.21, -0.3309, -0.0275, -0.3245
-0.1147, -0.247, 0.247, 0.1428, 0.0079, 0.1418, 0.0702, -0.1391, -0.3474, 0.233, -0.21, 1, 0.2884, -0.0843, -0.1391
-0.1158, -0.2521, 0.2521, -0.0537, -0.2686, 0.5523, -0.081, 0.1903, -0.0265, 0.0537, -0.3309, 0.2884, 1, -0.1112, -0.2163
0.1225, 0.0813, -0.0813, -0.2271, -0.1412, 0.0458, -0.2358, -0.0551, -0.0187, 0.0551, -0.0275, -0.0843, -0.1112, 1, -0.0551
-0.0164, 0.2265, -0.0612, 0.1143, -0.4083, -0.1287, -0.0401, -0.4493, 0.0963, 0.2077, -0.3245, -0.1391, -0.2163, -0.0551, 1
