1, 0.4845, -0.0421, -0.0602, -0.1089, -0.0745, -0.0745, -0.0421, -0.0421, -0.0602, -0.0421, -0.0421, NaN, -0.0602, NaN, -0.0602, -0.0421, NaN, NaN, NaN, -0.0421, NaN, -0.0421, -0.0602, -0.087, NaN, -0.0745, -0.0421, -0.0745, -0.0421, NaN, NaN, NaN, -0.0602, NaN, NaN, 0.3059, -0.0745, -0.087, NaN, -0.0421, NaN, -0.0421, -0.0421, -0.0602, 0.0724, -0.0602, -0.0745, NaN, -0.0983, NaN, -0.0421, 0.4845, NaN, 0.1848, NaN, NaN, -0.119, 0.118, NaN, -0.0421, NaN, -0.0421, -0.0745, -0.0421, NaN, -0.0421, -0.0421, NaN, -0.087, 0.1848, -0.087, -0.0983, NaN, 0.2359, -0.0421, -0.0602, NaN, -0.0745, NaN, -0.1566, 0.0537, 0.316, -0.0421, -0.0421, NaN, NaN, 0.1848, -0.1089, 0.0935, -0.0602, -0.0745, NaN, -0.0745, NaN, -0.087, NaN, NaN, -0.087, -0.0745, 0.1848, NaN, -0.087, -0.0745, -0.0421, NaN, -0.0602, 0.4845, -0.0602, NaN, NaN, -0.0421, NaN, -0.0421, -0.0421, -0.0745, NaN, -0.0602, -0.0421, NaN
0.4845, 1, -0.0204, -0.0292, -0.0528, -0.0361, -0.0361, -0.0204, -0.0204, -0.0292, -0.0204, -0.0204, NaN, -0.0292, NaN, -0.0292, -0.0204, NaN, NaN, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0421, NaN, -0.0361, -0.0204, -0.0361, -0.0204, NaN, NaN, NaN, -0.0292, NaN, NaN, 0.3541, -0.0361, -0.0421, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0292, -0.0623, -0.0292, -0.0361, NaN, -0.0476, NaN, -0.0204, -0.0204, NaN, -0.0421, NaN, NaN, -0.0576, -0.0528, NaN, -0.0204, NaN, -0.0204, -0.0361, -0.0204, NaN, -0.0204, -0.0204, NaN, -0.0421, 0.4845, -0.0421, -0.0476, NaN, -0.0361, -0.0204, -0.0292, NaN, -0.0361, NaN, -0.0759, -0.0669, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.0421, -0.0528, -0.0576, -0.0292, -0.0361, NaN, -0.0361, NaN, -0.0421, NaN, NaN, -0.0421, -0.0361, -0.0421, NaN, -0.0421, -0.0361, -0.0204, NaN, -0.0292, -0.0204, -0.0292, NaN, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, NaN, -0.0292, -0.0204, NaN
-0.0421, -0.0204, 1, 0.6999, -0.0528, -0.0361, -0.0361, -0.0204, -0.0204, -0.0292, -0.0204, -0.0204, NaN, -0.0292, NaN, -0.0292, -0.0204, NaN, NaN, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0421, NaN, -0.0361, -0.0204, -0.0361, -0.0204, NaN, NaN, NaN, -0.0292, NaN, NaN, -0.0576, -0.0361, -0.0421, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0292, 0.3273, -0.0292, -0.0361, NaN, -0.0476, NaN, -0.0204, -0.0204, NaN, -0.0421, NaN, NaN, -0.0576, -0.0528, NaN, -0.0204, NaN, -0.0204, -0.0361, -0.0204, NaN, -0.0204, -0.0204, NaN, -0.0421, -0.0421, -0.0421, -0.0476, NaN, -0.0361, -0.0204, -0.0292, NaN, -0.0361, NaN, -0.0759, -0.0669, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.0421, -0.0528, -0.0576, -0.0292, -0.0361, NaN, 0.5654, NaN, -0.0421, NaN, NaN, -0.0421, -0.0361, -0.0421, NaN, -0.0421, -0.0361, -0.0204, NaN, -0.0292, -0.0204, -0.0292, NaN, NaN, 1, NaN, -0.0204, -0.0204, -0.0361, NaN, -0.0292, -0.0204, NaN
-0.0602, -0.0292, 0.6999, 1, -0.0754, -0.0516, -0.0516, -0.0292, -0.0292, -0.0417, -0.0292, -0.0292, NaN, -0.0417, NaN, -0.0417, -0.0292, NaN, NaN, NaN, -0.0292, NaN, -0.0292, 0.4792, -0.0602, NaN, -0.0516, -0.0292, -0.0516, -0.0292, NaN, NaN, NaN, -0.0417, NaN, NaN, -0.0824, -0.0516, -0.0602, NaN, -0.0292, NaN, -0.0292, -0.0292, -0.0417, 0.1893, -0.0417, -0.0516, NaN, -0.068, NaN, -0.0292, -0.0292, NaN, -0.0602, NaN, NaN, 0.2118, -0.0754, NaN, -0.0292, NaN, -0.0292, -0.0516, -0.0292, NaN, -0.0292, -0.0292, NaN, -0.0602, -0.0602, -0.0602, 0.2722, NaN, -0.0516, -0.0292, -0.0417, NaN, -0.0516, NaN, -0.1084, -0.0956, -0.0417, -0.0292, -0.0292, NaN, NaN, -0.0602, -0.0754, -0.0824, -0.0417, -0.0516, NaN, 0.3782, NaN, 0.316, NaN, NaN, -0.0602, -0.0516, 0.316, NaN, -0.0602, -0.0516, -0.0292, NaN, -0.0417, -0.0292, -0.0417, NaN, NaN, 0.6999, NaN, -0.0292, -0.0292, -0.0516, NaN, -0.0417, -0.0292, NaN
-0.1089, -0.0528, -0.0528, -0.0754, 1, -0.0933, -0.0933, -0.0528, 0.3869, -0.0754, 0.3869, -0.0528, NaN, -0.0754, NaN, 0.2387, -0.0528, NaN, NaN, NaN, -0.0528, NaN, -0.0528, -0.0754, 0.118, NaN, 0.1659, -0.0528, -0.0933, -0.0528, NaN, NaN, NaN, 0.5528, NaN, NaN, 0.0284, -0.0933, -0.1089, NaN, -0.0528, NaN, -0.0528, -0.0528, -0.0754, -0.1612, -0.0754, -0.0933, NaN, 0.2872, NaN, -0.0528, -0.0528, NaN, 0.118, NaN, NaN, -0.149, 0.053, NaN, -0.0528, NaN, -0.0528, 0.1659, -0.0528, NaN, -0.0528, -0.0528, NaN, -0.1089, -0.1089, -0.1089, 0.0821, NaN, -0.0933, -0.0528, -0.0754, NaN, -0.0933, NaN, 0.2496, 0.1474, -0.0754, -0.0528, -0.0528, NaN, NaN, -0.1089, 0.053, 0.0284, -0.0754, 0.1659, NaN, 0.1659, NaN, -0.1089, NaN, NaN, -0.1089, -0.0933, -0.1089, NaN, 0.3448, -0.0933, 0.3869, NaN, -0.0754, -0.0528, 0.2387, NaN, NaN, -0.0528, NaN, -0.0528, -0.0528, -0.0933, NaN, -0.0754, -0.0528, NaN
-0.0745, -0.0361, -0.0361, -0.0516, -0.0933, 1, -0.0638, -0.0361, -0.0361, 0.3782, -0.0361, -0.0361, NaN, -0.0516, NaN, -0.0516, -0.0361, NaN, NaN, NaN, -0.0361, NaN, -0.0361, -0.0516, -0.0745, NaN, -0.0638, 0.5654, -0.0638, 0.5654, NaN, NaN, NaN, -0.0516, NaN, NaN, -0.1019, -0.0638, 0.2359, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0516, 0.1195, 0.3782, -0.0638, NaN, -0.0842, NaN, -0.0361, -0.0361, NaN, -0.0745, NaN, NaN, -0.1019, -0.0933, NaN, -0.0361, NaN, -0.0361, -0.0638, -0.0361, NaN, -0.0361, -0.0361, NaN, -0.0745, -0.0745, -0.0745, -0.0842, NaN, -0.0638, -0.0361, 0.3782, NaN, -0.0638, NaN, -0.1342, -0.1184, -0.0516, -0.0361, -0.0361, NaN, NaN, -0.0745, 0.1659, -0.1019, -0.0516, -0.0638, NaN, -0.0638, NaN, -0.0745, NaN, NaN, 0.2359, -0.0638, 0.2359, NaN, -0.0745, -0.0638, -0.0361, NaN, -0.0516, -0.0361, -0.0516, NaN, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0638, NaN, -0.0516, -0.0361, NaN
-0.0745, -0.0361, -0.0361, -0.0516, -0.0933, -0.0638, 1, -0.0361, -0.0361, -0.0516, -0.0361, 0.5654, NaN, -0.0516, NaN, 0.3782, -0.0361, NaN, NaN, NaN, -0.0361, NaN, -0.0361, -0.0516, 0.8568, NaN, -0.0638, -0.0361, 1, -0.0361, NaN, NaN, NaN, -0.0516, NaN, NaN, -0.1019, 1, -0.0745, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0516, -0.1103, -0.0516, 1, NaN, -0.0842, NaN, -0.0361, -0.0361, NaN, -0.0745, NaN, NaN, 0.1408, -0.0933, NaN, -0.0361, NaN, -0.0361, -0.0638, -0.0361, NaN, -0.0361, -0.0361, NaN, -0.0745, -0.0745, -0.0745, 0.1965, NaN, -0.0638, -0.0361, -0.0516, NaN, 1, NaN, -0.1342, -0.1184, -0.0516, -0.0361, 0.5654, NaN, NaN, 0.2359, -0.0933, -0.1019, -0.0516, -0.0638, NaN, -0.0638, NaN, -0.0745, NaN, NaN, -0.0745, -0.0638, -0.0745, NaN, -0.0745, -0.0638, -0.0361, NaN, 0.3782, -0.0361, -0.0516, NaN, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0638, NaN, -0.0516, -0.0361, NaN
-0.0421, -0.0204, -0.0204, -0.0292, -0.0528, -0.0361, -0.0361, 1, -0.0204, -0.0292, -0.0204, -0.0204, NaN, -0.0292, NaN, -0.0292, -0.0204, NaN, NaN, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0421, NaN, -0.0361, -0.0204, -0.0361, -0.0204, NaN, NaN, NaN, -0.0292, NaN, NaN, -0.0576, -0.0361, -0.0421, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0292, -0.0623, -0.0292, -0.0361, NaN, -0.0476, NaN, -0.0204, -0.0204, NaN, -0.0421, NaN, NaN, -0.0576, -0.0528, NaN, -0.0204, NaN, -0.0204, -0.0361, -0.0204, NaN, -0.0204, -0.0204, NaN, -0.0421, -0.0421, 0.4845, -0.0476, NaN, -0.0361, -0.0204, -0.0292, NaN, -0.0361, NaN, -0.0759, -0.0669, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.0421, -0.0528, -0.0576, -0.0292, -0.0361, NaN, -0.0361, NaN, -0.0421, NaN, NaN, -0.0421, -0.0361, -0.0421, NaN, -0.0421, 0.5654, -0.0204, NaN, -0.0292, -0.0204, -0.0292, NaN, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, NaN, -0.0292, -0.0204, NaN
-0.0421, -0.0204, -0.0204, -0.0292, 0.3869, -0.0361, -0.0361, -0.0204, 1, -0.0292, -0.0204, -0.0204, NaN, -0.0292, NaN, -0.0292, -0.0204, NaN, NaN, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0421, NaN, -0.0361, -0.0204, -0.0361, -0.0204, NaN, NaN, NaN, -0.0292, NaN, NaN, 0.3541, -0.0361, -0.0421, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0292, -0.0623, -0.0292, -0.0361, NaN, -0.0476, NaN, -0.0204, -0.0204, NaN, -0.0421, NaN, NaN, -0.0576, 0.3869, NaN, -0.0204, NaN, -0.0204, -0.0361, -0.0204, NaN, -0.0204, -0.0204, NaN, -0.0421, -0.0421, -0.0421, -0.0476, NaN, -0.0361, -0.0204, -0.0292, NaN, -0.0361, NaN, 0.269, -0.0669, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.0421, 0.3869, -0.0576, -0.0292, -0.0361, NaN, -0.0361, NaN, -0.0421, NaN, NaN, -0.0421, -0.0361, -0.0421, NaN, -0.0421, -0.0361, -0.0204, NaN, -0.0292, -0.0204, -0.0292, NaN, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, NaN, -0.0292, -0.0204, NaN
-0.0602, -0.0292, -0.0292, -0.0417, -0.0754, 0.3782, -0.0516, -0.0292, -0.0292, 1, -0.0292, -0.0292, NaN, -0.0417, NaN, -0.0417, -0.0292, NaN, NaN, NaN, 0.6999, NaN, -0.0292, -0.0417, -0.0602, NaN, -0.0516, 0.6999, -0.0516, 0.6999, NaN, NaN, NaN, -0.0417, NaN, NaN, -0.0824, -0.0516, -0.0602, NaN, -0.0292, NaN, -0.0292, -0.0292, -0.0417, -0.0891, -0.0417, -0.0516, NaN, -0.068, NaN, -0.0292, -0.0292, NaN, -0.0602, NaN, NaN, -0.0824, -0.0754, NaN, -0.0292, NaN, -0.0292, -0.0516, -0.0292, NaN, -0.0292, -0.0292, NaN, 0.316, 0.316, -0.0602, -0.068, NaN, -0.0516, -0.0292, -0.0417, NaN, -0.0516, NaN, -0.1084, 0.17, -0.0417, -0.0292, -0.0292, NaN, NaN, -0.0602, 0.2387, -0.0824, -0.0417, -0.0516, NaN, -0.0516, NaN, 0.316, NaN, NaN, -0.0602, -0.0516, -0.0602, NaN, -0.0602, -0.0516, -0.0292, NaN, -0.0417, -0.0292, -0.0417, NaN, NaN, -0.0292, NaN, -0.0292, -0.0292, -0.0516, NaN, 0.4792, -0.0292, NaN
