1, 0.0164, -0.1346, 0.1802, -0.0417, -0.4899, 0.0591, -0.4082, 0.245, 0, 0.2449, 0.0425, -0.0496, 0, 0.0235, 0.2365, -0.3909, 0.1323, -0.2758, -0.2978, 0.201, 0.1336, -0.2763, 0.0658, 0.2041, 0.2562, -0.0191, -0.1273, 0.1782, -0.2606
0.0164, 1, -0.1959, -0.0711, -0.0247, 0, 0.3074, 0.141, -0.2726, -0.2989, 0.2417, 0.1091, -0.2253, 0.0164, -0.2415, -0.0156, 0.0257, -0.5094, 0.296, 0.2645, 0.0446, -0.2726, 0.0042, -0.026, 0.0604, 0.3074, 0.1208, -0.0754, -0.2286, -0.1176
-0.1346, -0.1959, 1, -0.1042, 0.1598, 0.2884, -0.3163, -0.0206, 0.0045, 0.0629, -0.1236, -0.1523, -0.0017, -0.3028, 0.0404, -0.2805, 0.0996, 0.0017, -0.047, -0.0852, 0.0913, 0.0045, 0.2767, 0.1959, 0.0206, 0.181, -0.2354, 0.0294, -0.2428, -0.1935
0.1802, -0.0711, -0.1042, 1, 0.2212, -0.0401, 0.0058, 0.0401, -0.1839, 0.359, -0.1204, 0.2235, -0.0537, 0.0164, -0.3215, 0.4785, -0.0933, 0.2976, -0.1542, -0.2976, -0.1531, 0.035, -0.0898, -0.0097, -0.1405, 0.0058, 0.327, 0.3182, -0.0963, 0.3678
-0.0417, -0.0247, 0.1598, 0.2212, 1, 0.2041, 0.1084, 0.1531, 0.1893, -0.1336, 0, -0.17, 0.0331, 0.1667, -0.2118, 0.138, -0.1117, 0.1737, 0.0689, -0.1737, 0.0754, -0.0891, 0.0956, -0.1809, 0.1021, -0.138, 0.3632, 0.1, -0.0891, 0.1117
-0.4899, 0, 0.2884, -0.0401, 0.2041, 1, -0.2414, 0.2, -0.1091, 0.0436, -0.12, 0.0521, -0.1216, -0.2449, 0.0576, -0.2414, 0.4104, -0.1216, -0.1267, 0.1216, 0, 0.1091, 0.2603, 0.1612, -0.2, -0.2414, 0, 0.2673, -0.3928, -0.0456
0.0591, 0.3074, -0.3163, 0.0058, 0.1084, -0.2414, 1, 0.0241, 0.2318, -0.3898, 0.2414, 0.0025, 0.1585, 0.0591, -0.2143, 0.1655, -0.3148, -0.1585, 0.1773, 0.1585, 0.101, -0.4267, 0.1282, -0.3074, 0.2173, 0.0676, 0.1854, -0.314, 0.1791, -0.0154
-0.4082, 0.141, -0.0206, 0.0401, 0.1531, 0.2, 0.0241, 1, -0.0818, 0.1091, -0.4, -0.1562, -0.3242, 0.3062, -0.0865, -0.2655, 0.1824, 0.0203, -0.2533, -0.0203, 0.1846, 0.0546, 0.2343, 0.0604, -0.125, -0.338, 0.1873, -0.0891, -0.1091, 0.0456
0.245, -0.2726, 0.0045, -0.1839, 0.1893, -0.1091, 0.2318, -0.0818, 1, -0.1667, 0, -0.3635, 0.2918, 0.1336, 0.1761, 0.0316, -0.4875, 0.1503, -0.0829, -0.1503, 0.1612, -0.0417, 0.0625, 0.1627, 0.2182, -0.0316, 0.0102, -0.0292, -0.0714, -0.1343
0, -0.2989, 0.0629, 0.359, -0.1336, 0.0436, -0.3898, 0.1091, -0.1667, 1, -0.3928, 0.3067, -0.2918, 0.0891, 0.1384, 0.0737, 0.2885, 0.2034, -0.1935, -0.2034, -0.0269, 0.1905, -0.0341, 0.211, -0.2182, -0.1791, -0.0613, 0.175, 0.1429, 0.0099
0.2449, 0.2417, -0.1236, -0.1204, 0, -0.12, 0.2414, -0.4, 0, -0.3928, 1, 0.1562, 0.0405, -0.1633, -0.0576, 0.338, -0.228, 0.0405, 0.2955, 0.0405, 0.1231, -0.1091, -0.1562, -0.1612, 0.2, 0.2414, 0, -0.0891, -0.1309, -0.0456
