1, -0.1697, 0.0393, -0.3056, 0.1651, -0.2063, 0.1011, 0.025, -0.1938, -0.0891
-0.1697, 1, -0.0276, 0.1697, -0.0196, -0.0108, -0.3136, -0.1687, 0.062, -0.2837
0.0393, -0.0276, 1, 0.05, -0.2328, -0.0393, 0.0537, -0.0771, 0.0905, -0.1204
-0.3056, 0.1697, 0.05, 1, -0.0754, 0.2063, -0.4621, -0.2924, 0.1041, -0.1782
0.1651, -0.0196, -0.2328, -0.0754, 1, -0.1651, -0.0196, 0.0355, -0.2987, 0.1612
-0.2063, -0.0108, -0.0393, 0.2063, -0.1651, 1, -0.1011, -0.1141, 0.1041, 0
0.1011, -0.3136, 0.0537, -0.4621, -0.0196, -0.1011, 1, 0.1557, -0.2645, 0.1216
0.025, -0.1687, -0.0771, -0.2924, 0.0355, -0.1141, 0.1557, 1, -0.2871, -0.0801
-0.1938, 0.062, 0.0905, 0.1041, -0.2987, 0.1041, -0.2645, -0.2871, 1, -0.1612
-0.0891, -0.2837, -0.1204, -0.1782, 0.1612, 0, 0.1216, -0.0801, -0.1612, 1
