1, 0.0788, -0.1143, 0.0711, 0.1272, 0.2695, -0.0551, -0.3984, -0.1411, -0.0467
0.0788, 1, -0.1664, -0.2989, 0.0963, -0.1169, -0.0748, -0.1048, -0.1132, 0.1664
-0.1143, -0.1664, 1, 0.0097, -0.4493, 0.0612, 0.0551, 0.1574, 0.1411, -0.3559
0.0711, -0.2989, 0.0097, 1, 0.0097, 0.0531, -0.0829, 0.0452, 0.3391, -0.5756
0.1272, 0.0963, -0.4493, 0.0097, 1, -0.0215, -0.203, 0.2378, -0.0902, 0.2077
0.2695, -0.1169, 0.0612, 0.0531, -0.0215, 1, -0.1696, -0.32, 0.2779, -0.1439
-0.0551, -0.0748, 0.0551, -0.0829, -0.203, -0.1696, 1, -0.0584, 0.0297, -0.1411
-0.3984, -0.1048, 0.1574, 0.0452, 0.2378, -0.32, -0.0584, 1, 0.0415, 0.1639
-0.1411, -0.1132, 0.1411, 0.3391, -0.0902, 0.2779, 0.0297, 0.0415, 1, -0.1411
-0.0467, 0.1664, -0.3559, -0.5756, 0.2077, -0.1439, -0.1411, 0.1639, -0.1411, 1
