1, -0.0933, 0.0807, 0.101, -0.1612, 0.101, 0.101, -0.0475, 0.4064, -0.0128
-0.0933, 1, -0.142, -0.1342, 0.1195, 0.0691, -0.1342, 0.0691, 0.1878, -0.1184
0.0807, -0.142, 1, 0.3798, -0.1175, 0.0407, 0.1537, -0.0724, -0.0843, -0.0195
0.101, -0.1342, 0.3798, 1, -0.1001, -0.1655, 0.0676, -0.1655, -0.1573, -0.1232
-0.1612, 0.1195, -0.1175, -0.1001, 1, 0.1633, -0.1001, -0.1001, 0.1684, -0.2045
0.101, 0.0691, 0.0407, -0.1655, 0.1633, 1, -0.1655, -0.049, -0.0538, -0.1232
0.101, -0.1342, 0.1537, 0.0676, -0.1001, -0.1655, 1, 0.0676, 0.1532, -0.1232
-0.0475, 0.0691, -0.0724, -0.1655, -0.1001, -0.049, 0.0676, 1, -0.0538, 0.1282
0.4064, 0.1878, -0.0843, -0.1573, 0.1684, -0.0538, 0.1532, -0.0538, 1, -0.0982
-0.0128, -0.1184, -0.0195, -0.1232, -0.2045, -0.1232, -0.1232, 0.1282, -0.0982, 1
