1, -0.2585, 0.0646, 0.0996, 0.03, -0.0774, 0.0546, -0.0417, -0.068, -0.1134
-0.2585, 1, 0.0257, -0.0531, -0.1968, -0.1259, -0.2989, -0.2585, 0.0987, 0.1968
0.0646, 0.0257, 1, -0.0056, 0.1132, -0.2329, -0.3084, -0.2204, 0.2606, -0.1132
0.0996, -0.0531, -0.0056, 1, 0.0726, -0.2209, -0.2428, 0.0137, -0.0336, -0.0726
0.03, -0.1968, 0.1132, 0.0726, 1, 0.098, -0.1048, -0.1368, 0.2942, -0.359
-0.0774, -0.1259, -0.2329, -0.2209, 0.098, 1, -0.0829, 0.0106, -0.1551, -0.267
0.0546, -0.2989, -0.3084, -0.2428, -0.1048, -0.0829, 1, 0.3273, 0, -0.0699
-0.0417, -0.2585, -0.2204, 0.0137, -0.1368, 0.0106, 0.3273, 1, -0.2381, 0.0534
-0.068, 0.0987, 0.2606, -0.0336, 0.2942, -0.1551, 0, -0.2381, 1, -0.049
-0.1134, 0.1968, -0.1132, -0.0726, -0.359, -0.267, -0.0699, 0.0534, -0.049, 1
