1, -0.138, NaN, -0.1342, -0.1001, -0.3773, 0.3058, 0.0214, NaN, -0.0989, 0.1342, -0.269, 0.0759, 0.135, 0.138, 0.0214, -0.1854, -0.1961, 0.135, 0.1237, NaN, -0.1084, -0.138, -0.1342, 0.2423, 0.138, 0.1841, -0.1084, NaN, 0.0759, NaN, -0.4172, -0.3773, 0.2143, -0.1566, 0.1342, 0.1566, NaN, 0.0759, -0.1342, -0.1791, -0.0025, NaN, -0.0241, -0.064, NaN, -0.1084, 0.1084, 0.0214, NaN, 0.1255, NaN, 0.0759, NaN, 0.2793, 0.101, -0.1342, NaN, NaN, -0.2318, 0.269, NaN, -0.2848, -0.138, -0.1566, 0.269, -0.0759, 0.1342, -0.2423, -0.138, -0.0214, -0.0947, 0.1854, NaN, -0.1448, 0.0691, -0.0759, 0.1448, -0.0989, -0.0606, -0.0989, -0.137, NaN, NaN, -0.0538, NaN, NaN, -0.064, 0.064, 0.0759, 0.1448, -0.1633, 0.1566, 0.0161, NaN, -0.1174, -0.3477, -0.1027, NaN, NaN
-0.138, 1, NaN, 0.0516, 0.0891, -0.0602, 0.068, -0.316, NaN, 0.1, -0.0516, -0.0292, -0.0292, 0.1737, 0.0417, 0.0602, -0.1243, 0.0754, -0.0331, 0.0082, NaN, 0.0417, -0.0417, -0.3782, -0.1336, 0.0417, 0.1084, 0.0417, NaN, -0.0292, NaN, -0.1084, -0.0602, 0.2118, 0.0602, -0.0516, -0.0602, NaN, -0.0292, 0.0516, 0.0891, -0.0956, NaN, 0.1021, -0.0824, NaN, 0.0417, -0.0417, 0.0602, NaN, -0.1117, NaN, -0.0292, NaN, -0.1465, 0.0754, 0.0516, NaN, NaN, 0.0891, -0.6999, NaN, 0.2212, -0.0417, 0.0602, -0.6999, 0.0292, -0.0516, 0.1336, -0.0417, -0.0602, -0.1117, -0.1147, NaN, 0.2722, 0.0516, 0.0292, 0.1531, 0.1, -0.0331, 0.1, -0.0891, NaN, NaN, 0.14, NaN, NaN, -0.0824, -0.2118, -0.0292, 0, 0.1893, -0.0602, 0.2722, NaN, -0.0505, 0.1336, 0.1884, NaN, NaN
NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.1342, 0.0516, NaN, 1, -0.1103, 0.0745, -0.0842, -0.0745, NaN, -0.03, 0.0638, 0.0361, 0.0361, 0.2969, -0.0516, -0.0745, -0.142, 0.425, -0.215, -0.0944, NaN, -0.0516, 0.0516, -0.0638, 0.1654, 0.3782, -0.1342, -0.0516, NaN, 0.0361, NaN, 0.1342, 0.0745, 0.1019, -0.0745, 0.0638, 0.0745, NaN, 0.0361, -0.0638, 0.1654, 0.1184, NaN, -0.1263, -0.3835, NaN, -0.0516, 0.0516, 0.2359, NaN, -0.1498, NaN, 0.0361, NaN, 0.0036, 0.425, 0.2908, NaN, NaN, 0.1195, -0.0361, NaN, 0.0642, 0.0516, -0.0745, -0.0361, -0.0361, 0.0638, -0.1654, 0.0516, 0.0745, -0.1498, 0.142, NaN, 0.0842, 0.2908, -0.0361, 0.1263, -0.03, -0.215, 0.1576, -0.1654, NaN, NaN, -0.1733, NaN, NaN, -0.1408, -0.1019, 0.0361, 0.0842, 0.1103, 0.0745, -0.1965, NaN, -0.1978, 0.2021, -0.0642, NaN, NaN
-0.1001, 0.0891, NaN, -0.1103, 1, -0.0724, 0.2182, -0.1287, NaN, 0.2722, 0.1103, 0.0623, 0.0623, -0.3714, -0.0891, -0.1287, -0.2453, -0.1612, -0.1503, 0.2009, NaN, -0.0891, 0.0891, -0.1103, -0.3095, -0.0891, 0.6901, -0.0891, NaN, 0.0623, NaN, 0.1001, -0.0724, 0.1761, -0.1287, 0.1103, -0.0724, NaN, 0.0623, -0.1103, -0.3095, -0.6475, NaN, 0.6001, 0.0189, NaN, -0.0891, 0.0891, 0.0724, NaN, -0.1343, NaN, 0.0623, NaN, 0.0829, -0.1612, -0.1103, NaN, NaN, 0.4048, -0.0623, NaN, -0.035, -0.1893, -0.1287, -0.0623, -0.0623, -0.1195, 0.3095, 0.0891, 0.1287, 0.2388, -0.3934, NaN, 0.1455, -0.1103, -0.0623, 0.0818, 0.0292, -0.1503, -0.0923, 0.3095, NaN, NaN, 0.4023, NaN, NaN, 0.1761, -0.1761, 0.0623, 0.2182, 0.1905, 0.1287, -0.0364, NaN, 0.3327, -0.2857, 0.3634, NaN, NaN
-0.3773, -0.0602, NaN, 0.0745, -0.0724, 1, -0.3932, 0.087, NaN, -0.1839, -0.0745, -0.0421, -0.0421, 0.1016, 0.0602, 0.087, -0.0069, 0.1089, -0.1972, 0.0118, NaN, 0.0602, 0.316, 0.0745, -0.193, 0.0602, -0.3773, 0.0602, NaN, -0.0421, NaN, 0.1993, 0.4565, -0.119, 0.087, -0.0745, -0.087, NaN, -0.0421, 0.0745, 0.2896, 0.0537, NaN, -0.0369, 0.3059, NaN, 0.0602, -0.0602, -0.1848, NaN, -0.3294, NaN, -0.0421, NaN, -0.2117, -0.118, 0.0745, NaN, NaN, 0.1287, 0.0421, NaN, -0.2722, 0.316, 0.087, 0.0421, 0.0421, -0.0745, 0.193, 0.316, -0.087, 0.0067, -0.1657, NaN, -0.0983, 0.0745, -0.4845, -0.1474, -0.1839, 0.2509, 0.1445, 0.0322, NaN, NaN, -0.4299, NaN, NaN, 0.0935, -0.0935, -0.0421, 0, -0.1287, -0.087, -0.0983, NaN, -0.2248, 0.193, 0.1242, NaN, NaN
0.3058, 0.068, NaN, -0.0842, 0.2182, -0.3932, 1, -0.0983, NaN, 0.2079, 0.0842, 0.0476, -0.4286, -0.2837, 0.6124, -0.0983, -0.1873, -0.1231, -0.1486, 0.1868, NaN, -0.068, -0.2722, -0.0842, -0.2182, 0.2722, 0.6276, -0.068, NaN, 0.0476, NaN, 0.0161, -0.8847, 0.1345, -0.0983, 0.0842, 0.0983, NaN, 0.0476, -0.0842, -0.5092, -0.5379, NaN, 0.5, -0.0576, NaN, -0.068, 0.068, 0.1474, NaN, 0.4104, NaN, 0.0476, NaN, 0.2392, -0.1231, -0.0842, NaN, NaN, 0.0364, -0.0476, NaN, -0.0936, -0.2722, -0.0983, -0.0476, -0.0476, 0.0842, 0.2182, 0.068, -0.3932, 0.2584, -0.281, NaN, 0.1111, -0.0842, -0.0476, 0.1667, 0.2079, -0.2837, -0.2376, 0.2182, NaN, NaN, 0.2001, NaN, NaN, 0.1345, -0.1345, 0.0476, 0.2, 0.1455, 0.0983, 0.1111, NaN, 0.1511, -0.2182, -0.1739, NaN, NaN
0.0214, -0.316, NaN, -0.0745, -0.1287, 0.087, -0.0983, 1, NaN, 0.1839, -0.2359, 0.0421, 0.0421, -0.1016, -0.0602, -0.087, -0.1657, 0.118, 0.0478, -0.1594, NaN, -0.0602, 0.0602, -0.0745, 0.0322, -0.0602, -0.1566, -0.0602, NaN, 0.0421, NaN, 0.1566, 0.087, 0.119, 0.4565, 0.0745, -0.1848, NaN, 0.0421, 0.2359, -0.1287, 0.1382, NaN, -0.1474, 0.119, NaN, -0.0602, -0.316, -0.087, NaN, -0.0067, NaN, 0.0421, NaN, 0.056, -0.1089, -0.0745, NaN, NaN, 0.0724, 0.4845, NaN, -0.0237, 0.0602, 0.1848, 0.4845, -0.0421, 0.0745, -0.0322, 0.0602, 0.087, 0.1613, 0.1657, NaN, 0.0983, -0.0745, -0.0421, -0.0369, 0.0197, -0.2509, 0.1839, -0.0322, NaN, NaN, 0.1138, NaN, NaN, 0.119, 0.0935, 0.0421, -0.1474, -0.0724, 0.087, -0.1474, NaN, -0.2309, 0.2896, 0.0237, NaN, NaN
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0989, 0.1, NaN, -0.03, 0.2722, -0.1839, 0.2079, 0.1839, NaN, 1, 0.2176, 0.2291, -0.0891, -0.1011, 0.1273, -0.3087, -0.4839, -0.0439, 0.0794, 0.025, NaN, 0.1273, -0.1273, -0.4051, 0.0778, 0.1273, 0.3312, 0.1273, NaN, 0.2291, NaN, -0.1161, -0.1839, 0.5186, 0.0197, 0.4051, -0.1839, NaN, 0.2291, -0.2176, -0.311, -0.2922, NaN, 0.3118, -0.1232, NaN, -0.3273, -0.1273, 0.0197, NaN, -0.1381, NaN, 0.2291, NaN, 0.1166, -0.318, -0.2176, NaN, NaN, 0.2722, 0.0891, NaN, -0.1287, -0.1273, 0.1839, 0.0891, -0.2291, -0.1576, -0.175, 0.1, 0.1445, 0.065, -0.1418, NaN, 0.0891, -0.2176, 0.0891, 0.245, -0.1905, -0.0108, 0.1071, -0.0778, NaN, NaN, 0.2368, NaN, NaN, 0.1335, 0.1232, 0.2291, 0, 0.4568, 0.3087, -0.2079, NaN, -0.3377, 0.0194, 0.3074, NaN, NaN
0.1342, -0.0516, NaN, 0.0638, 0.1103, -0.0745, 0.0842, -0.2359, NaN, 0.2176, 1, -0.0361, -0.0361, -0.2969, 0.0516, -0.5463, -0.2524, 0.0933, 0.0444, 0.263, NaN, 0.0516, -0.0516, 0.0638, -0.1654, 0.0516, 0.1342, 0.0516, NaN, -0.0361, NaN, -0.1342, -0.0745, 0.3835, -0.2359, 0.6454, 0.2359, NaN, -0.0361, -0.2908, -0.1654, -0.1184, NaN, 0.1263, -0.1019, NaN, 0.0516, -0.0516, -0.2359, NaN, -0.4262, NaN, 0.5654, NaN, 0.352, 0.0933, -0.2908, NaN, NaN, 0.1103, 0.0361, NaN, -0.2332, -0.0516, 0.0745, 0.0361, -0.5654, -0.0638, -0.3859, -0.0516, -0.0745, 0.1498, -0.142, NaN, -0.0842, 0.0638, 0.0361, 0.2948, -0.1576, 0.215, -0.1576, -0.2021, NaN, NaN, 0.1733, NaN, NaN, -0.1019, 0.1019, -0.0361, 0.2526, 0.1195, 0.5463, -0.0842, NaN, -0.1492, -0.0184, 0.0642, NaN, NaN
-0.269, -0.0292, NaN, 0.0361, 0.0623, -0.0421, 0.0476, 0.0421, NaN, 0.2291, -0.0361, 1, -0.0204, -0.1679, 0.0292, 0.0421, 0.0803, 0.0528, 0.1216, -0.1373, NaN, 0.0292, -0.0292, 0.0361, -0.0935, 0.0292, 0.0759, 0.0292, NaN, -0.0204, NaN, 0.269, -0.0421, -0.0576, 0.0421, -0.0361, -0.0421, NaN, -0.0204, 0.0361, -0.0935, -0.0669, NaN, 0.0714, -0.0576, NaN, 0.0292, -0.0292, 0.0421, NaN, 0.0847, NaN, -0.0204, NaN, -0.1025, 0.0528, 0.0361, NaN, NaN, 0.0623, 0.0204, NaN, 0.1548, -0.0292, 0.0421, 0.0204, 0.0204, -0.0361, 0.0935, -0.0292, -0.0421, 0.0847, -0.0803, NaN, -0.0476, 0.0361, 0.0204, -0.0714, -0.0891, -0.1679, -0.0891, 0.0935, NaN, NaN, 0.098, NaN, NaN, -0.0576, 0.0576, -0.0204, -0.1429, 0.3273, -0.0421, -0.0476, NaN, 0.1118, 0.0935, -0.1548, NaN, NaN
0.0759, -0.0292, NaN, 0.0361, 0.0623, -0.0421, -0.4286, 0.0421, NaN, -0.0891, -0.0361, -0.0204, 1, 0.1216, -0.6999, 0.0421, 0.0803, 0.0528, 0.1216, -0.1373, NaN, 0.0292, -0.0292, 0.0361, 0.2182, 0.0292, -0.269, 0.0292, NaN, -0.0204, NaN, -0.0759, 0.4845, -0.0576, 0.0421, -0.0361, -0.0421, NaN, -0.0204, 0.0361, 0.2182, 0.3049, NaN, -0.2857, -0.0576, NaN, 0.0292, -0.0292, 0.0421, NaN, -0.241, NaN, -0.0204, NaN, -0.1025, 0.0528, 0.0361, NaN, NaN, 0.0623, 0.0204, NaN, 0.1548, -0.0292, 0.0421, 0.0204, 0.0204, -0.0361, -0.2182, -0.0292, 0.4845, -0.241, 0.2542, NaN, -0.0476, 0.0361, 0.0204, -0.0714, -0.0891, 0.1216, 0.2291, -0.2182, NaN, NaN, 0.098, NaN, NaN, -0.0576, 0.0576, -0.0204, -0.1429, -0.0623, -0.0421, -0.0476, NaN, 0.1118, 0.0935, 0.1319, NaN, NaN
0.135, 0.1737, NaN, 0.2969, -0.3714, 0.1016, -0.2837, -0.1016, NaN, -0.1011, -0.2969, -0.1679, 0.1216, 1, -0.1737, 0.1972, -0.0987, -0.0648, 0.0969, -0.3179, NaN, 0.0331, -0.0331, -0.215, 0.4687, 0.0331, -0.4519, -0.1737, NaN, 0.1216, NaN, -0.3306, 0.2509, -0.007, -0.1016, -0.1263, 0.1016, NaN, 0.1216, -0.0444, 0.2918, 0.3987, NaN, -0.3242, -0.007, NaN, -0.1737, -0.0331, 0.0478, NaN, -0.1349, NaN, -0.1679, NaN, 0.0975, 0.3093, 0.1263, NaN, NaN, -0.1503, -0.1216, NaN, -0.1903, 0.1737, -0.2509, -0.1216, 0.1679, 0.215, -0.2034, 0.1737, 0.2509, -0.5044, 0.2884, NaN, -0.2566, 0.1263, 0.1679, 0.1216, -0.0108, 0.0969, 0.1697, -0.2034, NaN, NaN, -0.2363, NaN, NaN, -0.007, -0.2266, 0.1216, -0.2837, -0.0707, -0.1972, 0.0135, NaN, -0.3323, -0.0265, 0.0276, NaN, NaN
0.138, 0.0417, NaN, -0.0516, -0.0891, 0.0602, 0.6124, -0.0602, NaN, 0.1273, 0.0516, 0.0292, -0.6999, -0.1737, 1, -0.0602, -0.1147, -0.0754, -0.1737, 0.1961, NaN, -0.0417, 0.0417, -0.0516, -0.3118, 0.4792, 0.3844, -0.0417, NaN, 0.0292, NaN, 0.1084, -0.6922, 0.0824, -0.0602, 0.0516, 0.0602, NaN, 0.0292, -0.0516, -0.3118, -0.4357, NaN, 0.4082, 0.0824, NaN, -0.0417, 0.0417, -0.0602, NaN, 0.3444, NaN, 0.0292, NaN, 0.1465, -0.0754, -0.0516, NaN, NaN, -0.0891, -0.0292, NaN, -0.2212, 0.0417, -0.0602, -0.0292, -0.0292, 0.0516, 0.3118, 0.0417, -0.6922, 0.3444, -0.3632, NaN, 0.068, -0.0516, -0.0292, 0.1021, 0.1273, -0.1737, -0.3273, 0.3118, NaN, NaN, -0.14, NaN, NaN, 0.0824, -0.0824, 0.0292, 0.2041, 0.0891, 0.0602, 0.068, NaN, -0.1598, -0.1336, -0.1884, NaN, NaN
0.0214, 0.0602, NaN, -0.0745, -0.1287, 0.087, -0.0983, -0.087, NaN, -0.3087, -0.5463, 0.0421, 0.0421, 0.1972, -0.0602, 1, 0.3521, -0.1089, -0.1016, -0.3069, NaN, -0.0602, 0.0602, -0.0745, 0.0322, -0.0602, -0.1566, -0.0602, NaN, 0.0421, NaN, -0.0214, 0.087, -0.5184, -0.087, -0.8568, 0.087, NaN, 0.0421, 0.5463, 0.193, 0.1382, NaN, -0.1474, 0.119, NaN, -0.0602, 0.0602, 0.1848, NaN, 0.1613, NaN, -0.4845, NaN, -0.0996, -0.1089, 0.2359, NaN, NaN, -0.1287, -0.0421, NaN, 0.1242, 0.0602, -0.087, -0.0421, 0.4845, 0.0745, 0.1287, 0.0602, 0.087, -0.1748, 0.1657, NaN, -0.1474, -0.0745, -0.0421, -0.4055, 0.1839, -0.1016, 0.1839, 0.2896, NaN, NaN, -0.0443, NaN, NaN, 0.119, -0.119, 0.0421, -0.2949, 0.1287, -0.7283, 0.0983, NaN, 0.2248, -0.193, -0.1242, NaN, NaN
