1, -0.0065, 0.1134, -0.3677, -0.2065, -0.0415, 0.2498, -0.1201, -0.2924, 0.1237
-0.0065, 1, -0.2161, -0.1829, 0.062, 0.2406, -0.3432, 0.1216, -0.0108, -0.2328
0.1134, -0.2161, 1, -0.2451, -0.0772, -0.1825, 0.2161, -0.25, 0.2821, 0.0966
-0.3677, -0.1829, -0.2451, 1, 0.026, -0.3576, -0.062, -0.0604, -0.1651, 0.179
-0.2065, 0.062, -0.0772, 0.026, 1, 0.2229, -0.3069, 0.0403, 0.1938, -0.2101
-0.0415, 0.2406, -0.1825, -0.3576, 0.2229, 1, -0.2406, 0.0576, -0.0051, -0.3423
0.2498, -0.3432, 0.2161, -0.062, -0.3069, -0.2406, 1, -0.2229, -0.1697, 0.2328
-0.1201, 0.1216, -0.25, -0.0604, 0.0403, 0.0576, -0.2229, 1, -0.0891, -0.1448
-0.2924, -0.0108, 0.2821, -0.1651, 0.1938, -0.0051, -0.1697, -0.0891, 1, -0.0086
0.1237, -0.2328, 0.0966, 0.179, -0.2101, -0.3423, 0.2328, -0.1448, -0.0086, 1
