1, -0.0907, 0.0531, -0.0806, 0.1437, -0.0299, -0.2417, -0.2451, -0.1612, -0.3454, -0.2451, -0.211, -0.0772, 0.0772, -0.1968
-0.0907, 1, -0.0996, 0.0833, -0.2904, 0.0721, -0.1667, 0.2153, -0.1667, 0.068, 0.0417, -0.2182, 0.0417, -0.2153, -0.1368
0.0531, -0.0996, 1, -0.0412, 0.0017, 0.0662, 0.1236, -0.1579, 0.206, -0.0336, -0.0721, 0.0629, -0.0721, 0.0721, -0.0726
-0.0806, 0.0833, -0.0412, 1, -0.0405, 0.0412, 0.28, -0.0833, -0.12, 0.1633, -0.0833, 0.1309, 0.0833, -0.1667, -0.2402
0.1437, -0.2904, 0.0017, -0.0405, 1, -0.3323, 0.0405, -0.1317, 0.2026, 0.0331, 0.1216, 0.115, -0.0473, 0.0473, 0.1687
-0.0299, 0.0721, 0.0662, 0.0412, -0.3323, 1, -0.206, 0.1854, -0.1236, 0.0505, -0.4155, 0.0629, -0.0721, -0.0996, -0.1551
-0.2417, -0.1667, 0.1236, 0.28, 0.0405, -0.206, 1, -0.0833, 0.04, 0.0816, 0.1667, 0.1309, -0.0833, -0.0833, 0.1601
-0.2451, 0.2153, -0.1579, -0.0833, -0.1317, 0.1854, -0.0833, 1, -0.3333, -0.068, 0.0451, 0.0364, 0.2188, 0.1285, -0.1134
-0.1612, -0.1667, 0.206, -0.12, 0.2026, -0.1236, 0.04, -0.3333, 1, 0.4082, -0.0833, 0.1309, 0.0833, -0.1667, 0.0801
-0.3454, 0.068, -0.0336, 0.1633, 0.0331, 0.0505, 0.0816, -0.068, 0.4082, 1, -0.2381, 0.0891, 0.017, -0.2722, 0.1144
-0.2451, 0.0417, -0.0721, -0.0833, 0.1216, -0.4155, 0.1667, 0.0451, -0.0833, -0.2381, 1, 0.0364, 0.1319, 0.1285, 0.1368
-0.211, -0.2182, 0.0629, 0.1309, 0.115, 0.0629, 0.1309, 0.0364, 0.1309, 0.0891, 0.0364, 1, -0.1455, -0.3091, 0.332
-0.0772, 0.0417, -0.0721, 0.0833, -0.0473, -0.0721, -0.0833, 0.2188, 0.0833, 0.017, 0.1319, -0.1455, 1, -0.0451, -0.1968
0.0772, -0.2153, 0.0721, -0.1667, 0.0473, -0.0996, -0.0833, 0.1285, -0.1667, -0.2722, 0.1285, -0.3091, -0.0451, 1, -0.2202
-0.1968, -0.1368, -0.0726, -0.2402, 0.1687, -0.1551, 0.1601, -0.1134, 0.0801, 0.1144, 0.1368, 0.332, -0.1968, -0.2202, 1
