1, 0.0591, 0.0817, -0.0394, -0.4519, -0.0676, -0.0265, -0.181, -0.0754, -0.2303
0.0591, 1, -0.3454, 0.3333, -0.2812, 0.0394, 0.2413, 0.0505, -0.0689, -0.1034
0.0817, -0.3454, 1, -0.1809, -0.1437, 0.0156, 0.2143, -0.1959, -0.3844, -0.0408
-0.0394, 0.3333, -0.1809, 1, -0.2812, 0.0394, 0.1551, 0.1346, -0.2413, -0.362
-0.4519, -0.2812, -0.1437, -0.2812, 1, -0.0372, -0.2447, -0.0017, 0.1591, 0.3541
-0.0676, 0.0394, 0.0156, 0.0394, -0.0372, 1, -0.0754, 0.0816, -0.0265, -0.1773
-0.0265, 0.2413, 0.2143, 0.1551, -0.2447, -0.0754, 1, 0.3079, -0.5544, -0.3369
-0.181, 0.0505, -0.1959, 0.1346, -0.0017, 0.0816, 0.3079, 1, -0.134, -0.04
-0.0754, -0.0689, -0.3844, -0.2413, 0.1591, -0.0265, -0.5544, -0.134, 1, 0.2478
-0.2303, -0.1034, -0.0408, -0.362, 0.3541, -0.1773, -0.3369, -0.04, 0.2478, 1
