1, -0.255, 0.2264, -0.3987, 0.4344, -0.0982, 0.2195, -0.3644, 0.1232, 0.0425, 0.0709, -0.197, -0.0521, -0.2633, 0.1282, -0.2045, -0.0521, -0.2132, 0.026, 0.1033, -0.1008, 0.0128, -0.1184, 0.0823, -0.1191, -0.0174, -0.3214, 0.1414, 0.3462, 0.2793
-0.255, 1, -0.4999, 0.1158, -0.4467, -0.14, -0.0638, 0.2722, -0.2365, 0, 0.049, 0.0745, -0.0816, 0.2677, -0.3548, 0.245, 0.4082, 0.362, -0.3062, -0.2758, -0.0344, 0.0754, 0.0344, -0.1985, 0.2621, 0, 0.035, 0.0191, -0.4971, -0.0327
0.2264, -0.4999, 1, -0.2447, 0.2329, 0.0398, -0.2264, -0.0985, 0.5361, -0.1034, 0.098, -0.3292, 0.1267, -0.4864, 0.3812, -0.4929, -0.2955, -0.1586, 0.2533, 0.0695, -0.0036, -0.1351, 0.1813, 0.5013, -0.3541, 0.3237, -0.2317, -0.1068, 0.4033, 0.1825
-0.3987, 0.1158, -0.2447, 1, -0.412, -0.0625, -0.1287, 0.1486, -0.4285, 0.2978, -0.3309, 0.0425, -0.4457, 0.2808, 0.0372, 0.5129, 0.2837, 0.2686, -0.1216, -0.0975, -0.1263, 0.3142, -0.215, -0.0969, 0.0276, 0.0135, 0.1112, 0.1936, -0.2884, -0.412
0.4344, -0.4467, 0.2329, -0.412, 1, 0.3753, 0.0404, -0.4104, 0.2047, 0.1675, 0.0694, -0.0644, 0.0456, -0.2263, 0.3456, -0.2587, -0.3192, -0.3446, 0.1596, 0.2483, 0.1498, -0.0617, 0.2342, 0.0425, 0.0018, 0.0456, -0.2111, -0.3075, 0.521, 0.2519
-0.0982, -0.14, 0.0398, -0.0625, 0.3753, 1, -0.2366, -0.343, -0.0497, 0.0525, -0.0584, -0.0821, 0.343, -0.1847, 0.2567, -0.0655, -0.343, 0.1303, -0.0214, 0.0507, -0.0072, -0.2744, 0.1878, -0.1112, 0.2271, 0.2287, -0.1949, -0.1165, 0.2168, 0.0275
0.2195, -0.0638, -0.2264, -0.1287, 0.0404, -0.2366, 1, -0.1562, -0.2488, 0.2763, -0.1751, 0.197, -0.1562, 0.1414, -0.1282, 0.2045, 0.1562, -0.1165, -0.026, 0.1165, 0.1008, 0.1474, 0.1184, -0.0823, 0.328, 0.0174, 0.0982, 0.1024, 0.0195, 0.0333
-0.3644, 0.2722, -0.0985, 0.1486, -0.4104, -0.343, -0.1562, 1, -0.0161, -0.1361, 0.0534, 0.1064, 0.0667, 0.1873, -0.4667, 0.1455, 0.3333, 0.183, -0.1667, -0.0422, -0.0842, 0.0821, -0.1965, 0.1216, -0.3612, -0.1111, 0.0857, -0.0312, -0.4371, -0.2135
0.1232, -0.2365, 0.5361, -0.4285, 0.2047, -0.0497, -0.2488, -0.0161, 1, -0.3548, 0.317, -0.3148, 0.338, -0.3798, 0.2821, -0.6901, -0.1448, -0.1773, 0.1448, 0.0754, -0.1342, -0.1961, 0.1342, 0.4285, -0.3817, -0.0161, -0.1532, -0.1854, 0.1854, 0.1237
0.0425, 0, -0.1034, 0.2978, 0.1675, 0.0525, 0.2763, -0.1361, -0.3548, 1, -0.4576, 0.1117, -0.4899, 0.1147, 0.1577, 0.4232, 0.0816, -0.1896, 0, 0.0172, 0.0344, 0.0503, 0.1375, -0.1323, 0.3113, 0.1361, -0.035, 0.1721, 0.1147, -0.049
0.0709, 0.049, 0.098, -0.3309, 0.0694, -0.0584, -0.1751, 0.0534, 0.317, -0.4576, 1, -0.3432, 0.3203, -0.2587, -0.0271, -0.2009, 0, 0.0135, 0.2202, -0.267, 0.0742, -0.2612, 0.0944, 0.2498, -0.1639, 0.0534, -0.3158, 0.0712, 0.0225, 0.1186
-0.197, 0.0745, -0.3292, 0.0425, -0.0644, -0.0821, 0.197, 0.1064, -0.3148, 0.1117, -0.3432, 1, -0.1368, 0.2263, -0.2355, 0.1343, 0.228, -0.1367, -0.1596, 0.1367, 0.0422, 0.202, -0.0422, -0.2273, 0.2726, -0.0456, 0.1134, -0.0128, -0.3075, -0.2519
-0.0521, -0.0816, 0.1267, -0.4457, 0.0456, 0.343, -0.1562, 0.0667, 0.338, -0.4899, 0.3203, -0.1368, 1, -0.281, -0.1448, -0.4364, -0.12, -0.1267, 0.2, -0.1267, -0.0842, -0.2462, 0.2526, 0.1216, -0.2006, 0.0667, 0, 0, -0.0937, 0.0801
-0.2633, 0.2677, -0.4864, 0.2808, -0.2263, -0.1847, 0.1414, 0.1873, -0.3798, 0.1147, -0.2587, 0.2263, -0.281, 1, -0.2984, 0.5212, 0.4683, 0.1068, -0.1639, -0.1068, -0.0552, 0.2075, -0.142, -0.3757, 0.327, -0.1249, 0.3172, -0.0132, -0.3158, -0.2587
0.1282, -0.3548, 0.3812, 0.0372, 0.3456, 0.2567, -0.1282, -0.4667, 0.2821, 0.1577, -0.0271, -0.2355, -0.1448, -0.2984, 1, -0.2318, -0.1448, -0.2303, -0.0241, 0.3323, 0.1342, -0.101, 0.2724, -0.0372, 0.0911, 0.177, -0.0538, -0.1537, 0.3798, -0.0271
-0.2045, 0.245, -0.4929, 0.5129, -0.2587, -0.0655, 0.2045, 0.1455, -0.6901, 0.4232, -0.2009, 0.1343, -0.4364, 0.5212, -0.2318, 1, 0.3273, 0.1981, -0.0818, -0.1981, 0.1103, 0.1612, -0.1103, -0.2918, 0.2539, -0.2182, 0.1684, 0.2453, -0.2453, -0.2009
-0.0521, 0.4082, -0.2955, 0.2837, -0.3192, -0.343, 0.1562, 0.3333, -0.1448, 0.0816, 0, 0.228, -0.12, 0.4683, -0.1448, 0.3273, 1, -0.0422, -0.1, -0.2955, -0.0842, 0.1231, -0.0842, -0.1216, 0.1204, -0.0667, 0.0857, 0.1873, -0.4683, -0.3203
