1, 0.4223, -0.1523, NaN, -0.2293, 0.2884, -0.2884, -0.1529, -0.1236, 0.1854, 0.0071, 0.1837, 0.5512, 0.2354, 0.1236, -0.3028, -0.127, -0.0045, -0.2129, -0.127, -0.0505, 0.2884, 0.5229, -0.079
0.4223, 1, 0.0333, NaN, -0.1267, 0.1868, 0.1801, -0.1572, 0.0534, 0.3203, 0.3707, 0.3707, 0.4484, 0.0712, 0, -0.4413, -0.071, -0.1267, -0.2924, -0.071, -0.1961, 0.0534, 0.23, -0.0118
-0.1523, 0.0333, 1, NaN, 0.0795, -0.1562, 0.2863, -0.0795, -0.1562, 0.1041, 0.0982, -0.0134, 0.0042, -0.1414, -0.2603, 0.0425, 0.2132, -0.0625, 0.0557, -0.1165, -0.17, -0.1562, 0.125, -0.1382
NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.2293, -0.1267, 0.0795, NaN, 1, 0.0364, -0.0818, 0.4286, 0.0364, 0.0818, 0.1824, 0.1824, -0.1671, -0.1175, 0, -0.1336, -0.0829, -0.0417, 0.2138, 0.0322, -0.1336, -0.1455, -0.2994, -0.1287
0.2884, 0.1868, -0.1562, NaN, 0.0364, 1, -0.1667, 0.0727, 0.1111, 0, 0.0857, 0.2287, 0.1074, -0.0312, 0.0667, -0.1361, -0.2392, -0.1455, -0.0594, 0.0422, -0.1361, 0.1111, -0.0857, -0.0983
-0.2884, 0.1801, 0.2863, NaN, -0.0818, -0.1667, 1, 0, -0.1667, 0.125, -0.0857, 0.0214, 0.0604, 0.0702, 0.1, -0.1021, 0.38, 0.1909, -0.0891, 0.1689, 0, 0, -0.0214, 0.0369
-0.1529, -0.1572, -0.0795, NaN, 0.4286, 0.0727, 0, 1, 0.3637, 0.1091, 0.1684, 0.262, -0.3165, -0.0613, -0.1309, -0.3563, -0.1013, -0.1667, -0.0194, 0.3593, 0.0891, 0.0727, -0.1684, -0.193
-0.1236, 0.0534, -0.1562, NaN, 0.0364, 0.1111, -0.1667, 0.3637, 1, 0, 0.0857, -0.0572, -0.2955, -0.0312, -0.3333, -0.1361, -0.0985, 0.0364, 0.0891, 0.3237, 0.2722, 0.1111, -0.2287, -0.0983
0.1854, 0.3203, 0.1041, NaN, 0.0818, 0, 0.125, 0.1091, 0, 1, 0.5145, 0.1929, 0.4432, -0.1873, 0, -0.6124, -0.2744, -0.3273, -0.4677, -0.0633, -0.1021, 0, 0.2358, -0.0369
0.0071, 0.3707, 0.0982, NaN, 0.1824, 0.0857, -0.0857, 0.1684, 0.0857, 0.5145, 1, 0.1728, 0.0898, -0.3172, -0.1715, -0.4901, -0.3222, -0.5193, -0.4316, 0.0398, -0.2275, 0.0857, 0.011, -0.2718
0.1837, 0.3707, -0.0134, NaN, 0.1824, 0.2287, 0.0214, 0.262, -0.0572, 0.1929, 0.1728, 1, 0.1762, 0.1847, 0.1715, -0.3151, 0.0398, -0.2854, -0.4316, 0.0398, -0.14, 0.2287, 0.1029, -0.1138
0.5512, 0.4484, 0.0042, NaN, -0.1671, 0.1074, 0.0604, -0.3165, -0.2955, 0.4432, 0.0898, 0.1762, 1, 0.2566, 0.1612, -0.3948, 0.0442, -0.0571, -0.2836, -0.2109, -0.148, -0.0269, 0.4284, 0.1842
0.2354, 0.0712, -0.1414, NaN, -0.1175, -0.0312, 0.0702, -0.0613, -0.0312, -0.1873, -0.3172, 0.1847, 0.2566, 1, -0.1873, 0.1147, 0.4864, 0.2657, -0.0375, 0.3875, 0.0191, -0.1873, -0.0843, 0.0069
0.1236, 0, -0.2603, NaN, 0, 0.0667, 0.1, -0.1309, -0.3333, 0, -0.1715, 0.1715, 0.1612, -0.1873, 1, 0.0816, -0.0422, 0, 0, -0.2111, 0, 0.2, 0.2572, 0.1474
