1, 0.1635, -0.327, -0.1873, -0.0965, 0.1936, 0.281, -0.0375, -0.21, -0.3509
0.1635, 1, -0.4291, 0.2182, 0.0613, -0.115, -0.2182, 0.311, 0.0699, 0.211
-0.327, -0.4291, 1, -0.1605, -0.233, -0.4602, -0.0401, 0.1287, -0.0835, -0.0097
-0.1873, 0.2182, -0.1605, 1, -0.3044, -0.1216, -0.1, 0.0891, 0.02, 0.2619
-0.0965, 0.0613, -0.233, -0.3044, 1, 0.0987, -0.0937, -0.2461, 0.165, 0.0264
0.1936, -0.115, -0.4602, -0.1216, 0.0987, 1, 0.3647, -0.1913, -0.3309, -0.1829
0.281, -0.2182, -0.0401, -0.1, -0.0937, 0.3647, 1, -0.1782, -0.4003, -0.3223
-0.0375, 0.311, 0.1287, 0.0891, -0.2461, -0.1913, -0.1782, 1, 0.1534, 0.1041
-0.21, 0.0699, -0.0835, 0.02, 0.165, -0.3309, -0.4003, 0.1534, 1, -0.0452
-0.3509, 0.211, -0.0097, 0.2619, 0.0264, -0.1829, -0.3223, 0.1041, -0.0452, 1
