1, 0.1905, 0.2802, 0.1579, -0.4264, -0.3787, -0.1895, 0.3496, -0.1254, -0.3641, NaN, -0.1895, -0.1, -0.2359, -0.0234, -0.1273, -0.1895, 0.538, 0.2585, -0.1077, -0.1531, -0.3542, -0.1667, 0.0278, 0.1893, 0.2722, 0.3571, 0.014, 0.1438, -0.0534, -0.0625, -0.3425, 0.1895, -0.0473, -0.1819, 0.0624, -0.1667, -0.0417, -0.4001, -0.0364, 0.1368, -0.0966, -0.1368, 0.0278, -0.0137, -0.0214, -0.2409, 0.1046, 0.1871, -0.1854
0.1905, 1, -0.1373, 0.1118, -0.1612, -0.2082, -0.0361, 0.0847, 0.0847, 0.0528, NaN, -0.0361, -0.0623, 0.0528, 0.1548, -0.3273, -0.0361, -0.0576, 0.1612, 0.0528, -0.0292, 0.0714, 0.0476, -0.0476, 0.0891, -0.0292, -0.1118, 0.0361, -0.1319, -0.1373, -0.0714, -0.1612, 0.0361, -0.1216, 0.0891, -0.3541, 0.0476, -0.1071, -0.0935, -0.0935, -0.1487, -0.0759, -0.1373, -0.0476, 0.1118, 0.098, 0.0623, -0.0759, 0.1166, -0.1825
0.2802, -0.1373, 1, 0.3398, -0.1161, -0.2849, 0.263, 0.1132, -0.4344, -0.2612, NaN, -0.0742, -0.4193, -0.2612, -0.0835, 0.0917, -0.0742, 0.1892, 0.5194, 0.1084, 0.0082, -0.2202, 0.0534, -0.1868, -0.025, 0.2125, 0.1551, -0.263, 0.6394, -0.0417, 0.3203, 0.0452, -0.263, -0.0065, -0.5599, 0.1569, 0.0534, 0.2802, -0.4543, -0.0175, -0.0385, 0.0696, -0.0417, -0.3203, 0.0924, -0.2849, -0.2359, 0.3595, 0.1307, 0.1748
0.1579, 0.1118, 0.3398, 1, -0.4449, -0.2721, 0.0243, -0.2762, -0.3701, -0.1623, NaN, -0.1492, 0.2293, -0.2891, -0.3522, 0.2203, 0.0243, 0.0784, 0.4449, 0.2181, 0.1598, -0.1854, -0.1236, -0.1511, 0.3377, 0.1598, 0.3582, 0.1492, 0.5572, -0.2375, -0.0206, -0.3619, -0.0243, -0.0017, -0.3047, -0.1971, 0.0137, 0.1579, -0.2967, 0.0629, -0.3398, 0.0179, -0.32, 0.261, -0.528, -0.2721, -0.2293, 0.2168, 0.286, 0.3209
-0.4264, -0.1612, -0.1161, -0.4449, 1, 0.2557, 0.2239, 0.1176, 0.0257, 0.2926, NaN, 0.0543, -0.2726, 0.1686, 0.0097, 0.0528, -0.1154, -0.1068, -0.026, -0.3273, -0.2303, 0.1612, 0.2417, 0.1612, -0.3733, -0.2303, -0.5512, -0.0543, -0.0711, 0.2871, 0.2417, 0.513, -0.0543, 0.0196, -0.0144, 0.2229, 0.3761, 0.0772, 0.1407, -0.2989, 0.0355, -0.3074, 0.3677, -0.3761, 0.1361, -0.0898, 0.1627, -0.1128, -0.3948, -0.1129
-0.3787, -0.2082, -0.2849, -0.2721, 0.2557, 1, -0.1878, -0.2111, 0.2776, 0.2744, NaN, -0.0072, 0.0655, 0.2744, 0.117, -0.0655, -0.0072, -0.341, -0.2557, -0.2533, -0.0788, 0.5145, 0.0572, -0.0572, -0.1413, -0.2976, -0.2579, 0.0072, -0.3131, 0.23, 0.1286, 0.2557, 0.1878, -0.1981, 0.3361, -0.1532, -0.0857, -0.2001, 0.262, -0.1123, 0.1991, 0.1573, 0.5733, 0.2287, -0.1837, -0.011, 0.2854, -0.4637, -0.1225, -0.0954
-0.1895, -0.0361, 0.263, 0.0243, 0.2239, -0.1878, 1, -0.2342, -0.2342, 0.0933, NaN, -0.0638, -0.1103, 0.0933, -0.2332, 0.1103, -0.0638, -0.1019, 0.1154, 0.0933, -0.0516, 0.1263, 0.0842, -0.0842, 0.1576, -0.0516, -0.0243, -0.2908, 0.2737, 0.0944, 0.0842, 0.2239, -0.6454, -0.215, -0.2176, 0.1019, 0.0842, -0.1895, -0.1654, 0.0184, -0.263, 0.0691, -0.0742, -0.0842, 0.0243, -0.0072, 0.1103, 0.0691, 0.0344, 0.0243
0.3496, 0.0847, 0.1132, -0.2762, 0.1176, -0.2111, -0.2342, 1, 0.2723, -0.0786, NaN, -0.0422, -0.2388, 0.0617, 0.3641, -0.2587, 0.1498, 0.2392, -0.0257, 0.0617, 0.121, -0.2964, -0.1976, 0.1976, -0.2681, 0.121, -0.0056, -0.1498, -0.0018, -0.1606, -0.0456, 0.0257, 0.0422, 0.1349, 0.0366, 0.2865, 0.1064, 0.2546, -0.4079, -0.1094, 0.3432, -0.1255, -0.0694, -0.2584, 0.2874, -0.2111, 0.2388, -0.0154, -0.0186, -0.0883
-0.1254, 0.0847, -0.4344, -0.3701, 0.0257, 0.2776, -0.2342, 0.2723, 1, 0.4827, NaN, -0.0422, 0.2587, 0.4827, 0.1811, -0.1343, 0.1498, -0.4179, -0.6687, -0.0786, 0.121, 0.3876, -0.1976, -0.1064, -0.2681, -0.3444, -0.0056, -0.1498, -0.3678, 0.0219, -0.1596, 0.0257, 0.0422, -0.1423, 0.6459, -0.1078, -0.1976, -0.3154, 0.189, 0.388, 0.0694, 0.2047, 0.1132, 0.1976, 0.0056, -0.0156, 0.3632, -0.2355, 0.0745, -0.2762
-0.3641, 0.0528, -0.2612, -0.1623, 0.2926, 0.2744, 0.0933, -0.0786, 0.4827, 1, NaN, -0.1659, 0.1612, 0.4318, 0.0939, -0.1612, 0.0933, -0.7379, -0.2926, 0.053, 0.0754, 0.4308, -0.1231, -0.0821, -0.2303, -0.2387, -0.2181, -0.0933, -0.2766, -0.0148, 0.1846, 0.2926, -0.0933, -0.3093, 0.4551, -0.149, -0.1231, -0.3641, 0.2417, 0.2417, -0.3548, 0.1961, 0.1084, 0.1231, -0.1623, -0.2533, 0.5104, -0.3982, 0.0754, -0.1623
