1, -0.0603, 0.3353, -0.2237, 0.0497, 0.0778, -0.2303, -0.065, -0.0715, 0.1335
-0.0603, 1, 0.0795, 0.3795, -0.2098, 0.1477, -0.0128, -0.159, 0.3231, -0.189
0.3353, 0.0795, 1, -0.2318, -0.2994, 0.1905, -0.1612, -0.2587, -0.0829, 0.1384
-0.2237, 0.3795, -0.2318, 1, -0.1573, 0.1791, -0.0475, 0.0154, 0.4342, -0.0751
0.0497, -0.2098, -0.2994, -0.1573, 1, -0.0748, -0.1214, -0.1134, 0.1412, -0.2768
0.0778, 0.1477, 0.1905, 0.1791, -0.0748, 1, -0.1074, 0.0099, 0.0829, 0.1132
-0.2303, -0.0128, -0.1612, -0.0475, -0.1214, -0.1074, 1, -0.0786, -0.1351, 0.0284
-0.065, -0.159, -0.2587, 0.0154, -0.1134, 0.0099, -0.0786, 1, -0.0404, 0.0237
-0.0715, 0.3231, -0.0829, 0.4342, 0.1412, 0.0829, -0.1351, -0.0404, 1, -0.0462
0.1335, -0.189, 0.1384, -0.0751, -0.2768, 0.1132, 0.0284, 0.0237, -0.0462, 1
