1, 0.1633, -0.2125, 0.3948, -0.3113, -0.5, -0.1551, -0.017, 0.0327, 0.2722
0.1633, 1, 0.1601, -0.1612, 0.1204, -0.4899, -0.1267, 0.0833, -0.2402, 0
-0.2125, 0.1601, 1, -0.1161, 0.1639, -0.1961, -0.1825, -0.0534, -0.2019, -0.1134
0.3948, -0.1612, -0.1161, 1, -0.2522, 0.0987, -0.0442, -0.4264, 0.0452, 0.0907
-0.3113, 0.1204, 0.1639, -0.2522, 1, -0.0164, 0.1542, 0.1906, -0.0771, -0.1906
-0.5, -0.4899, -0.1961, 0.0987, -0.0164, 1, -0.0172, -0.2381, 0.2942, -0.3572
-0.1551, -0.1267, -0.1825, -0.0442, 0.1542, -0.0172, 1, -0.0985, -0.098, 0.0985
-0.017, 0.0833, -0.0534, -0.4264, 0.1906, -0.2381, -0.0985, 1, -0.1368, 0.1285
0.0327, -0.2402, -0.2019, 0.0452, -0.0771, 0.2942, -0.098, -0.1368, 1, -0.447
0.2722, 0, -0.1134, 0.0907, -0.1906, -0.3572, 0.0985, 0.1285, -0.447, 1
