1, -0.1111, -0.1111, 0.281, 0.1667, 0.2566, -0.0534, -0.1345, 0.0135, 0.1562, -0.2, -0.2566, -0.1667, 0.0174, -0.1111, -0.0476, -0.0983, -0.1455, 0.1111, 0.2722, 0.0821, -0.1231, -0.1455, -0.0983, -0.1667
-0.1111, 1, 0.1111, -0.0312, -0.1667, 0.1216, -0.0534, 0.0576, 0.0135, 0.1562, -0.0667, -0.1216, -0.3056, -0.1562, -0.1111, -0.0476, -0.0983, -0.1455, 0.1111, -0.068, 0.0821, 0.0821, 0.0364, -0.0983, 0
-0.1111, 0.1111, 1, -0.0312, 0, -0.2837, 0.2135, 0.0576, 0.1486, -0.0174, -0.2, 0.1486, -0.0278, -0.1562, -0.1111, -0.0476, 0.1474, 0.0364, 0.3333, 0.2722, -0.1231, 0.0821, 0.0364, 0.1474, -0.1667
0.281, -0.0312, -0.0312, 1, 0.5385, -0.0038, -0.0712, 0.1781, -0.4706, -0.3462, -0.0937, -0.2808, -0.359, -0.1414, -0.0312, 0.2542, 0.0069, 0.2657, -0.0312, -0.1147, 0.0807, -0.0634, 0.0102, 0.0069, -0.0468
0.1667, -0.1667, 0, 0.5385, 1, 0.081, 0.1201, 0.3747, -0.081, -0.1562, -0.1, -0.1823, -0.3542, 0.1562, 0.3333, 0.2857, 0.2212, 0.4637, 0, -0.1021, 0.1231, -0.0308, 0.3273, 0.0369, 0
0.2566, 0.1216, -0.2837, -0.0038, 0.081, 1, -0.0065, 0.1238, 0.0673, 0.1877, -0.0405, -0.5074, 0.0473, 0.4451, -0.0135, -0.1216, 0.0478, -0.2609, -0.1486, -0.1737, 0.3093, -0.0648, 0.0707, 0.0478, -0.1216
-0.0534, -0.0534, 0.2135, -0.0712, 0.1201, -0.0065, 1, 0.1892, 0.2498, 0.1375, -0.5604, -0.3179, 0.1368, 0.3835, 0.0801, 0.1487, -0.1358, 0.1267, 0.0801, 0.2125, 0.0148, -0.1084, 0.0175, 0.1594, -0.1801
-0.1345, 0.0576, 0.0576, 0.1781, 0.3747, 0.1238, 0.1892, 1, -0.007, -0.261, 0.1729, -0.2406, -0.2978, 0.111, 0.2498, 0.3541, 0.0935, 0.1384, -0.1345, -0.0824, 0.7379, 0.2058, 0.2956, 0.0935, 0.0865
0.0135, 0.0135, 0.1486, -0.4706, -0.081, 0.0673, 0.2498, -0.007, 1, 0.3396, -0.2026, 0.0148, 0.0371, 0.3987, 0.1486, -0.1679, -0.1972, -0.2918, 0.0135, 0.1737, 0.0648, -0.0599, 0.2609, -0.0478, 0.1216
0.1562, 0.1562, -0.0174, -0.3462, -0.1562, 0.1877, 0.1375, -0.261, 0.3396, 1, -0.3644, -0.2932, -0.2429, -0.0515, -0.3644, 0.0669, -0.0537, -0.0795, -0.0174, 0.0956, -0.1474, -0.3076, -0.2215, -0.2456, -0.2863
