1, -0.0417, -0.0824, -0.068, -0.0602, -0.0292, 0.1893, -0.0754, -0.0754, -0.0292, -0.0292, -0.0292, NaN, -0.0292, 0.1531, NaN, NaN, NaN, -0.0754, -0.0292, -0.0516, -0.0754, -0.0417, NaN, NaN, NaN, NaN, -0.0292, -0.0292, NaN, -0.0292, -0.0292, -0.0292, -0.0602, 0.6999, -0.0417, -0.0292, -0.0292, NaN, NaN, 0.1961, NaN, NaN, -0.0417, -0.0754, NaN, 0.2303, -0.0754, -0.0292, -0.0292, -0.0417, -0.068, NaN, -0.0292, NaN, -0.0292, -0.0417, -0.0417, NaN, -0.0417, NaN, 0.4792, -0.0602, -0.0292, -0.0292, -0.0516, -0.1084, 0.316, -0.0292, -0.0292, 0.4792, NaN, NaN, -0.0754, NaN, -0.0292, NaN, -0.0891, NaN, 0.3782
-0.0417, 1, -0.0824, -0.068, -0.0602, -0.0292, 0.1893, -0.0754, -0.0754, 0.6999, -0.0292, -0.0292, NaN, -0.0292, -0.1021, NaN, NaN, NaN, -0.0754, -0.0292, -0.0516, 0.2387, -0.0417, NaN, NaN, NaN, NaN, -0.0292, -0.0292, NaN, -0.0292, -0.0292, -0.0292, -0.0602, -0.0292, -0.0417, 0.6999, -0.0292, NaN, NaN, -0.0082, NaN, NaN, -0.0417, 0.2387, NaN, -0.1809, -0.0754, 0.6999, 0.6999, 0.4792, -0.068, NaN, -0.0292, NaN, -0.0292, -0.0417, -0.0417, NaN, -0.0417, NaN, -0.0417, -0.0602, -0.0292, -0.0292, 0.3782, 0.138, -0.0602, -0.0292, -0.0292, -0.0417, NaN, NaN, -0.0754, NaN, 0.6999, NaN, -0.0891, NaN, -0.0516
-0.0824, -0.0824, 1, -0.1345, 0.0935, -0.0576, 0.1384, -0.149, -0.149, -0.0576, -0.0576, -0.0576, NaN, 0.3541, -0.2017, NaN, NaN, NaN, 0.0284, -0.0576, -0.1019, -0.149, -0.0824, NaN, NaN, NaN, NaN, -0.0576, -0.0576, NaN, -0.0576, -0.0576, -0.0576, 0.0935, -0.0576, -0.0824, -0.0576, 0.3541, NaN, NaN, -0.0738, NaN, NaN, -0.0824, 0.0284, NaN, -0.3576, 0.0284, -0.0576, -0.0576, -0.0824, -0.1345, NaN, -0.0576, NaN, -0.0576, 0.2118, 0.2118, NaN, -0.0824, NaN, -0.0824, -0.119, -0.0576, -0.0576, -0.1019, 0.4814, -0.119, 0.3541, -0.0576, 0.2118, NaN, NaN, 0.2058, NaN, -0.0576, NaN, -0.0189, NaN, -0.1019
-0.068, -0.068, -0.1345, 1, 0.1474, -0.0476, 0.0364, 0.0821, -0.1231, -0.0476, -0.0476, -0.0476, NaN, -0.0476, 0, NaN, NaN, NaN, -0.1231, 0.4286, 0.1965, 0.0821, 0.6124, NaN, NaN, NaN, NaN, -0.0476, -0.0476, NaN, 0.4286, -0.0476, -0.0476, -0.0983, -0.0476, 0.2722, -0.0476, -0.0476, NaN, NaN, 0.0534, NaN, NaN, -0.068, -0.1231, NaN, -0.2955, 0.2872, -0.0476, -0.0476, 0.2722, 0.1111, NaN, -0.0476, NaN, -0.0476, -0.068, 0.2722, NaN, 0.2722, NaN, -0.068, -0.0983, -0.0476, -0.0476, 0.4772, -0.0161, 0.1474, -0.0476, -0.0476, -0.068, NaN, NaN, -0.1231, NaN, -0.0476, NaN, -0.1455, NaN, -0.0842
-0.0602, -0.0602, 0.0935, 0.1474, 1, -0.0421, -0.1287, 0.118, 0.118, -0.0421, -0.0421, -0.0421, NaN, -0.0421, -0.1474, NaN, NaN, NaN, -0.1089, 0.4845, 0.2359, 0.118, -0.0602, NaN, NaN, NaN, NaN, -0.0421, -0.0421, NaN, -0.0421, -0.0421, -0.0421, -0.087, -0.0421, 0.316, -0.0421, -0.0421, NaN, NaN, -0.1594, NaN, NaN, -0.0602, -0.1089, NaN, -0.1129, 0.118, -0.0421, -0.0421, 0.316, -0.0983, NaN, -0.0421, NaN, -0.0421, -0.0602, 0.316, NaN, -0.0602, NaN, -0.0602, -0.087, -0.0421, -0.0421, 0.2359, 0.0214, -0.087, -0.0421, -0.0421, -0.0602, NaN, NaN, 0.118, NaN, -0.0421, NaN, 0.2735, NaN, -0.0745
-0.0292, -0.0292, -0.0576, -0.0476, -0.0421, 1, -0.0623, -0.0528, -0.0528, -0.0204, -0.0204, -0.0204, NaN, -0.0204, -0.0714, NaN, NaN, NaN, -0.0528, -0.0204, -0.0361, -0.0528, -0.0292, NaN, NaN, NaN, NaN, -0.0204, -0.0204, NaN, -0.0204, -0.0204, -0.0204, -0.0421, -0.0204, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.1487, NaN, NaN, -0.0292, -0.0528, NaN, 0.1612, -0.0528, -0.0204, -0.0204, -0.0292, -0.0476, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0292, NaN, -0.0292, NaN, -0.0292, -0.0421, -0.0204, -0.0204, -0.0361, -0.0759, -0.0421, -0.0204, -0.0204, -0.0292, NaN, NaN, -0.0528, NaN, -0.0204, NaN, -0.0623, NaN, -0.0361
0.1893, 0.1893, 0.1384, 0.0364, -0.1287, -0.0623, 1, 0.0067, -0.1612, -0.0623, -0.0623, -0.0623, NaN, -0.0623, -0.0818, NaN, NaN, NaN, -0.1612, -0.0623, -0.1103, 0.1746, -0.0891, NaN, NaN, NaN, NaN, -0.0623, -0.0623, NaN, 0.3273, -0.0623, -0.0623, -0.1287, -0.0623, -0.0891, 0.3273, -0.0623, NaN, NaN, 0.0917, NaN, NaN, -0.0891, -0.1612, NaN, -0.1671, 0.1746, 0.3273, 0.3273, -0.0891, 0.0364, NaN, 0.3273, NaN, -0.0623, -0.0891, -0.0891, NaN, -0.0891, NaN, 0.1893, -0.1287, -0.0623, -0.0623, 0.1195, 0.0316, 0.0724, 0.3273, -0.0623, -0.0891, NaN, NaN, -0.1612, NaN, 0.3273, NaN, -0.1905, NaN, 0.1195
-0.0754, -0.0754, -0.149, 0.0821, 0.118, -0.0528, 0.0067, 1, -0.1364, -0.0528, -0.0528, -0.0528, NaN, -0.0528, -0.1846, NaN, NaN, NaN, -0.1364, -0.0528, -0.0933, -0.1364, 0.2387, NaN, NaN, NaN, NaN, -0.0528, -0.0528, NaN, -0.0528, -0.0528, 0.3869, -0.1089, -0.0528, -0.0754, -0.0528, -0.0528, NaN, NaN, -0.0148, NaN, NaN, -0.0754, -0.1364, NaN, -0.0794, 0.4318, -0.0528, -0.0528, -0.0754, -0.1231, NaN, -0.0528, NaN, -0.0528, -0.0754, -0.0754, NaN, 0.5528, NaN, -0.0754, -0.1089, -0.0528, -0.0528, -0.0933, -0.1961, -0.1089, -0.0528, -0.0528, -0.0754, NaN, NaN, 0.2424, NaN, -0.0528, NaN, 0.0067, NaN, -0.0933
-0.0754, -0.0754, -0.149, -0.1231, 0.118, -0.0528, -0.1612, -0.1364, 1, -0.0528, -0.0528, 0.3869, NaN, -0.0528, -0.0308, NaN, NaN, NaN, -0.1364, -0.0528, -0.0933, 0.053, -0.0754, NaN, NaN, NaN, NaN, -0.0528, -0.0528, NaN, -0.0528, -0.0528, -0.0528, -0.1089, -0.0528, -0.0754, -0.0528, -0.0528, NaN, NaN, -0.0148, NaN, NaN, 0.2387, -0.1364, NaN, 0.2926, 0.053, -0.0528, -0.0528, -0.0754, 0.0821, NaN, -0.0528, NaN, -0.0528, -0.0754, -0.0754, NaN, -0.0754, NaN, -0.0754, -0.1089, 0.3869, -0.0528, -0.0933, -0.1961, -0.1089, -0.0528, 0.3869, -0.0754, NaN, NaN, 0.053, NaN, -0.0528, NaN, 0.3425, NaN, -0.0933
-0.0292, 0.6999, -0.0576, -0.0476, -0.0421, -0.0204, -0.0623, -0.0528, -0.0528, 1, -0.0204, -0.0204, NaN, -0.0204, -0.0714, NaN, NaN, NaN, -0.0528, -0.0204, -0.0361, 0.3869, -0.0292, NaN, NaN, NaN, NaN, -0.0204, -0.0204, NaN, -0.0204, -0.0204, -0.0204, -0.0421, -0.0204, -0.0292, -0.0204, -0.0204, NaN, NaN, -0.1487, NaN, NaN, -0.0292, 0.3869, NaN, -0.1266, -0.0528, -0.0204, -0.0204, 0.6999, -0.0476, NaN, -0.0204, NaN, -0.0204, -0.0292, -0.0292, NaN, -0.0292, NaN, -0.0292, -0.0421, -0.0204, -0.0204, 0.5654, -0.0759, -0.0421, -0.0204, -0.0204, -0.0292, NaN, NaN, -0.0528, NaN, -0.0204, NaN, -0.0623, NaN, -0.0361
