1, 0.101, 0.7399, 0.5102, 0.3306, -0.177, 0.0759, 0.138, NaN, -0.0724, 0.0025, -0.2821, -0.1342, 0.2496, -0.1655, -0.138, 0.2052, 0.1232, -0.1232, -0.1566, -0.0759, 0.0214, 0.1993, 0.5467
0.101, 1, -0.0052, -0.138, -0.3142, -0.1231, -0.3869, 0.1759, NaN, 0.0807, -0.173, -0.1961, -0.0933, -0.1364, -0.0475, 0.0754, -0.1487, -0.4678, -0.0128, -0.1089, -0.0528, -0.1089, 0.3448, 0.2424
0.7399, -0.0052, 1, 0.5206, 0.4157, -0.2392, 0.1025, 0.2413, NaN, -0.1068, 0.1033, -0.2793, -0.1813, 0.1247, -0.2793, -0.2844, 0.3413, 0.2264, -0.1165, -0.2117, -0.1025, -0.056, 0.0996, 0.3846
0.5102, -0.138, 0.5206, 1, 0.8176, 0.1868, 0.1487, -0.049, NaN, -0.0225, 0.3459, -0.0696, 0.2427, 0.2316, 0.0271, 0.0082, 0.5538, 0.0709, -0.1751, -0.1594, -0.1487, -0.0118, 0.1358, 0.2316
0.3306, -0.3142, 0.4157, 0.8176, 1, 0.2566, 0.1216, 0.0331, NaN, -0.0987, 0.4451, -0.0606, 0.2969, 0.3093, 0.135, 0.1737, 0.5437, 0.0823, -0.0823, -0.2509, -0.1216, -0.1016, -0.1016, 0.0599
-0.177, -0.1231, -0.2392, 0.1868, 0.2566, 1, 0.0476, -0.2722, NaN, 0.281, 0.5379, 0.4667, -0.0842, -0.1231, -0.177, 0.068, -0.1111, -0.0174, -0.1562, -0.0983, -0.0476, -0.0983, 0.1474, -0.1231
0.0759, -0.3869, 0.1025, 0.1487, 0.1216, 0.0476, 1, -0.1166, NaN, -0.2542, 0.0669, 0.0759, 0.0361, 0.0528, -0.269, -0.0292, 0.1071, -0.0669, 0.0669, 0.0421, 0.0204, 0.0421, 0.0421, 0.0528
0.138, 0.1759, 0.2413, -0.049, 0.0331, -0.2722, -0.1166, 1, NaN, 0.0765, -0.0425, -0.1577, 0.2063, 0.1759, 0.138, -0.1667, 0.2722, -0.2763, 0.0638, 0.0903, 0.1166, 0.0903, -0.0602, -0.0754
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0724, 0.0807, -0.1068, -0.0225, -0.0987, 0.281, -0.2542, 0.0765, NaN, 1, 0.2243, 0.719, -0.142, -0.2075, 0.1537, -0.1243, -0.2263, 0.2633, -0.2633, 0.3521, -0.0803, -0.1657, 0.3521, 0.2248
0.0025, -0.173, 0.1033, 0.3459, 0.4451, 0.5379, 0.0669, -0.0425, NaN, 0.2243, 1, 0.3795, 0.1008, 0.1474, -0.1232, -0.17, 0.0824, 0.084, -0.2195, -0.1382, -0.0669, -0.1382, 0.0537, -0.173
-0.2821, -0.1961, -0.2793, -0.0696, -0.0606, 0.4667, 0.0759, -0.1577, NaN, 0.719, 0.3795, 1, -0.1342, -0.1961, 0.1841, -0.138, -0.1971, 0.2488, -0.2488, 0.3773, -0.0759, -0.1566, 0.1993, -0.0475
-0.1342, -0.0933, -0.1813, 0.2427, 0.2969, -0.0842, 0.0361, 0.2063, NaN, -0.142, 0.1008, -0.1342, 1, 0.425, 0.4757, 0.0516, 0.3369, -0.5392, -0.1184, -0.0745, -0.0361, -0.0745, -0.0745, -0.0933
0.2496, -0.1364, 0.1247, 0.2316, 0.3093, -0.1231, 0.0528, 0.1759, NaN, -0.2075, 0.1474, -0.1961, 0.425, 1, 0.2496, 0.0754, 0.1077, -0.1474, -0.173, -0.1089, -0.0528, -0.1089, -0.1089, -0.1364
-0.1655, -0.0475, -0.2793, 0.0271, 0.135, -0.177, -0.269, 0.138, NaN, 0.1537, -0.1232, 0.1841, 0.4757, 0.2496, 1, 0.1084, 0.2052, -0.1282, 0.0025, 0.0214, -0.0759, 0.0214, -0.1566, -0.1961
-0.138, 0.0754, -0.2844, 0.0082, 0.1737, 0.068, -0.0292, -0.1667, NaN, -0.1243, -0.17, -0.138, 0.0516, 0.0754, 0.1084, 1, -0.0595, -0.0956, 0.0956, 0.0602, 0.0292, -0.316, 0.0602, 0.0754
0.2052, -0.1487, 0.3413, 0.5538, 0.5437, -0.1111, 0.1071, 0.2722, NaN, -0.2263, 0.0824, -0.1971, 0.3369, 0.1077, 0.2052, -0.0595, 1, -0.0824, 0.0824, -0.0676, -0.1071, 0.2396, 0.086, 0.1077
