1, -0.0642, 0.1089, 0.0393, 0.0898, -0.0401, -0.1847, -0.2332, -0.1411, -0.3137, -0.1802, -0.233, -0.1739, 0.1639, -0.1716, -0.0467, 0.2987, -0.0164, -0.2274, 0.0401, -0.289, -0.3137, 0.05, 0.2934, 0.1319, -0.0612, 0.1474, -0.3215, -0.1548, -0.4787, -0.3113, -0.0897, 0.1847, 0.1048, 0.1411, 0.1716, 0.2539, 0.2539, -0.0164, -0.1548, 0.3522, 0.2378, -0.2408, -0.2442, 0.2212, NaN, -0.0602, 0.1848, -0.0088, -0.5712, -0.4247, -0.0164, -0.2539, 0.4745, 0.1411, 0.0551, -0.035, 0.1802, 0.3641, 0.1811
-0.0642, 1, 0.1263, -0.03, 0.32, -0.0842, 0.1813, -0.0638, -0.3683, 0.2239, 0.1375, -0.0552, -0.0842, 0.2427, 0.0745, 0.1048, -0.1184, 0.0516, 0.0842, 0.0842, 0.1878, 0.0543, 0.03, -0.3492, 0.0361, -0.0243, -0.2063, 0.1019, -0.5654, 0.0742, 0.2063, -0.1498, -0.0036, 0.2908, 0.3683, -0.0745, 0.1195, -0.1103, 0.0516, 0.0361, -0.0243, -0.0742, -0.0842, 0.263, -0.0516, NaN, -0.1614, 0.0422, 0.1654, -0.0072, 0.2524, -0.0344, 0.1103, -0.1492, -0.1733, -0.1733, -0.3492, 0.0344, 0.1498, 0.1498
0.1089, 0.1263, 1, 0.0794, -0.0823, 0.1216, 0.012, -0.0444, -0.2849, -0.062, 0.0496, -0.186, -0.0135, -0.0746, -0.0478, 0.2716, -0.1877, -0.0331, -0.2566, 0.0135, 0.0243, 0.1012, 0.0108, 0.0398, 0.1216, -0.3323, -0.0331, -0.1238, -0.1679, 0.0065, -0.0496, -0.0425, -0.2686, -0.0444, 0.5455, 0.3465, -0.0398, 0.2918, -0.0331, 0.1216, 0.0017, -0.0065, -0.4863, -0.0065, 0.0331, NaN, -0.0371, 0.327, 0.115, -0.1981, 0.0911, -0.1158, -0.0707, 0.0818, -0.0625, 0.1112, -0.4023, 0.2812, 0.3196, 0.0425
0.0393, -0.03, 0.0794, 1, -0.0557, -0.0891, 0.1166, 0.1576, -0.2368, 0.0754, -0.1273, -0.1418, -0.2376, -0.51, 0.1445, 0.4862, 0.0603, -0.1273, 0.0891, -0.0594, -0.2406, 0.1651, -0.8016, -0.0292, -0.0891, 0.3047, -0.0364, -0.1232, 0.2291, 0.3816, 0.1273, -0.4428, -0.0226, -0.03, 0.2368, -0.1445, 0.1507, 0.2722, -0.1273, -0.0891, -0.4295, -0.3816, 0.1336, 0.1534, 0.1273, NaN, -0.0965, 0.1665, 0.3694, -0.0458, 0.2461, 0.2364, 0.2138, -0.3047, -0.4316, -0.4316, -0.1507, -0.2364, 0.3412, 0.2397
0.0898, 0.32, -0.0823, -0.0557, 1, 0.0174, 0.3363, 0.1008, -0.2366, 0.3104, -0.17, -0.1024, 0.1909, 0.1375, 0.1382, -0.0146, -0.084, -0.17, -0.0174, -0.3644, -0.2098, -0.1091, -0.0603, -0.2215, 0.0669, 0.2767, -0.2763, -0.111, -0.3049, 0.0333, 0.2763, -0.2777, 0.433, 0.32, 0.125, -0.1382, 0.3635, -0.0625, -0.17, 0.0669, -0.1523, -0.2417, -0.026, 0.1751, 0.17, NaN, 0.1345, -0.159, 0.0795, -0.0134, -0.0195, -0.0638, 0.2045, 0.1523, 0.0134, -0.0982, -0.2215, -0.1488, 0.2777, 0.0404
-0.0401, -0.0842, 0.1216, -0.0891, 0.0174, 1, 0.2392, 0.1965, -0.2001, 0.1612, 0, 0.1873, 0.3333, -0.0801, -0.1474, 0.2274, 0.0174, -0.2722, -0.1111, -0.1111, 0.0572, 0.1612, 0.0891, -0.2182, 0.0476, -0.1236, 0.2722, 0.1345, 0.0476, 0.0534, -0.1361, -0.1976, 0.0422, 0.1965, 0.2001, 0.3932, -0.1455, -0.1455, 0.068, 0.0476, -0.1236, -0.3203, -0.1667, 0.2135, -0.068, NaN, -0.3056, -0.0456, 0.2182, -0.0572, -0.1873, 0, -0.0364, -0.0137, -0.2287, 0.0572, 0.1455, -0.1361, 0.0456, -0.1064
-0.1847, 0.1813, 0.012, 0.1166, 0.3363, 0.2392, 1, 0.1813, -0.1303, 0.4695, -0.1896, 0.1898, 0.0985, -0.3516, -0.056, 0.3236, -0.3231, -0.1465, 0.183, -0.2392, -0.2317, 0.7247, -0.2106, -0.1981, -0.1025, 0.301, -0.7067, 0.1971, -0.1025, 0.578, 0.4481, -0.5371, 0.2478, 0.1813, -0.0507, 0.056, 0.0829, -0.1474, -0.1465, 0.199, -0.3949, -0.24, -0.2533, 0.5206, -0.0689, NaN, 0.1654, -0.1521, 0.4514, 0.0507, 0.3045, 0.3275, 0.0322, -0.3879, -0.3222, -0.4127, -0.1981, -0.2413, 0.3446, 0.4408
-0.2332, -0.0638, -0.0444, 0.1576, 0.1008, 0.1965, 0.1813, 1, -0.0072, -0.1154, 0.1375, 0.142, 0.4772, -0.0944, 0.0745, 0.1048, -0.1184, 0.0516, 0.0842, -0.1965, 0.0072, 0.0543, -0.1576, -0.3492, 0.0361, 0.1492, -0.0344, 0.1019, 0.0361, 0.2427, 0.2063, -0.1498, -0.0036, -0.0638, 0.0072, 0.2359, 0.1195, -0.1103, 0.0516, 0.0361, -0.1978, -0.0742, 0.1263, 0.0944, -0.0516, NaN, 0.1895, 0.0422, 0.1654, -0.0072, 0.0552, 0.1375, -0.1195, -0.1492, -0.1733, 0.0072, 0.1103, -0.3094, -0.0422, -0.4262
-0.1411, -0.3683, -0.2849, -0.2368, -0.2366, -0.2001, -0.1303, -0.0072, 1, -0.3489, 0.21, 0.3172, 0.0857, -0.0584, -0.2023, -0.2271, -0.3482, 0.2976, 0.0572, 0.0572, 0.011, 0.0829, 0.2368, 0.1684, -0.098, 0.0071, -0.14, -0.1532, 0.2082, 0.1133, 0.0525, 0.4066, 0.1303, -0.1878, -0.3566, 0.0443, -0.1684, 0.0655, 0.2976, 0.2082, 0.0954, 0.1442, 0.4073, -0.1991, 0.14, NaN, 0.2894, -0.2776, -0.4491, 0.2647, -0.1165, 0.3851, -0.2994, -0.0954, 0.3787, 0.1949, 0.4023, -0.21, -0.4066, -0.1134
-0.3137, 0.2239, -0.062, 0.0754, 0.3104, 0.1612, 0.4695, -0.1154, -0.3489, 1, -0.1809, -0.0264, -0.1074, -0.2065, 0.1842, 0.2522, -0.1091, -0.1809, 0.1074, -0.2955, -0.1693, 0.2695, -0.1651, -0.277, -0.1266, 0.1959, -0.1809, 0.1068, -0.1266, 0.2774, 0.2632, -0.3013, 0.1259, 0.0543, 0.0035, -0.1842, -0.0528, -0.1627, -0.1809, 0.1612, -0.3852, -0.2774, -0.0403, 0.2065, -0.0247, NaN, -0.1612, 0.0661, 0.2989, 0.1693, 0.1208, -0.0164, 0.4924, -0.1959, -0.342, -0.4284, -0.1671, -0.148, 0.2094, 0.3931
