1, -0.2521, 0.0196, -0.0496, -0.0969, 0.2976, -0.0398, -0.0017, 0.1503, -0.1936, -0.0975, 0.1216, -0.1089, -0.1823, 0.2521
-0.2521, 1, -0.1129, 0.2019, -0.0818, 0.0215, 0.0045, 0.0662, -0.2293, 0.247, -0.3949, -0.0996, 0.0215, -0.3914, -0.1511
0.0196, -0.1129, 1, -0.3125, 0.062, -0.0097, 0.277, -0.4449, -0.0571, 0.1208, 0.0408, 0.2451, -0.1714, -0.141, 0.3619
-0.0496, 0.2019, -0.3125, 1, 0.1323, -0.344, -0.2004, 0.3701, -0.1336, 0.1721, -0.4481, -0.2381, -0.2621, 0, -0.1178
-0.0969, -0.0818, 0.062, 0.1323, 1, -0.135, -0.1813, 0.2521, -0.1503, -0.0911, 0.012, -0.1216, -0.2163, 0.081, -0.1686
0.2976, 0.0215, -0.0097, -0.344, -0.135, 1, 0.1839, -0.2265, -0.0744, 0.0489, -0.0152, 0.0234, 0.1143, -0.1605, 0.0612
-0.0398, 0.0045, 0.277, -0.2004, -0.1813, 0.1839, 1, -0.2203, -0.256, 0.0102, 0.0322, 0.1273, -0.035, -0.1909, 0.2203
-0.0017, 0.0662, -0.4449, 0.3701, 0.2521, -0.2265, -0.2203, 1, -0.2293, -0.0425, 0.04, -0.0996, 0.1042, 0.0206, -0.1511
0.1503, -0.2293, -0.0571, -0.1336, -0.1503, -0.0744, -0.256, -0.2293, 1, -0.138, -0.0322, -0.1273, 0.035, 0.1909, -0.1079
-0.1936, 0.247, 0.1208, 0.1721, -0.0911, 0.0489, 0.0102, -0.0425, -0.138, 1, -0.2056, -0.1288, -0.4209, -0.3044, -0.054
-0.0975, -0.3949, 0.0408, -0.4481, 0.012, -0.0152, 0.0322, 0.04, -0.0322, -0.2056, 1, -0.0106, 0.0695, 0.3589, 0.2209
0.1216, -0.0996, 0.2451, -0.2381, -0.1216, 0.0234, 0.1273, -0.0996, -0.1273, -0.1288, -0.0106, 1, 0.107, -0.25, 0.0137
-0.1089, 0.0215, -0.1714, -0.2621, -0.2163, 0.1143, -0.035, 0.1042, 0.035, -0.4209, 0.0695, 0.107, 1, 0.2408, -0.1868
-0.1823, -0.3914, -0.141, 0, 0.081, -0.1605, -0.1909, 0.0206, 0.1909, -0.3044, 0.3589, -0.25, 0.2408, 1, -0.1236
0.2521, -0.1511, 0.3619, -0.1178, -0.1686, 0.0612, 0.2203, -0.1511, -0.1079, -0.054, 0.2209, 0.0137, -0.1868, -0.1236, 1
