1, -0.1349, -0.1317, -0.2368, -0.135, 0.1317, 0.1913, 0.0823, -0.179, 0.1494
-0.1349, 1, -0.1596, -0.2519, 0.0018, -0.1254, 0.1381, 0.0404, -0.0499, 0.1349
-0.1317, -0.1596, 1, 0.2202, 0.0602, -0.1319, -0.0965, -0.0824, -0.1216, -0.206
-0.2368, -0.2519, 0.2202, 1, 0.5655, -0.387, -0.2033, -0.1375, -0.0065, -0.0065
-0.135, 0.0018, 0.0602, 0.5655, 1, -0.2274, -0.3074, -0.1943, -0.0276, -0.0276
0.1317, -0.1254, -0.1319, -0.387, -0.2274, 1, 0.0037, -0.3514, -0.1317, -0.0473
0.1913, 0.1381, -0.0965, -0.2033, -0.3074, 0.0037, 1, 0.0603, -0.1011, -0.0108
0.0823, 0.0404, -0.0824, -0.1375, -0.1943, -0.3514, 0.0603, 1, 0.2342, 0.0232
-0.179, -0.0499, -0.1216, -0.0065, -0.0276, -0.1317, -0.1011, 0.2342, 1, -0.3957
0.1494, 0.1349, -0.206, -0.0065, -0.0276, -0.0473, -0.0108, 0.0232, -0.3957, 1
