1, -0.3272, 0.3136, -0.0398, -0.2328, 0.2904, -0.0265, -0.0196, -0.4253, 0.2315
-0.3272, 1, -0.2034, 0.0476, 0.2845, -0.0546, -0.1429, -0.0352, 0.2388, -0.4687
0.3136, -0.2034, 1, 0.0398, 0.0372, 0.1317, -0.4156, 0.1829, -0.5599, -0.2315
-0.0398, 0.0476, 0.0398, 1, -0.0316, 0.0136, -0.0476, -0.0571, 0.0398, -0.1813
-0.2328, 0.2845, 0.0372, -0.0316, 1, -0.4064, -0.0737, -0.1128, 0.0372, -0.2563
0.2904, -0.0546, 0.1317, 0.0136, -0.4064, 1, 0.1455, 0.0907, -0.206, 0.0473
-0.0265, -0.1429, -0.4156, -0.0476, -0.0737, 0.1455, 1, -0.1407, 0.2034, 0.2918
-0.0196, -0.0352, 0.1829, -0.0571, -0.1128, 0.0907, -0.1407, 1, -0.3069, -0.3069
-0.4253, 0.2388, -0.5599, 0.0398, 0.0372, -0.206, 0.2034, -0.3069, 1, 0.0969
0.2315, -0.4687, -0.2315, -0.1813, -0.2563, 0.0473, 0.2918, -0.3069, 0.0969, 1
