1, 0.3055, -0.2, 0.1368, 0.2006, -0.0842, 0.0842, -0.2526, 0, -0.0842, 0.2526, -0.1448, -0.206, -0.2, 0.2, -0.0422, 0, -0.0842, -0.0422, 0.2111, 0, 0.0576, 0, -0.2462, 0.0842
0.3055, 1, -0.2182, 0.2089, 0.4291, 0.0184, -0.1654, -0.1654, -0.0322, 0.0184, -0.1654, -0.0316, 0.1169, 0.0727, 0.2182, -0.0092, -0.0891, -0.2021, 0.0829, 0.2856, -0.193, -0.0126, 0.0891, -0.1074, 0.0184
-0.2, -0.2182, 1, -0.0684, -0.0401, -0.1263, 0.2948, 0.0842, 0.2212, -0.1263, -0.1263, 0.338, 0.3296, -0.1667, -0.1667, -0.0422, -0.2041, -0.0842, -0.0422, -0.38, 0.2212, 0.0865, -0.1021, 0.4308, 0.2948
0.1368, 0.2089, -0.0684, 1, -0.1848, -0.1498, 0.2342, 0.0422, 0.3294, -0.1498, 0.2342, -0.3148, -0.0883, -0.0456, -0.0456, -0.2329, 0.2978, -0.0422, -0.1367, 0.0404, -0.0067, 0.0237, -0.121, -0.0786, 0.2342
0.2006, 0.4291, -0.0401, -0.1848, 1, 0.0642, -0.1048, 0.0642, -0.0237, 0.0642, -0.1048, 0.2964, 0.1439, 0.1739, 0.3077, 0.1542, -0.0164, -0.0642, 0.0695, 0.0152, -0.1716, -0.2059, -0.0164, -0.1531, -0.2737
-0.0842, 0.0184, -0.1263, -0.1498, 0.0642, 1, -0.0638, -0.0638, -0.0745, 0.2908, -0.0638, 0.2724, 0.1492, -0.0842, -0.0842, -0.1813, -0.1375, -0.2908, 0.1742, 0.0036, -0.0745, -0.1019, -0.0516, -0.0933, -0.0638
0.0842, -0.1654, 0.2948, 0.2342, -0.1048, -0.0638, 1, -0.0638, 0.2359, -0.0638, 0.2908, -0.1342, -0.0243, -0.0842, -0.0842, -0.1813, 0.0344, -0.2908, 0.1742, -0.1742, 0.2359, 0.1408, -0.0516, -0.0933, 0.2908
-0.2526, -0.1654, 0.0842, 0.0422, 0.0642, -0.0638, -0.0638, 1, -0.0745, -0.0638, -0.0638, 0.0691, -0.0243, -0.0842, 0.1965, -0.0036, 0.0344, 0.0638, -0.0036, 0.0036, -0.0745, -0.1019, -0.0516, 0.1659, -0.0638
0, -0.0322, 0.2212, 0.3294, -0.0237, -0.0745, 0.2359, -0.0745, 1, -0.0745, -0.0745, 0.0214, 0.0729, -0.0983, 0.1474, 0.0996, -0.0602, -0.2359, 0.0996, -0.2552, 0.1848, 0.0935, -0.0602, -0.1089, 0.2359
-0.0842, 0.0184, -0.1263, -0.1498, 0.0642, 0.2908, -0.0638, -0.0638, -0.0745, 1, -0.0638, 0.0691, 0.1492, 0.1965, -0.0842, -0.1813, -0.1375, -0.2908, -0.0036, 0.1813, 0.2359, -0.1019, -0.0516, -0.0933, -0.0638
0.2526, -0.1654, -0.1263, 0.2342, -0.1048, -0.0638, 0.2908, -0.0638, -0.0745, -0.0638, 1, 0.0691, -0.0243, -0.0842, 0.1965, -0.0036, 0.0344, 0.0638, -0.1813, -0.1742, -0.0745, 0.1408, -0.0516, -0.0933, -0.0638
-0.1448, -0.0316, 0.338, -0.3148, 0.2964, 0.2724, -0.1342, 0.0691, 0.0214, 0.0691, 0.0691, 1, 0.5789, -0.177, 0.1448, 0.2303, -0.3548, -0.0691, -0.2793, -0.3323, 0.0214, -0.0751, -0.1084, 0.2496, -0.1342
-0.206, 0.1169, 0.3296, -0.0883, 0.1439, 0.1492, -0.0243, -0.0243, 0.0729, 0.1492, -0.0243, 0.5789, 1, 0.1511, 0.0137, 0.047, -0.3701, -0.3227, -0.127, -0.3079, 0.2248, 0.1591, -0.1598, 0.2181, 0.3227
-0.2, 0.0727, -0.1667, -0.0456, 0.1739, -0.0842, -0.0842, -0.0842, -0.0983, 0.1965, -0.0842, -0.177, 0.1511, 1, -0.1111, 0.0422, 0, -0.1965, 0.183, 0.0985, 0.1474, 0.0576, 0.2722, -0.1231, -0.0842
0.2, 0.2182, -0.1667, -0.0456, 0.3077, -0.0842, -0.0842, 0.1965, 0.1474, -0.0842, 0.1965, 0.1448, 0.0137, -0.1111, 1, 0.3237, 0.1361, 0.0842, 0.183, -0.0422, -0.0983, 0.0576, -0.068, -0.1231, -0.0842
-0.0422, -0.0092, -0.0422, -0.2329, 0.1542, -0.1813, -0.1813, -0.0036, 0.0996, -0.1813, -0.0036, 0.2303, 0.047, 0.0422, 0.3237, 1, -0.1034, 0.1813, 0.0196, -0.0196, 0.0996, -0.0462, -0.1465, -0.1351, -0.1813
0, -0.0891, -0.2041, 0.2978, -0.0164, -0.1375, 0.0344, 0.0344, -0.0602, -0.1375, 0.0344, -0.3548, -0.3701, 0, 0.1361, -0.1034, 1, 0.3094, 0.0689, 0.1896, -0.2107, -0.3765, -0.25, 0.0503, -0.3094
-0.0842, -0.2021, -0.0842, -0.0422, -0.0642, -0.2908, -0.2908, 0.0638, -0.2359, -0.2908, 0.0638, -0.0691, -0.3227, -0.1965, 0.0842, 0.1813, 0.3094, 1, -0.352, -0.0036, -0.2359, -0.1408, 0.0516, 0.0933, -0.2908
-0.0422, 0.0829, -0.0422, -0.1367, 0.0695, 0.1742, 0.1742, -0.0036, 0.0996, -0.0036, -0.1813, -0.2793, -0.127, 0.183, 0.183, 0.0196, 0.0689, -0.352, 1, -0.0196, 0.0996, -0.0462, -0.1465, -0.1351, 0.1742
