1, -0.1263, -0.1263, -0.1846, -0.1846, -0.1021, 0, -0.3425, -0.0308, -0.1474, -0.1667, 0.2857, 0.0842, -0.1474, 0, -0.2343, -0.1021, 0.277, -0.1021, 0, 0.1667, -0.2343, 0.1531, 0.3333, 0.0842, -0.0714, 0.0369, -0.0684, -0.0714, -0.0714, -0.1474, 0.25, 0.0842, 0.25, 0, -0.0308, -0.0714, -0.0714, -0.1667, 0.1531
-0.1263, 1, -0.0638, -0.0933, 0.1659, -0.0516, 0.1965, 0.1154, -0.0933, -0.0745, -0.0842, -0.0361, -0.0638, 0.5463, 0.1965, -0.1184, -0.0516, -0.0933, 0.3782, -0.0842, -0.0842, -0.1184, -0.0516, -0.0842, 0.2908, -0.0361, -0.0745, -0.1498, -0.0361, -0.0361, -0.0745, 0.2948, -0.0638, 0.2948, -0.0842, -0.0933, -0.0361, -0.0361, -0.0842, -0.0516
-0.1263, -0.0638, 1, -0.0933, -0.0933, -0.0516, -0.0842, -0.0543, 0.425, -0.0745, -0.0842, -0.0361, -0.0638, -0.0745, 0.1965, -0.1184, -0.0516, -0.0933, -0.0516, -0.0842, -0.0842, -0.1184, 0.3782, 0.1965, -0.0638, -0.0361, -0.0745, 0.0422, -0.0361, -0.0361, 0.2359, -0.1263, -0.0638, -0.1263, -0.0842, -0.0933, -0.0361, -0.0361, 0.1965, -0.0516
-0.1846, -0.0933, -0.0933, 1, -0.1364, -0.0754, -0.1231, -0.3273, 0.2424, -0.1089, -0.1231, -0.0528, -0.0933, -0.1089, -0.1231, -0.173, -0.0754, 0.053, -0.0754, -0.1231, 0.2872, 0.4678, -0.0754, -0.1231, -0.0933, -0.0528, -0.1089, 0.202, -0.0528, -0.0528, -0.1089, -0.0308, -0.0933, -0.0308, -0.1231, -0.1364, -0.0528, -0.0528, 0.0821, -0.0754
-0.1846, 0.1659, -0.0933, -0.1364, 1, 0.2387, 0.2872, -0.2033, -0.1364, 0.3448, -0.1231, -0.0528, -0.0933, 0.118, -0.1231, 0.1474, 0.2387, 0.053, -0.0754, 0.0821, -0.1231, -0.173, -0.0754, -0.1231, 0.1659, 0.3869, -0.1089, 0.202, 0.3869, -0.0528, 0.118, -0.0308, -0.0933, 0.277, 0.0821, -0.1364, -0.0528, 0.3869, -0.1231, -0.0754
-0.1021, -0.0516, -0.0516, -0.0754, 0.2387, 1, -0.068, 0.0247, -0.0754, 0.316, -0.068, -0.0292, -0.0516, 0.316, -0.068, -0.0956, -0.0417, -0.0754, 0.4792, 0.2722, -0.068, -0.0956, -0.0417, -0.068, -0.0516, -0.0292, -0.0602, 0.1117, -0.0292, -0.0292, -0.0602, -0.1021, -0.0516, -0.1021, -0.068, -0.0754, -0.0292, -0.0292, 0.2722, -0.0417
0, 0.1965, -0.0842, -0.1231, 0.2872, -0.068, 1, -0.2955, -0.1231, 0.1474, -0.1111, -0.0476, -0.0842, 0.1474, 0.3333, 0.0174, 0.2722, 0.2872, 0.2722, -0.1111, -0.1111, -0.1562, 0.2722, -0.1111, 0.1965, -0.0476, -0.0983, -0.0456, -0.0476, -0.0476, -0.0983, 0, -0.0842, 0.3333, 0.1111, -0.1231, -0.0476, -0.0476, -0.1111, -0.068
-0.3425, 0.1154, -0.0543, -0.3273, -0.2033, 0.0247, -0.2955, 1, -0.2033, 0.0356, 0.2417, -0.1266, 0.285, 0.1842, -0.1612, 0.2139, 0.0247, -0.3273, 0.0247, 0.2417, -0.2955, -0.1007, -0.1809, -0.2955, -0.2239, -0.1266, 0.1842, -0.0661, -0.1266, 0.1612, -0.1129, 0.0604, 0.1154, -0.3425, -0.1612, 0.2926, 0.1612, -0.1266, 0.2417, 0.0247
-0.0308, -0.0933, 0.425, 0.2424, -0.1364, -0.0754, -0.1231, -0.2033, 1, -0.1089, -0.1231, -0.0528, -0.0933, -0.1089, 0.0821, -0.173, -0.0754, 0.2424, -0.0754, -0.1231, -0.1231, -0.173, 0.2387, 0.2872, -0.0933, -0.0528, -0.1089, -0.0786, -0.0528, -0.0528, 0.118, -0.0308, -0.0933, 0.1231, -0.1231, -0.1364, -0.0528, -0.0528, 0.0821, 0.2387
-0.1474, -0.0745, -0.0745, -0.1089, 0.3448, 0.316, 0.1474, 0.0356, -0.1089, 1, 0.1474, -0.0421, -0.0745, -0.087, -0.0983, 0.0537, -0.0602, 0.118, -0.0602, 0.1474, -0.0983, -0.1382, -0.0602, -0.0983, -0.0745, -0.0421, 0.1848, 0.1613, -0.0421, -0.0421, 0.1848, 0.0369, 0.5463, -0.1474, 0.1474, 0.118, -0.0421, -0.0421, -0.0983, -0.0602
-0.1667, -0.0842, -0.0842, -0.1231, -0.1231, -0.068, -0.1111, 0.2417, -0.1231, 0.1474, 1, -0.0476, 0.1965, -0.0983, -0.1111, 0.1909, -0.068, -0.1231, -0.068, -0.1111, -0.1111, -0.1562, -0.068, 0.1111, -0.0842, -0.0476, 0.3932, -0.0456, -0.0476, 0.4286, 0.3932, 0, 0.1965, -0.1667, 0.1111, 0.0821, 0.4286, -0.0476, -0.1111, -0.068
0.2857, -0.0361, -0.0361, -0.0528, -0.0528, -0.0292, -0.0476, -0.1266, -0.0528, -0.0421, -0.0476, 1, -0.0361, -0.0421, -0.0476, -0.0669, -0.0292, -0.0528, -0.0292, -0.0476, -0.0476, -0.0669, -0.0292, -0.0476, -0.0361, -0.0204, -0.0421, -0.0847, -0.0204, -0.0204, -0.0421, 0.2857, -0.0361, 0.2857, -0.0476, -0.0528, -0.0204, -0.0204, -0.0476, 0.6999
0.0842, -0.0638, -0.0638, -0.0933, -0.0933, -0.0516, -0.0842, 0.285, -0.0933, -0.0745, 0.1965, -0.0361, 1, -0.0745, 0.1965, -0.1184, -0.0516, -0.0933, -0.0516, 0.4772, -0.0842, 0.1008, -0.0516, -0.0842, -0.0638, -0.0361, -0.0745, 0.4262, -0.0361, -0.0361, -0.0745, -0.1263, -0.0638, -0.1263, -0.0842, -0.0933, -0.0361, -0.0361, -0.0842, -0.0516
-0.1474, 0.5463, -0.0745, -0.1089, 0.118, 0.316, 0.1474, 0.1842, -0.1089, -0.087, -0.0983, -0.0421, -0.0745, 1, 0.1474, -0.1382, -0.0602, -0.1089, 0.6922, -0.0983, -0.0983, 0.0537, -0.0602, -0.0983, 0.2359, -0.0421, -0.087, -0.0067, -0.0421, -0.0421, -0.087, 0.0369, -0.0745, 0.2212, -0.0983, -0.1089, -0.0421, -0.0421, 0.1474, -0.0602
0, 0.1965, 0.1965, -0.1231, -0.1231, -0.068, 0.3333, -0.1612, 0.0821, -0.0983, -0.1111, -0.0476, 0.1965, 0.1474, 1, -0.1562, -0.068, 0.0821, 0.2722, 0.1111, -0.1111, 0.0174, -0.068, -0.1111, 0.4772, -0.0476, -0.0983, 0.1064, -0.0476, -0.0476, 0.1474, -0.1667, -0.0842, 0.1667, 0.1111, -0.1231, -0.0476, -0.0476, -0.1111, -0.068
-0.2343, -0.1184, -0.1184, -0.173, 0.1474, -0.0956, 0.0174, 0.2139, -0.173, 0.0537, 0.1909, -0.0669, -0.1184, -0.1382, -0.1562, 1, 0.17, -0.0128, -0.0956, 0.1909, -0.1562, -0.2195, -0.0956, 0.0174, -0.1184, -0.0669, -0.1382, 0.0783, 0.3049, 0.3049, 0.0537, -0.1041, -0.1184, -0.1041, -0.1562, 0.4678, -0.0669, -0.0669, -0.1562, -0.0956
-0.1021, -0.0516, -0.0516, -0.0754, 0.2387, -0.0417, 0.2722, 0.0247, -0.0754, -0.0602, -0.068, -0.0292, -0.0516, -0.0602, -0.068, 0.17, 1, -0.0754, -0.0417, -0.068, -0.068, -0.0956, -0.0417, -0.068, -0.0516, -0.0292, -0.0602, -0.121, -0.0292, -0.0292, -0.0602, -0.1021, -0.0516, 0.1531, 0.2722, 0.2387, -0.0292, -0.0292, -0.068, -0.0417
0.277, -0.0933, -0.0933, 0.053, 0.053, -0.0754, 0.2872, -0.3273, 0.2424, 0.118, -0.1231, -0.0528, -0.0933, -0.1089, 0.0821, -0.0128, -0.0754, 1, -0.0754, -0.1231, -0.1231, -0.173, -0.0754, 0.4924, -0.0933, -0.0528, -0.1089, -0.0786, -0.0528, -0.0528, -0.1089, -0.0308, -0.0933, 0.277, -0.1231, -0.1364, -0.0528, -0.0528, -0.1231, -0.0754
