1, 0.2668, 0.1249, 0.0102, -0.1639, 0.1781, -0.2263, 0.0161, 0.1165, -0.1639
0.2668, 1, -0.0161, -0.1001, 0.0966, 0.064, 0.004, 0.0497, -0.1573, 0.338
0.1249, -0.0161, 1, 0.0364, 0.1667, -0.1345, 0.3056, 0.343, 0.2001, 0.1667
0.0102, -0.1001, 0.0364, 1, 0.0546, -0.1761, -0.1, -0.0655, -0.0655, -0.0818
-0.1639, 0.0966, 0.1667, 0.0546, 1, 0.0865, 0.1458, 0.1929, -0.1286, -0.125
0.1781, 0.064, -0.1345, -0.1761, 0.0865, 1, -0.3026, -0.1532, 0.0939, -0.0576
-0.2263, 0.004, 0.3056, -0.1, 0.1458, -0.3026, 1, 0.2001, 0.1108, 0.3542
0.0161, 0.0497, 0.343, -0.0655, 0.1929, -0.1532, 0.2001, 1, -0.1029, -0.0214
0.1165, -0.1573, 0.2001, -0.0655, -0.1286, 0.0939, 0.1108, -0.1029, 1, 0.0857
-0.1639, 0.338, 0.1667, -0.0818, -0.125, -0.0576, 0.3542, -0.0214, 0.0857, 1
