1, 0.119, -0.1569, 0.039, -0.2415, 0.1232, 0.2768, 0.3188, 0.1132, 0.2266, -0.0902, 0.0404, -0.0902, -0.0415, -0.1412
0.119, 1, -0.1594, 0.2456, -0.1842, -0.1839, -0.0443, 0.056, -0.1287, 0.0478, -0.1242, -0.2248, -0.1242, -0.1594, 0.3612
-0.1569, -0.1594, 1, -0.1751, -0.1258, 0.3317, -0.1991, -0.0135, -0.1922, -0.1557, 0.1639, -0.0099, -0.0771, 0.1186, -0.1144
0.039, 0.2456, -0.1751, 1, -0.1091, -0.0603, 0.125, -0.1033, -0.0341, 0.1287, -0.1191, -0.4912, -0.0146, -0.0709, 0.255
-0.2415, -0.1842, -0.1258, -0.1091, 1, 0.1041, -0.0829, -0.2109, -0.0528, 0.1012, 0.0905, -0.1129, 0.0905, -0.2871, -0.2632
0.1232, -0.1839, 0.3317, -0.0603, 0.1041, 1, 0.0497, 0.1655, -0.2722, -0.1697, 0.05, -0.1542, -0.0393, 0.1534, -0.2364
0.2768, -0.0443, -0.1991, 0.125, -0.0829, 0.0497, 1, 0.0398, 0.0748, -0.0625, -0.117, 0.0954, 0.2271, -0.0275, 0.0525
0.3188, 0.056, -0.0135, -0.1033, -0.2109, 0.1655, 0.0398, 1, -0.0092, 0.012, -0.0152, 0.047, 0.0695, -0.1825, -0.0172
0.1132, -0.1287, -0.1922, -0.0341, -0.0528, -0.2722, 0.0748, -0.0092, 1, 0.3802, -0.359, -0.0629, -0.0088, -0.0175, 0.0891
0.2266, 0.0478, -0.1557, 0.1287, 0.1012, -0.1697, -0.0625, 0.012, 0.3802, 1, -0.2976, -0.0017, 0.1089, -0.3179, -0.0331
-0.0902, -0.1242, 0.1639, -0.1191, 0.0905, 0.05, -0.117, -0.0152, -0.359, -0.2976, 1, 0.3092, -0.1272, -0.0771, -0.1802
0.0404, -0.2248, -0.0099, -0.4912, -0.1129, -0.1542, 0.0954, 0.047, -0.0629, -0.0017, 0.3092, 1, 0.1439, -0.0099, -0.286
-0.0902, -0.1242, -0.0771, -0.0146, 0.0905, -0.0393, 0.2271, 0.0695, -0.0088, 0.1089, -0.1272, 0.1439, 1, 0.0032, -0.0983
-0.0415, -0.1594, 0.1186, -0.0709, -0.2871, 0.1534, -0.0275, -0.1825, -0.0175, -0.3179, -0.0771, -0.0099, 0.0032, 1, 0.1307
-0.1412, 0.3612, -0.1144, 0.255, -0.2632, -0.2364, 0.0525, -0.0172, 0.0891, -0.0331, -0.1802, -0.286, -0.0983, 0.1307, 1
