1, 0, -0.0412, -0.1267, -0.0436, 0.12, -0.1236, -0.3203, 0.2006, 0, 0.1216, -0.3647, -0.04, -0.0816, -0.0816, -0.1667, -0.0857, -0.1601, 0.206, -0.1216, -0.0401, -0.0816, 0.1216, 0.0405, -0.0412
0, 1, 0.3028, 0.0172, -0.3563, -0.2449, 0.0336, -0.0327, 0.1802, 0.0987, -0.0496, 0.1158, 0.2449, -0.0833, -0.3333, 0.017, 0.2976, -0.1307, 0.0505, 0.0496, -0.2621, 0.0833, 0.0496, -0.1985, -0.2187
-0.0412, 0.3028, 1, 0.04, -0.1169, -0.206, 0.1036, -0.0099, 0.1042, -0.2191, -0.1653, -0.0818, 0.1236, -0.1178, -0.286, -0.1579, 0.1696, -0.0726, 0.0662, -0.0852, -0.0215, -0.1346, -0.0852, -0.1686, -0.0662
-0.1267, 0.0172, 0.04, 1, 0.1751, 0.0422, -0.127, -0.24, -0.1, -0.2109, 0.2686, 0.1831, 0.1267, 0.1034, 0.0172, 0.1865, 0.0398, 0.24, 0.127, -0.0975, -0.0695, 0.0689, -0.012, -0.0975, -0.127
-0.0436, -0.3563, -0.1169, 0.1751, 1, 0.2182, 0.027, 0.1048, -0.0088, -0.1407, 0.115, 0.0265, -0.0436, 0.2673, 0.0891, 0.0364, -0.0187, 0.332, 0.3327, -0.115, 0.1839, -0.1782, 0.0619, 0.0619, 0.1169
0.12, -0.2449, -0.206, 0.0422, 0.2182, 1, -0.1236, 0.0801, -0.0401, 0.2417, 0.1216, -0.2026, 0.12, 0.1633, 0.1633, 0.1667, -0.1715, -0.0801, -0.0412, -0.1216, -0.2006, 0.3266, -0.0405, 0.2026, -0.0412
-0.1236, 0.0336, 0.1036, -0.127, 0.027, -0.1236, 1, 0.0924, -0.1042, -0.1129, -0.3356, -0.0017, 0.2884, -0.1346, 0.0336, 0.2438, 0.0954, -0.2573, -0.0662, -0.1653, -0.1439, 0.1346, 0.0017, -0.1653, 0.1511
-0.3203, -0.0327, -0.0099, -0.24, 0.1048, 0.0801, 0.0924, 1, -0.1639, 0.1258, -0.0876, 0.3991, 0.0801, -0.0327, 0.2125, -0.3036, 0.0275, -0.1186, -0.1748, 0.0065, 0.1639, 0.1961, -0.0746, 0.0876, 0.2573
0.2006, 0.1802, 0.1042, -0.1, -0.0088, -0.0401, -0.1042, -0.1639, 1, 0.0905, 0.2716, -0.3789, -0.1204, -0.3113, -0.0655, -0.107, 0.0551, 0.1639, 0.1868, -0.2716, -0.2754, -0.2621, 0.2976, 0.135, 0.1439
0, 0.0987, -0.2191, -0.2109, -0.1407, 0.2417, -0.1129, 0.1258, 0.0905, 1, 0.0196, -0.062, 0.1612, -0.148, -0.148, -0.1746, -0.0829, -0.1258, -0.2191, 0.062, -0.3331, 0.0658, 0.3069, -0.1829, 0.0531
0.1216, -0.0496, -0.1653, 0.2686, 0.115, 0.1216, -0.3356, -0.0876, 0.2716, 0.0196, 1, 0.0148, 0.0405, -0.0496, 0.1985, -0.1317, -0.41, 0.0876, 0.0017, -0.2611, 0.0537, -0.0331, 0.1494, 0.1494, -0.0852
-0.3647, 0.1158, -0.0818, 0.1831, 0.0265, -0.2026, -0.0017, 0.3991, -0.3789, -0.062, 0.0148, 1, 0.0405, 0.1158, -0.0496, -0.1317, 0.1112, 0.1687, 0.0017, 0.3136, 0.2163, 0.0496, -0.179, -0.0969, 0.0818
-0.04, 0.2449, 0.1236, 0.1267, -0.0436, 0.12, 0.2884, 0.0801, -0.1204, 0.1612, 0.0405, 0.0405, 1, -0.1633, 0.0816, 0, -0.0857, -0.2402, -0.0412, -0.0405, -0.2809, 0.0816, 0.0405, -0.1216, -0.0412
-0.0816, -0.0833, -0.1178, 0.1034, 0.2673, 0.1633, -0.1346, -0.0327, -0.3113, -0.148, -0.0496, 0.1158, -0.1633, 1, -0.0833, 0.1021, 0.1225, 0.1144, 0.2187, 0.1323, 0.0655, 0, -0.1985, 0.1323, -0.2187
-0.0816, -0.3333, -0.286, 0.0172, 0.0891, 0.1633, 0.0336, 0.2125, -0.0655, -0.148, 0.1985, -0.0496, 0.0816, -0.0833, 1, -0.068, -0.2275, -0.049, 0.0505, -0.0331, 0.0655, 0, 0.1323, 0.2978, 0.0336
-0.1667, 0.017, -0.1579, 0.1865, 0.0364, 0.1667, 0.2438, -0.3036, -0.107, -0.1746, -0.1317, -0.1317, 0, 0.1021, -0.068, 1, 0.0214, 0.2202, -0.1579, -0.206, 0.1906, -0.1021, -0.2904, -0.1216, 0.1579
-0.0857, 0.2976, 0.1696, 0.0398, -0.0187, -0.1715, 0.0954, 0.0275, 0.0551, -0.0829, -0.41, 0.1112, -0.0857, 0.1225, -0.2275, 0.0214, 1, 0.1442, 0.1696, 0.0625, -0.0551, 0.0525, -0.1112, 0.2363, -0.1696
-0.1601, -0.1307, -0.0726, 0.24, 0.332, -0.0801, -0.2573, -0.1186, 0.1639, -0.1258, 0.0876, 0.1687, -0.2402, 0.1144, -0.049, 0.2202, 0.1442, 1, 0.1748, 0.0746, 0.1574, -0.4413, -0.0876, -0.0876, 0.1551
0.206, 0.0505, 0.0662, 0.127, 0.3327, -0.0412, -0.0662, -0.1748, 0.1868, -0.2191, 0.0017, 0.0017, -0.0412, 0.2187, 0.0505, -0.1579, 0.1696, 0.1748, 1, 0.1653, -0.1042, -0.1346, 0.2488, 0.1653, 0.1036
-0.1216, 0.0496, -0.0852, -0.0975, -0.115, -0.1216, -0.1653, 0.0065, -0.2716, 0.062, -0.2611, 0.3136, -0.0405, 0.1323, -0.0331, -0.206, 0.0625, 0.0746, 0.1653, 1, -0.135, -0.1323, -0.1494, 0.0969, 0.1686
-0.0401, -0.2621, -0.0215, -0.0695, 0.1839, -0.2006, -0.1439, 0.1639, -0.2754, -0.3331, 0.0537, 0.2163, -0.2809, 0.0655, 0.0655, 0.1906, -0.0551, 0.1574, -0.1042, -0.135, 1, -0.2294, -0.135, -0.0537, 0.1868
-0.0816, 0.0833, -0.1346, 0.0689, -0.1782, 0.3266, 0.1346, 0.1961, -0.2621, 0.0658, -0.0331, 0.0496, 0.0816, 0, 0, -0.1021, 0.0525, -0.4413, -0.1346, -0.1323, -0.2294, 1, 0.1158, 0.1158, -0.286
0.1216, 0.0496, -0.0852, -0.012, 0.0619, -0.0405, 0.0017, -0.0746, 0.2976, 0.3069, 0.1494, -0.179, 0.0405, -0.1985, 0.1323, -0.2904, -0.1112, -0.0876, 0.2488, -0.1494, -0.135, 0.1158, 1, 0.0148, 0.1686
0.0405, -0.1985, -0.1686, -0.0975, 0.0619, 0.2026, -0.1653, 0.0876, 0.135, -0.1829, 0.1494, -0.0969, -0.1216, 0.1323, 0.2978, -0.1216, 0.2363, -0.0876, 0.1653, 0.0969, -0.0537, 0.1158, 0.0148, 1, 0.0852
-0.0412, -0.2187, -0.0662, -0.127, 0.1169, -0.0412, 0.1511, 0.2573, 0.1439, 0.0531, -0.0852, 0.0818, -0.0412, -0.2187, 0.0336, 0.1579, -0.1696, 0.1551, 0.1036, 0.1686, 0.1868, -0.286, 0.1686, 0.0852, 1
