1, -0.1883, -0.2303, -0.0257, -0.1809, 0.1714, -0.0442, 0.0552, 0.0042, -0.1258, 0.0987, -0.0067, -0.0711, -0.0144, -0.2987, 0.4264, 0.062, -0.1762, 0.2253, 0.1041
-0.1883, 1, -0.2632, 0.2094, -0.3125, 0.2328, -0.2109, 0.026, -0.2139, -0.1968, -0.2632, 0.1746, -0.1714, 0.0144, -0.2695, 0.0772, -0.2253, 0.0035, -0.1437, 0.3446
-0.2303, -0.2632, 1, 0.0186, -0.0833, -0.0655, 0.4137, 0.0658, 0.1488, 0.0327, 0, 0.017, 0.0164, 0.0364, 0.0987, -0.6124, -0.1158, -0.21, 0.1323, -0.3091
-0.0257, 0.2094, 0.0186, 1, -0.2048, 0.0933, -0.0404, 0.3013, -0.197, -0.0694, 0.1117, 0.1254, 0.0018, -0.4428, -0.2094, -0.0304, -0.1423, -0.1799, -0.2347, 0.5443
-0.1809, -0.3125, -0.0833, -0.2048, 1, -0.4259, -0.1551, 0.0164, 0.0638, -0.1961, -0.0833, -0.1021, 0.3113, -0.1273, 0.477, 0.017, 0.0331, 0.2976, 0.0331, -0.2364
0.1714, 0.2328, -0.0655, 0.0933, -0.4259, 1, -0.0695, -0.0905, 0.0146, -0.0771, -0.1474, 0.3946, -0.2882, 0.0393, -0.152, -0.0602, -0.1089, -0.1411, 0.0537, 0.2288
-0.0442, -0.2109, 0.4137, -0.0404, -0.1551, -0.0695, 1, -0.2109, 0.1165, 0.4361, 0.0689, -0.0106, 0.1847, 0.1655, 0.0408, -0.1654, 0.012, -0.2317, 0.0975, -0.0715
0.0552, 0.026, 0.0658, 0.3013, 0.0164, -0.0905, -0.2109, 1, -0.3188, -0.1968, 0.0658, 0.0067, -0.0097, -0.2548, -0.1071, 0.0772, -0.062, 0.0035, -0.062, 0.1651
0.0042, -0.2139, 0.1488, -0.197, 0.0638, 0.0146, 0.1165, -0.3188, 1, -0.0333, 0.0425, -0.0824, 0.0146, -0.0603, 0.2139, -0.1345, -0.0823, 0.125, 0.0232, -0.1716
-0.1258, -0.1968, 0.0327, -0.0694, -0.1961, -0.0771, 0.4361, -0.1968, -0.0333, 1, 0.1961, -0.2802, 0.0835, 0.1141, 0.0355, 0.1134, 0.3179, -0.1442, -0.0876, -0.1141
0.0987, -0.2632, 0, 0.1117, -0.0833, -0.1474, 0.0689, 0.0658, 0.0425, 0.1961, 1, -0.4082, 0.0164, -0.3273, 0.0987, 0.068, 0.2151, -0.1225, -0.0331, -0.0364
-0.0067, 0.1746, 0.017, 0.1254, -0.1021, 0.3946, -0.0106, 0.0067, -0.0824, -0.2802, -0.4082, 1, -0.107, 0.0965, -0.4264, -0.0451, -0.206, 0.2465, 0.1317, 0.2747
-0.0711, -0.1714, 0.0164, 0.0018, 0.3113, -0.2882, 0.1847, -0.0097, 0.0146, 0.0835, 0.0164, -0.107, 1, -0.3182, 0.4139, -0.2274, 0.0537, 0.117, -0.1089, -0.1287
-0.0144, 0.0144, 0.0364, -0.4428, -0.1273, 0.0393, 0.1655, -0.2548, -0.0603, 0.1141, -0.3273, 0.0965, -0.3182, 1, -0.0144, 0.1819, 0.1011, 0.0497, 0.1011, -0.3056
-0.2987, -0.2695, 0.0987, -0.2094, 0.477, -0.152, 0.0408, -0.1071, 0.2139, 0.0355, 0.0987, -0.4264, 0.4139, -0.0144, 1, -0.2451, -0.0196, 0.1693, -0.1829, -0.4343
0.4264, 0.0772, -0.6124, -0.0304, 0.017, -0.0602, -0.1654, 0.0772, -0.1345, 0.1134, 0.068, -0.0451, -0.2274, 0.1819, -0.2451, 1, 0.206, 0.1108, 0.0371, 0.1893
0.062, -0.2253, -0.1158, -0.1423, 0.0331, -0.1089, 0.012, -0.062, -0.0823, 0.3179, 0.2151, -0.206, 0.0537, 0.1011, -0.0196, 0.206, 1, -0.4969, -0.2315, -0.1913
-0.1762, 0.0035, -0.21, -0.1799, 0.2976, -0.1411, -0.2317, 0.0035, 0.125, -0.1442, -0.1225, 0.2465, 0.117, 0.0497, 0.1693, 0.1108, -0.4969, 1, 0.1112, -0.0497
0.2253, -0.1437, 0.1323, -0.2347, 0.0331, 0.0537, 0.0975, -0.062, 0.0232, -0.0876, -0.0331, 0.1317, -0.1089, 0.1011, -0.1829, 0.0371, -0.2315, 0.1112, 1, -0.1913
0.1041, 0.3446, -0.3091, 0.5443, -0.2364, 0.2288, -0.0715, 0.1651, -0.1716, -0.1141, -0.0364, 0.2747, -0.1287, -0.3056, -0.4343, 0.1893, -0.1913, -0.0497, -0.1913, 1
