1, 0.1562, -0.1751, 0.2235, 0.2613, -0.1024, -0.0134, 0.0982, -0.0823, -0.0515, -0.1375, -0.0638, 0.3613, -0.1909, 0.1091, -0.0557, 0.3231, -0.045, 0.197, -0.1191, -0.1751, 0.1877, 0.0622, 0.17, 0.1562, 0.0066, -0.1287, -0.1877, 0.0066, 0.0622
0.1562, 1, -0.3203, -0.0401, 0.1309, 0.281, 0.0857, 0, 0.2026, 0.0521, 0.0801, -0.4082, -0.1633, -0.1667, -0.1612, -0.3563, 0.1267, -0.1236, -0.228, -0.2809, 0, 0.1216, 0.3708, 0.0816, -0.04, 0.0422, -0.2837, -0.1216, 0.2111, 0.2884
-0.1751, -0.3203, 1, -0.1639, 0.1048, -0.2587, 0.0275, -0.1442, -0.1557, 0.0709, 0.1218, 0.3759, 0.049, 0.1134, -0.0355, 0.1141, -0.3245, -0.0726, 0.0219, 0.3245, 0.1987, -0.2498, -0.2375, 0.1144, 0.0801, -0.0135, 0.0746, 0.1687, -0.267, -0.2375
0.2235, -0.0401, -0.1639, 1, 0.0788, -0.3307, -0.203, 0.4852, -0.2716, -0.1191, -0.1574, -0.3113, 0.0164, -0.107, 0.2522, -0.1287, 0.4083, 0.0612, 0.3641, -0.1948, -0.3245, 0.3529, -0.0215, -0.0983, -0.2809, 0.1, -0.135, 0.0537, 0.2694, 0.0612
0.2613, 0.1309, 0.1048, 0.0788, 1, -0.1431, -0.0187, -0.1123, 0.3272, -0.1477, -0.3669, -0.2673, 0.1782, -0.2364, 0.0352, 0.1166, 0.2672, 0.2967, 0.0099, -0.2539, -0.2446, -0.1503, 0.1169, 0, -0.3055, 0.2856, 0.0265, -0.2034, -0.1751, 0.027
-0.1024, 0.281, -0.2587, -0.3307, -0.1431, 1, 0.1165, -0.0843, 0.0987, -0.0195, -0.0225, -0.3059, -0.3059, 0.1639, -0.3509, -0.0375, -0.1898, -0.0425, -0.521, 0.0489, 0.3974, -0.3833, 0.3435, -0.0765, 0, -0.0079, -0.2884, 0.0987, 0.0909, 0.1505
-0.0134, 0.0857, 0.0275, -0.203, -0.0187, 0.1165, 1, -0.1949, 0.0625, 0.2366, -0.1133, 0.1225, 0.1225, -0.1572, 0.0035, -0.0458, 0.0398, 0.0954, -0.0821, 0.203, 0.0275, -0.3232, -0.0813, 0.2275, 0.2572, 0.0507, 0.1112, -0.0243, -0.0398, 0.0954
0.0982, 0, -0.1442, 0.4852, -0.1123, -0.0843, -0.1949, 1, -0.1981, -0.2098, -0.1133, -0.14, 0.1225, -0.0679, -0.0829, -0.1413, 0.2208, 0.0071, 0.0156, -0.3131, -0.1442, 0.1981, 0.1837, 0.0525, -0.1715, 0.0507, -0.1494, 0.0625, 0.3222, 0.2721
-0.0823, 0.2026, -0.1557, -0.2716, 0.3272, 0.0987, 0.0625, -0.1981, 1, -0.1287, -0.2498, -0.2812, -0.1985, -0.3748, 0.1437, -0.1011, -0.012, 0.1686, -0.1349, -0.0537, -0.1557, 0.0673, -0.0818, -0.2151, 0.0405, 0.0975, -0.0969, -0.0673, -0.0736, 0.1686
-0.0515, 0.0521, 0.0709, -0.1191, -0.1477, -0.0195, 0.2366, -0.2098, -0.1287, 1, 0.3459, 0.17, -0.0425, 0.1909, 0.1007, 0.0557, -0.2132, -0.1695, -0.197, 0.1191, 0.3835, -0.0823, -0.1695, -0.17, 0.1562, -0.2264, -0.1877, 0.0823, -0.0066, 0.1523
