1, -0.2237, 0.1448, 0.2414, -0.0265, -0.1532, 0.0271, -0.2668, -0.0161, 0.1448, -0.2237, -0.0394, -0.1282, -0.3602, 0.064, 0.1879, -0.3058, 0.0696, -0.0025, 0.049, -0.2031, 0.0025, 0.2203, -0.2805, 0.1841, -0.4172, -0.1655, -0.177, 0.1237, -0.1237
-0.2237, 1, -0.4454, 0.2673, -0.3047, -0.0497, -0.2033, -0.171, 0.0891, 0.0891, 0.4048, 0.1273, -0.0557, 0.1413, 0.0051, -0.2181, 0.0037, 0.025, -0.1716, 0.0086, 0.2516, -0.0603, -0.2033, 0.3047, -0.1161, 0.0086, 0.0989, -0.0594, 0.4208, -0.0642
0.1448, -0.4454, 1, -0.2, 0.2111, 0.0857, 0.1601, 0.3746, -0.2, 0.1, -0.1782, 0, -0.0521, 0, -0.2882, 0.1204, -0.1667, 0.0801, 0.1562, -0.2414, -0.0576, 0.1562, -0.2402, -0.2884, -0.0483, 0.2414, 0.0483, -0.0667, -0.0801, 0.0801
0.2414, 0.2673, -0.2, 1, -0.1267, -0.0857, -0.6405, -0.0937, -0.2, 0.2, -0.0891, -0.1633, -0.3644, -0.4287, 0.1729, -0.2809, 0.25, 0.0801, -0.3644, 0.1448, -0.1729, 0.0521, 0.0801, 0.1236, 0.2414, -0.1448, -0.338, -0.0667, 0.0801, 0.0801
-0.0265, -0.3047, 0.2111, -0.1267, 1, -0.0398, -0.098, 0.2887, 0.2392, -0.1478, -0.2106, -0.4481, -0.0066, 0.0507, -0.3188, 0.0695, -0.1865, 0.098, 0.3231, 0.5361, -0.0462, 0.2264, -0.1825, -0.127, -0.1284, 0.1284, -0.2303, 0.0985, -0.1825, -0.1555
-0.1532, -0.0497, 0.0857, -0.0857, -0.0398, 1, -0.23, -0.0843, -0.0572, -0.0214, -0.0497, 0.21, -0.2098, 0.0809, -0.0939, 0.117, 0.0214, 0.1442, -0.0982, -0.1573, -0.1532, 0.3214, -0.0584, -0.0954, -0.1532, 0.1532, 0.0538, -0.0572, 0.1991, 0.0584
0.0271, -0.2033, 0.1601, -0.6405, -0.098, -0.23, 1, 0.0225, 0.0534, -0.2802, 0.0642, 0.2125, 0.1751, 0.2849, 0.0415, 0.4851, -0.1368, -0.2788, 0.1751, -0.0271, 0.3046, -0.3835, -0.1218, -0.0099, 0.0271, -0.0271, 0.2203, -0.0801, -0.1218, -0.1186
-0.2668, -0.171, 0.3746, -0.0937, 0.2887, -0.0843, 0.0225, 1, 0.1873, -0.1639, 0.0375, -0.2103, 0.1024, -0.0843, -0.3131, 0.0489, 0.0663, -0.0225, 0.2243, -0.0724, -0.0918, 0.0195, -0.165, 0.0425, -0.0407, 0.3798, 0.0724, 0.0312, -0.165, 0.0712
-0.0161, 0.0891, -0.2, -0.2, 0.2392, -0.0572, 0.0534, 0.1873, 1, 0, 0.0891, -0.1361, 0.1562, -0.0572, -0.1345, 0.0936, -0.0278, 0.0801, 0.1562, 0.177, -0.0576, 0.0174, 0.0534, -0.0137, -0.0161, 0.0161, -0.0161, -0.1111, 0.0534, -0.1868
0.1448, 0.0891, 0.1, 0.2, -0.1478, -0.0214, -0.2802, -0.1639, 0, 1, -0.0223, 0, 0.026, -0.1286, 0.0576, -0.0401, -0.0625, 0.2802, 0.026, -0.1448, 0.2306, 0.2343, 0.02, -0.2884, 0.0241, -0.0241, -0.0966, 0, 0.3203, -0.1201
