1, 0.0276, 0.1143, -0.3137, -0.152, 0.3331, 0.2328, 0.0983, -0.0467, 0.0032, 0.1143, -0.0695, 0.107, -0.2522, 0.1948, -0.2006, 0.3092, -0.1042, 0.0215, 0.0788, 0.2621, -0.0612, -0.0032, -0.0835, -0.0276, -0.1204, -0.4414, -0.0655, -0.0393, 0.1439, -0.0537, 0.1574, 0.1143, -0.0612, -0.0401, -0.3945, 0.2389, -0.2006, -0.0983, -0.0215, -0.0338, 0.2163, -0.0905, -0.0711, 0.0905, -0.4414, 0.2976, -0.0983, 0.3245, -0.1847, 0.1948, 0.1, -0.152, -0.3984, -0.2389, -0.0164, -0.0788, -0.1714, 0.4493, 0.1906, 0.344, -0.1204, 0.031, 0.0401, -0.0401, 0.0711, -0.2378, -0.4259, 0.2274, -0.2882, 0.0032, 0.2378, -0.1204, 0.117, 0.2809, -0.2389, -0.0234, -0.1574, -0.1438, 0.152, 0.0835, 0.2522, -0.0152, 0.135, -0.1204, 0.0152, -0.0467, -0.152, 0.3612, 0.3612, -0.0401, 0.0983, -0.135, -0.0771, 0.0905, -0.0032, -0.1438, 0.1574, 0.1714, 0.0695, 0.1906, -0.0602, 0.0489, -0.1542, 0.0695, -0.0276, -0.3789, -0.1089, -0.0215, -0.2368, 0.0234, -0.0551, -0.1089, 0.135, -0.0215, 0.4048, 0.1574, 0.0467, -0.1204, -0.3919, 0.0032, 0.2754, 0.2265, -0.0711, -0.0695, -0.2006, -0.1438, 0.1439, -0.0338, -0.0835, 0.0401, 0.0711, -0.0097, 0.0032, -0.2077, -0.203, 0.1204, 0.1639, 0.2522, -0.0152, 0.0905, 0.2006, 0.3245, 0.0338, -0.4414, 0.2378, 0.152, -0.0655, 0.1903, -0.1574, -0.2976, -0.2181, -0.107, 0.3181, 0.0276, 0.4259, -0.1272, -0.2077, 0.3415, 0.1714
0.0276, 1, 0.1089, 0.1012, -0.1437, 0.0196, 0.1437, -0.1323, 0.2716, 0.1687, 0.1089, -0.0975, 0.0473, -0.4278, -0.135, -0.1216, 0.0818, -0.2521, -0.1653, -0.0619, -0.0496, 0.0852, -0.1687, -0.0065, -0.2611, 0.1216, -0.1317, 0.0331, -0.0794, 0.1653, 0.2611, 0.1557, 0.1903, -0.0818, -0.2837, 0.1012, -0.1591, -0.2026, -0.0331, 0.3323, -0.2716, -0.0148, -0.1012, -0.2253, 0.0196, 0.2026, -0.0969, 0.1323, 0.1687, 0.012, -0.2163, -0.012, 0.1012, -0.1557, 0.1591, -0.1985, -0.0265, 0.3069, -0.1089, 0.1317, 0.1158, -0.2026, 0.1494, -0.1216, -0.1216, -0.1012, 0.412, -0.1158, -0.0473, 0.1903, 0.1687, -0.0065, -0.1216, 0.0625, 0.1216, -0.0975, -0.1317, -0.2368, 0.0473, -0.2645, -0.2368, 0.0196, -0.1591, 0.1494, -0.2837, 0.1591, -0.0537, 0.0196, 0.1216, -0.0405, -0.081, 0.0331, -0.0673, -0.0746, -0.062, -0.0065, -0.206, 0.1557, 0.4278, -0.1591, -0.1216, -0.2904, 0.0987, 0.2447, 0.0975, 0.4778, -0.0673, -0.2611, -0.0017, -0.0987, -0.0371, -0.1981, -0.4253, 0.2315, 0.1653, 0.1687, -0.1687, 0.135, 0.1216, 0.1686, 0.0065, 0.1089, -0.0017, 0.1829, 0.0736, -0.1216, 0.3005, 0.0818, -0.2716, 0.3991, 0.1216, 0.062, 0.3069, -0.0746, -0.4602, -0.41, 0.3647, 0.0876, 0.1012, 0.0975, 0.0196, -0.0405, 0.1687, -0.135, -0.1317, -0.0065, 0.062, -0.3805, 0.5074, 0.0065, 0.0148, -0.0794, 0.0371, 0.1557, 0.0148, 0.2812, -0.0537, 0.0276, 0.2034, 0.3461
0.1143, 0.1089, 1, -0.2328, 0.4139, 0.0097, -0.0097, 0.2621, -0.2077, 0.0032, 0.4364, 0.1, -0.0602, 0.152, 0.1948, -0.1204, -0.1042, 0.0612, -0.1439, 0.2539, -0.1474, -0.1439, -0.0032, 0.1574, 0.135, 0.0401, -0.107, 0.2621, 0.05, 0.2265, -0.2163, 0.0771, 0.1143, 0.0215, 0.0401, -0.0711, 0.1542, 0.0401, -0.0983, -0.2695, -0.2754, 0.135, -0.3331, 0.0097, 0.0097, -0.1204, 0.2976, -0.0983, 0.1639, -0.0152, -0.2882, 0.0152, 0.0097, -0.0771, 0.0152, 0.2294, -0.1664, 0.2328, 0.1272, -0.2274, 0.0983, -0.0401, 0.289, -0.2006, -0.1204, 0.152, 0.0032, -0.2621, 0.0602, -0.1272, 0.3245, 0.1574, -0.4414, 0.117, 0.0401, -0.3236, 0.311, -0.3984, 0.0234, -0.0097, 0.0032, 0.0905, 0.0695, -0.0276, -0.6019, -0.0695, 0.1948, 0.4139, -0.0401, -0.0401, 0.2608, 0.1802, 0.0276, -0.2378, 0.1714, -0.3245, 0.0234, 0.2378, 0.0097, -0.0152, 0.107, -0.311, -0.1391, -0.0695, -0.0152, -0.2716, 0.1089, -0.1903, 0.2265, -0.1428, 0.1906, -0.3992, -0.2716, -0.1089, 0.3092, 0.2442, 0.0771, 0.3688, 0.0401, 0.1042, -0.1574, -0.0467, 0.2265, 0.2522, -0.0695, -0.1204, 0.107, 0.3092, 0.0467, 0.2378, 0.1204, -0.2522, 0.152, -0.2378, -0.0467, -0.3751, 0.1204, 0.1639, 0.3331, -0.2694, -0.152, 0.0401, 0.0032, -0.3688, -0.107, 0.3181, -0.4139, -0.3113, -0.0537, -0.0771, -0.2163, -0.3074, -0.107, 0.1574, -0.2163, -0.1474, -0.0467, 0.1948, 0.2539, 0.1714
-0.3137, 0.1012, -0.2328, 1, -0.1364, -0.2987, 0.0552, -0.148, -0.152, 0.1968, -0.2328, 0.296, -0.1612, 0.0552, -0.3945, 0.0806, 0.2191, 0.2191, 0.0299, -0.0528, -0.3125, 0.1129, 0.1258, 0.0452, -0.1012, 0.3223, -0.0067, -0.0658, 0.1041, -0.1129, 0.1012, 0.0452, 0.1714, 0.1129, 0.0806, 0.513, -0.2109, 0, 0.0658, 0.0531, 0.0711, -0.4278, 0.2175, 0.026, -0.0552, 0.4029, -0.2645, 0.148, -0.1258, -0.0408, 0.1714, -0.2143, -0.0552, 0.3581, 0.381, -0.0987, 0.4044, -0.2695, -0.3331, -0.1612, -0.2303, 0.0806, -0.1762, -0.1612, 0.0806, 0.3799, 0.3581, 0.0658, 0.0772, 0.2522, -0.2871, 0.1258, 0.0806, -0.1762, -0.3223, 0.296, -0.0907, 0.0355, 0.0067, 0.0552, 0.0355, -0.0552, -0.0408, -0.1012, -0.0806, 0.0408, -0.3137, -0.2987, -0.0806, -0.0806, -0.3425, 0.1809, -0.062, 0.1161, -0.0552, 0.2871, -0.0772, -0.2774, -0.0552, -0.296, -0.413, 0.0907, 0.4453, -0.0442, -0.0408, 0.1437, 0.1012, 0.1437, -0.2789, 0.0264, -0.0772, 0.4284, 0.062, -0.1829, -0.1129, -0.3677, 0.0452, -0.1714, -0.3223, 0.1129, 0.1161, 0.0097, -0.0299, -0.0552, 0.0408, 0.2417, -0.0772, 0.1361, -0.1714, -0.0355, -0.0806, -0.026, 0.0552, -0.0452, 0.0097, 0.0035, -0.1612, -0.1258, -0.2987, 0.0442, -0.0552, -0.0806, -0.2065, 0.2522, 0.1612, -0.1161, -0.1071, 0.2632, 0.1829, 0.2774, 0.1012, 0.2836, 0.0772, -0.1161, 0.2645, -0.148, 0.1714, -0.0711, -0.0528, -0.2987
-0.152, -0.1437, 0.4139, -0.1364, 1, 0.1071, -0.2695, 0.2632, -0.0711, -0.0452, 0.2522, 0.1259, -0.1612, 0.2987, 0.1714, 0.0806, -0.1959, -0.2789, 0.0299, 0.2989, -0.0658, -0.0531, -0.1968, 0.2065, 0.1437, 0.1612, 0.1612, 0.0987, 0.0144, 0.2191, -0.3886, -0.0355, -0.0711, 0.1129, 0, -0.2175, 0.3844, -0.1612, -0.0164, -0.1959, -0.1714, 0.062, -0.1071, -0.1364, 0.2695, -0.2417, 0.1437, -0.0987, 0.1161, -0.0408, -0.152, -0.2143, 0.026, -0.1258, 0.296, 0.148, -0.1231, 0.2175, -0.0097, -0.329, -0.2303, -0.2417, 0.0829, -0.0806, -0.2417, -0.026, 0.0355, -0.1809, -0.0907, -0.3945, 0.1968, 0.0452, -0.2417, -0.0035, 0, 0.1259, 0.1612, -0.2065, -0.0772, -0.1071, 0.1968, 0.2695, 0.2994, 0.062, -0.3223, -0.0442, 0.0905, 0.4318, -0.0806, -0.0806, -0.0403, 0.0987, 0.1829, -0.3677, 0.1071, -0.1161, -0.0772, 0.0452, -0.0552, 0.2143, 0.0067, -0.1612, 0.0679, -0.0442, -0.296, 0.062, 0.1829, -0.2645, -0.0299, -0.0679, 0.0907, -0.2626, -0.1012, 0.062, 0.0531, 0.1161, 0.1258, 0.3137, 0, 0.1129, -0.3677, 0.0097, 0.2191, 0.026, 0.1259, 0.1612, -0.1612, 0.2191, 0.3137, 0.2065, 0.1612, -0.3506, 0.2987, -0.3677, 0.0905, -0.0829, 0.0806, 0.1968, 0.026, -0.296, 0.1071, 0.0806, 0.1968, -0.2328, -0.0907, 0.2065, -0.3506, -0.0658, -0.062, -0.2065, -0.2253, -0.0754, -0.2585, 0.1258, -0.2253, -0.477, -0.152, 0.0097, -0.0528, 0.026
0.3331, 0.0196, 0.0097, -0.2987, 0.1071, 1, -0.026, 0.0164, 0.2522, -0.1258, 0.4139, -0.2143, 0.0907, -0.026, 0.0905, -0.0806, 0.2191, -0.1959, 0.0299, -0.0528, -0.0658, -0.0531, -0.0355, -0.0355, -0.1012, -0.0806, -0.0067, -0.148, 0.1938, 0.0531, -0.1437, 0.2065, -0.0711, -0.1361, -0.3223, -0.1364, 0.2994, -0.0806, -0.0987, 0.1361, -0.2522, 0.3886, 0.0552, -0.2175, -0.0552, -0.4029, 0.3069, -0.0164, 0.2774, 0.0442, -0.152, -0.0442, 0.026, -0.2871, -0.0442, 0.148, -0.1231, 0.0552, 0.0711, 0.1746, 0.1809, 0, -0.0035, 0.0806, 0, 0.1364, -0.3677, -0.1809, 0.1612, -0.3137, 0.3581, -0.0355, -0.0806, 0.0829, 0.2417, -0.1293, -0.0907, 0.0355, -0.2451, 0.1364, 0.1968, 0.3506, 0.1293, 0.3069, 0, 0.0408, 0.0905, 0.026, 0.1612, 0, 0.0604, 0.0164, -0.2253, -0.2871, 0.1883, 0.0452, -0.2451, 0.0452, 0.026, 0.0442, 0.0067, -0.329, -0.1208, -0.1293, -0.0408, 0.062, -0.2253, -0.1012, 0.0531, -0.0679, -0.0772, -0.2626, -0.1829, 0.2253, -0.0299, 0.1968, -0.0355, -0.0097, 0, 0.0299, 0.0355, 0.0905, 0.2191, -0.0552, 0.2109, -0.0806, -0.1612, 0.0531, -0.0905, -0.0355, -0.0806, -0.3506, 0.1364, -0.0452, 0.0097, -0.0829, 0.2417, 0.1161, 0.1071, -0.1259, -0.1364, 0.0806, 0.0355, -0.152, -0.2585, -0.0355, -0.026, 0.0987, -0.062, -0.2065, -0.3069, -0.1651, 0.0772, 0.1258, 0.1012, -0.148, -0.152, -0.152, -0.0528, -0.0552
0.2328, 0.1437, -0.0097, 0.0552, -0.2695, -0.026, 1, 0.2303, -0.0097, 0.2065, 0.0711, -0.2109, 0.1612, -0.2987, -0.1714, -0.5641, 0.1959, 0.1959, -0.1129, -0.1231, 0.148, -0.0299, -0.1258, 0.4387, -0.3069, 0.3223, -0.0772, 0.148, -0.1938, 0.0299, -0.0196, 0.3581, 0.0711, -0.1959, 0, -0.026, 0.0408, -0.0806, -0.5593, 0.0299, -0.0711, 0.0196, -0.0552, -0.026, 0.0552, 0, -0.3886, -0.148, 0.0452, -0.0442, 0.152, -0.1259, -0.026, -0.0355, -0.1259, -0.3125, 0.1231, -0.0552, 0.4947, 0.4969, 0.477, 0, -0.0829, -0.4029, 0.3223, -0.1364, -0.2774, 0.2632, -0.1612, 0.0711, -0.0355, 0.4387, 0.0806, 0.3489, 0, -0.0408, -0.0772, -0.0355, -0.0907, -0.2987, -0.4387, -0.026, 0.0408, -0.3069, -0.0806, -0.0408, 0.152, -0.1071, 0.1612, 0.2417, 0.141, 0.2303, -0.1012, -0.0355, -0.026, 0.1968, -0.1746, 0.0355, 0.2175, -0.1293, 0.329, 0.0772, 0.1208, -0.2109, 0.1259, 0.2645, -0.4278, -0.062, 0.2789, -0.0264, 0.329, 0.0035, -0.1437, -0.062, 0.0299, -0.2774, -0.0452, -0.152, 0.3223, -0.3619, -0.0355, 0.3945, 0.2789, -0.026, -0.1259, -0.2417, 0.413, 0.0299, 0.0905, 0.1968, 0.0806, 0.1071, -0.0552, 0.0452, -0.1714, 0.0829, 0.2417, 0.1258, 0.2175, -0.0442, 0.2987, 0.3223, -0.1161, 0.2328, -0.0772, -0.0452, 0.513, -0.0164, 0.3886, -0.1161, -0.1829, 0.0754, -0.1612, 0.4387, 0.1437, 0.3125, -0.0097, -0.1714, -0.0352, 0.0552
0.0983, -0.1323, 0.2621, -0.148, 0.2632, 0.0164, 0.2303, 1, -0.2294, 0.1961, 0.0164, -0.1034, -0.1871, 0.148, 0.2621, -0.2449, -0.0505, 0.0336, -0.2019, 0.2673, -0.0833, -0.1178, 0.1307, 0.2942, 0.1323, 0.0816, -0.068, 0.3333, -0.2182, 0.2019, -0.2978, 0.2125, 0.0164, -0.1178, 0.1633, -0.148, 0.1034, -0.0816, -0.25, 0.0336, -0.0164, 0.1323, 0.2303, -0.0658, -0.0658, 0.1633, 0.0496, -0.0833, -0.1307, 0.0172, 0.0164, -0.362, -0.148, -0.1307, 0.1551, -0.0833, 0.1782, -0.2632, 0.4751, 0.068, 0.25, -0.0816, -0.1225, -0.2449, -0.0816, -0.0164, -0.2942, -0.1667, 0.017, -0.3113, -0.2942, 0.2125, -0.1633, 0.0525, -0.0816, 0.0689, 0.017, -0.2125, 0.1531, -0.0164, -0.2125, 0.1809, 0.4481, -0.3639, -0.1633, -0.1896, -0.0655, -0.0658, -0.0816, 0.1633, 0.1021, 0.25, -0.0496, -0.1307, 0.1809, -0.1961, 0.2381, -0.1144, -0.3125, 0.1034, 0.3232, 0.2381, 0.1147, -0.362, -0.0689, 0.0496, 0.0331, -0.1158, 0.2019, -0.2103, 0.1531, -0.21, -0.2812, 0.0496, 0.0336, -0.049, 0.049, 0.0655, 0, -0.4542, -0.049, -0.1474, 0.3701, 0.3454, -0.0172, -0.0816, 0.2381, 0.0336, 0.2294, 0.2942, 0.1633, -0.0164, -0.0987, -0.1307, 0.2621, -0.2275, -0.0816, 0.0327, 0.2632, -0.1551, 0.0164, 0.1633, -0.1307, 0.0164, -0.068, 0.2942, 0.2303, 0.0833, -0.2151, -0.2125, -0.1323, 0.0546, -0.068, 0.1307, 0.0331, 0, 0.0983, -0.1474, -0.0891, -0.0658
-0.0467, 0.2716, -0.2077, -0.152, -0.0711, 0.2522, -0.0097, -0.2294, 1, -0.2378, 0.1948, -0.0695, 0.0234, -0.1714, -0.1272, 0.2809, -0.0215, -0.1868, 0.1042, -0.0088, 0.0983, -0.1439, -0.1639, 0.0771, -0.2716, -0.0401, 0.1438, 0.0983, -0.1287, -0.0215, 0.1903, -0.1639, 0.1143, -0.3092, -0.5217, -0.152, 0.0695, -0.1204, -0.0164, 0.3092, -0.0338, 0.0537, -0.0905, -0.152, 0.2522, 0.1204, 0.135, 0.1474, 0.2442, 0.1542, -0.2077, -0.0695, 0.2522, -0.1574, 0.0152, -0.0164, -0.1664, 0.4753, -0.1143, 0.3578, 0.0983, -0.2006, 0.117, 0.0401, 0.1204, -0.1714, 0.0835, 0.0655, 0.0602, 0.0338, 0.0835, -0.2442, 0.2006, -0.0551, -0.0401, 0.0152, -0.107, 0.0032, 0.1906, -0.0097, -0.3181, 0.0905, -0.1, 0.6228, 0.2809, 0.0152, 0.1948, 0.0905, 0.2809, 0.1204, 0.2608, -0.1474, -0.2976, 0.0032, 0.2522, -0.0032, -0.311, -0.1639, 0.2522, 0.1542, 0.107, -0.4782, -0.233, 0.1847, 0.1542, 0.135, 0.0276, 0.0537, 0.0612, 0.0451, -0.3946, -0.0551, -0.3529, 0.0537, 0.1439, 0.1639, -0.3245, 0.0467, 0.1204, 0.0215, -0.0771, 0.1948, -0.1868, 0.0905, -0.1542, -0.0401, -0.0602, 0.0612, -0.2754, -0.0032, 0.0401, -0.0097, 0.0711, -0.0771, -0.2077, -0.031, 0.2006, 0.0835, 0.0905, 0.2389, 0.1714, -0.1204, 0.0032, -0.2882, -0.107, -0.0835, 0.2328, -0.0655, 0.1089, -0.2378, -0.135, -0.0393, -0.107, -0.0835, 0.1089, 0.0983, -0.2882, -0.2077, 0.0788, -0.0711
0.0032, 0.1687, 0.0032, 0.1968, -0.0452, -0.1258, 0.2065, 0.1961, -0.2378, 1, 0.0032, -0.24, 0.1968, 0.1258, 0.0835, -0.3203, 0.4025, -0.0099, 0.0099, 0.0699, 0.0327, -0.2375, -0.1186, 0.2019, 0.0746, 0.4003, -0.1134, 0.1144, 0.0642, 0.32, -0.3991, 0.4423, 0.0032, 0.3398, 0.1601, -0.0452, -0.098, -0.1601, -0.1961, 0.32, -0.2442, 0.1557, -0.1968, -0.0452, -0.1258, 0.1601, -0.0876, 0.049, 0.0385, 0.071, -0.2378, 0.098, 0.1968, 0.1186, -0.071, -0.2778, -0.0699, -0.1968, 0.1574, -0.2202, 0.0327, 0.0801, -0.0584, -0.1601, 0, -0.1968, 0.0385, -0.2778, -0.1968, 0.0835, 0.1186, -0.1186, -0.1601, 0.0275, 0.1601, 0.0135, 0.1368, -0.2821, -0.0534, 0.1258, -0.0417, -0.1258, 0.409, -0.3309, -0.3203, -0.3245, -0.0771, -0.1258, 0, 0.0801, 0.1201, 0.0327, -0.0746, 0.0385, 0.1968, -0.1186, 0.1134, -0.0385, -0.2065, 0.071, -0.0534, 0.1968, 0.5849, -0.409, 0.3245, 0.0746, -0.3179, -0.1687, -0.0924, -0.21, 0.447, -0.1442, -0.0065, 0.3179, 0.32, -0.0417, 0.2019, 0.2378, 0, -0.2375, -0.0417, 0.0032, 0.2375, 0.3581, 0.098, 0.2402, 0.1968, 0.32, 0.3984, 0.2019, 0, -0.1968, 0.2871, -0.3622, 0.0835, -0.2849, -0.1601, -0.2019, -0.1258, -0.098, -0.2065, -0.1601, 0.1987, 0.0032, 0.1368, 0.1218, 0.2065, -0.1307, 0.1687, -0.1218, 0.0876, 0.1534, -0.1134, 0.0417, -0.1557, -0.1307, 0.3245, 0.0835, -0.0175, -0.2065
