model, repeats, problem, problem size, best_value, best_time, best_iteration, best_ffe
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 3, 66, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0.0009958, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0, 2, 104, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 7, 49, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0110006, 866, 10392, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0070134, 150, 3300, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 28, 0.0149927, 176, 5632, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.1290093, 897, 37674, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 45, 0.1550209, 718, 37336, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0030001, 225, 2700, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 13, 286, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.001, 9, 288, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0070207, 48, 2016, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0090001, 39, 2028, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0040083, 71, 1917, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.1109996, 513, 26163, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.7289908, 857, 87414, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.90533447265625, 7.3509995, 378, 183708, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 12, 144, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.946868896484375, 0.0419795, 163, 8476, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.89306640625, 0.3879931, 402, 41004, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.85906982421875, 2.9580015, 777, 156954, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 2, 64, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0.0010112, 2, 104, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 12, 84, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0029881, 256, 3072, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0059985, 150, 3300, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 28, 0.0400042, 477, 15264, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0490064, 347, 14574, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0139895, 60, 3120, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0100007, 813, 9756, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0020289, 58, 1276, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0050001, 68, 2176, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0129977, 96, 4032, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0159986, 78, 4056, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0010033, 26, 702, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0189949, 86, 4386, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.3460007, 404, 41208, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.902908325195313, 9.3890038, 486, 236196, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0.0010048, 62, 744, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.92236328125, 0.089004, 347, 18044, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.889816284179688, 0.67899, 701, 71502, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.869415283203125, 2.7240016, 718, 145036, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 3, 66, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0.0010022, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 4, 28, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 50, 600, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0059967, 143, 3146, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0020001, 22, 704, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0240154, 167, 7014, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 45, 0.0490021, 226, 11752, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 35, 420, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0039999, 95, 2090, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.007003, 84, 2688, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0060059, 48, 2016, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0079677, 38, 1976, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0, 2, 54, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0369869, 174, 8874, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.0970069, 112, 11424, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.902908325195313, 5.4680104, 283, 137538, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0.0010014, 76, 912, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.908370971679688, 0.1539993, 612, 31824, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.891067504882813, 0.1800079, 185, 18870, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.865982055664063, 2.5919974, 686, 138572, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 2, 44, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 3, 96, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 3, 126, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0.0010012, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 45, 315, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.001998, 57, 1254, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0009997, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.1080046, 752, 31584, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 44, 0.0020002, 6, 312, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 4, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0059945, 155, 3410, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0240033, 297, 9504, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0120104, 78, 3276, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0130002, 62, 3224, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0, 2, 54, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 1, 0.1990001, 930, 47430, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.6940002, 810, 82620, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.907760620117188, 0.8770096, 45, 21870, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0.0010002, 63, 756, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.938751220703125, 0.2550097, 957, 49764, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.921524047851563, 0.8270147, 803, 81906, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.864501953125, 1.0539636, 266, 53732, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 2, 24, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 2, 64, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 3, 126, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0.0010211, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 12, 144, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0029874, 82, 1804, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0030011, 37, 1184, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0590007, 398, 16716, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 44, 0.0490028, 215, 11180, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 29, 348, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0109995, 298, 6556, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0009979, 9, 288, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0010022, 7, 294, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 22, 0.0019995, 6, 312, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.00101, 26, 702, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0889986, 378, 19278, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.5500017, 590, 60180, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.90533447265625, 6.0689985, 298, 144828, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 9, 108, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.908447265625, 0.0540016, 202, 10504, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.902099609375, 0.6339888, 609, 62118, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.858810424804688, 1.1339971, 266, 53732, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 3, 36, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0.0009969, 1, 22, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 10, 70, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0010139, 103, 1236, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0170243, 405, 8910, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0060005, 63, 2016, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0170001, 121, 5082, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0569919, 213, 11076, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0030066, 191, 2292, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0059936, 142, 3124, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0010002, 11, 352, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0109997, 75, 3150, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0169974, 60, 3120, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0060001, 115, 3105, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0600022, 252, 12852, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.95294189453125, 0.0570011, 63, 6426, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.90533447265625, 0.1259932, 6, 2916, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 17, 204, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.95123291015625, 0.0400037, 153, 7956, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.901504516601563, 0.9649955, 922, 94044, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.861175537109375, 3.7719981, 910, 183820, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 2, 44, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0.0009991, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 8, 56, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.003, 172, 2064, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.032997, 787, 17314, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0329971, 354, 11328, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.105005, 696, 29232, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 44, 0.1129889, 465, 24180, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0009741, 75, 900, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0060028, 145, 3190, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0029994, 38, 1216, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0100025, 60, 2520, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0299992, 127, 6604, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0009971, 5, 135, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0929976, 412, 21012, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.95294189453125, 0.226999, 248, 25296, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.90533447265625, 9.4520092, 452, 219672, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 46, 552, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.936859130859375, 0.2279986, 859, 44668, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.895248413085938, 0.6860075, 681, 69462, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.861724853515625, 2.258001, 558, 112716, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 15, 105, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0010015, 10, 120, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0, 6, 132, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 28, 0.0799997, 844, 27008, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0180114, 125, 5250, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 45, 0.0520142, 218, 11336, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0050071, 404, 4848, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 6, 132, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 14, 0.0800011, 908, 29056, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0009991, 3, 126, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0, 3, 156, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0009999, 10, 270, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0270045, 125, 6375, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.95294189453125, 0.844003, 942, 96084, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.907760620117188, 20.2729919, 988, 480168, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 16, 192, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.905319213867188, 0.0869986, 328, 17056, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.891845703125, 0.399009, 380, 38760, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.882415771484375, 2.2669904, 555, 112110, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 2, 14, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 10, 10, 0, 4, 48, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 20, 20, 0.0009936, 1, 22, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 13, 91, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0010078, 72, 864, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0019991, 36, 792, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0010003, 5, 160, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0010001, 4, 168, 
BinaryGreedyRSOptimizer, 1, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 44, 0.0600018, 267, 13884, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.011987, 800, 9600, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0040019, 76, 1672, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0140049, 164, 5248, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.014998, 104, 4368, 
BinaryGreedyRSOptimizer, 1, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0169909, 68, 3536, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0030004, 51, 1377, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0690002, 295, 15045, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.1580074, 167, 17034, 
BinaryGreedyRSOptimizer, 1, CBinaryIsingSpinGlassEvaluation, 484, 0.90533447265625, 0.2070082, 10, 4860, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 10, 1, 0, 15, 180, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 50, 0.9293212890625, 0.0860029, 322, 16744, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 100, 0.912765502929688, 0.9700216, 943, 96186, 
BinaryGreedyRSOptimizer, 1, CBinaryNKLandscapesEvaluation, 200, 0.85443115234375, 2.4400105, 606, 122412, 
BinaryGreedyRSOptimizer, 1, CBinaryOneMaxEvaluation, 5, 5, 0, 3, 21, 
