model, mutation_adaptation, temp_drop_coef, start_temp, problem, problem size, best_value, best_time, best_iteration, best_ffe
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -405.812058257556, 0.0019908, 845, 846, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2696.43820674324, 0.0019936, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4450.70743647767, 0.0040001, 698, 699, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -1.46667644829085E-43, 0, 1000, 1001, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -0.12677116742463, 0.0009997, 775, 776, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -104, 0, 63, 64, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -652, 0, 90, 91, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -3232, 0, 83, 84, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -5316, 0.0010412, 92, 93, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -8.95460124148701, 0, 379, 380, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -20.8940342204276, 0.0010102, 582, 583, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -80.40659656895, 0.0009903, 730, 731, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -224.207703340375, 0.001008, 736, 737, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -442.945156520274, 0.0029949, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -992.038926463494, 0.0050122, 733, 734, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -2.57992755702987, 0.0009896, 387, 388, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -2.08665529299878E-10, 0, 702, 703, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -2.96945490334903, 0.0009957, 683, 684, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -7.09827794522375, 0.0019894, 688, 689, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.7308196719548, 0.0029919, 714, 715, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.34455020217602, 0.0050067, 683, 684, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -1.35911591963378E-43, 0, 981, 982, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -6.09171676182901E-21, 0.0010078, 1000, 1001, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -42.5461661635917, 0.0009943, 739, 740, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -472.110167025227, 0.0030014, 715, 716, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2303.08068349071, 0.0040255, 714, 715, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -5326.97910331965, 0.0039857, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -1.35911591963378E-42, 0.0010001, 981, 982, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -6.09171676182901E-20, 0, 1000, 1001, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -425.461661635917, 0.001, 739, 740, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -4721.10167025227, 0.0009988, 708, 709, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -23030.8068349071, 0.0039999, 714, 715, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -53269.7910331965, 0.0050003, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -5.46356181444531E-16, 0.001003, 999, 1000, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -24.9374910792676, 0, 742, 743, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -270.161447102551, 0, 684, 685, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -941.117739583384, 0.0020012, 806, 807, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2649.34846216822, 0.0039983, 698, 699, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4658.49646063625, 0.0050004, 696, 697, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -4, 0, 13, 14, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -12, 0, 32, 33, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -204, 0, 53, 54, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -1288, 0, 82, 83, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2484, 0.000999, 94, 95, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -5580, 0.0009996, 105, 106, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -3.97983119055409, 0.0009996, 406, 407, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -13.9294116858488, 0, 448, 449, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -54.1324285141744, 0, 730, 731, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -187.464730314021, 0.0019921, 734, 735, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -476.80543877903, 0.0039999, 706, 707, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -1012.68435888987, 0.0049996, 721, 722, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0.0010003, 706, 707, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -1.03382693517062E-08, 0, 702, 703, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -6.48236036299155, 0, 675, 676, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -8.13494347560619, 0.0019998, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.91330215914028, 0.0040001, 709, 710, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.39829659262251, 0.005, 681, 682, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -2.80258620332786E-44, 0, 993, 994, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -8.26075287937814E-06, 0.0010083, 896, 897, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -23.9074047251822, 0.0009916, 746, 747, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -335.325961600102, 0.0019993, 717, 718, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2408.00261974975, 0.0030025, 708, 709, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -3840.78422414411, 0.0040007, 706, 707, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -2.80258620332786E-43, 0.0009978, 993, 994, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -8.26075287937814E-05, 0, 896, 897, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -239.074047251822, 0.0009986, 746, 747, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -3353.25961600102, 0.0019942, 717, 718, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -24080.0261974975, 0.002998, 708, 709, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -38407.8422414412, 0.0040015, 670, 671, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.84529317002476, 0, 749, 750, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -99.7801204607049, 0.0009999, 725, 726, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -229.616713755591, 0.0009999, 714, 715, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -833.594199996906, 0.0020007, 782, 783, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2168.60535600075, 0.0030001, 693, 694, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -3943.09158127082, 0.0039997, 707, 708, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -2.72389469407673E-44, 0.0009996, 994, 995, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -12, 0, 50, 51, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -232, 0, 56, 57, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -924, 0, 77, 78, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2596, 0, 104, 105, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -3800, 0.0010036, 95, 96, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -3.97983119055409, 0, 414, 415, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -10.9445193556799, 0.0010001, 508, 509, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -71.7980460513909, 0.0009996, 728, 729, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -214.511896017229, 0.0009999, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -556.091933851084, 0.0030026, 731, 732, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -794.335403027679, 0.0050025, 738, 739, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 692, 693, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -1.64622363310316, 0, 413, 414, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -2.93822603706188, 0.0010275, 678, 679, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -6.28199044573392, 0.0019774, 680, 681, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.588697315588, 0.0030097, 680, 681, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.0760712778963, 0.0049984, 696, 697, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -2.95237127740139E-45, 0, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -2.63337168679873E-05, 0.0009995, 887, 888, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -3.53562165508412, 0, 772, 773, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -906.489420228394, 0.0009998, 720, 721, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2184.60682313478, 0.0030005, 709, 710, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -5084.28338627116, 0.0039991, 700, 701, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -2.95237127740139E-44, 0.001007, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -0.000263337168679874, 0, 859, 860, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -35.3562165508412, 0.0009874, 758, 759, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -9064.89420228394, 0.0020111, 697, 698, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -21846.0682313478, 0.0029869, 709, 710, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -50842.8338627116, 0.0049999, 700, 701, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -9.06256926303273E-44, 0, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -4.26492440991296, 0.0009966, 758, 759, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -100.748814567009, 0.0010012, 704, 705, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1202.78972635895, 0.0020062, 775, 776, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2649.77240816442, 0.0030099, 685, 686, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4637.27533119508, 0.0049965, 699, 700, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -2.95237127740139E-45, 0, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4, 0, 56, 57, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -20, 0, 67, 68, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -1216, 0, 92, 93, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2292, 0.001004, 73, 74, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -5288, 0.0010004, 112, 113, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -16.9142028495548, 0, 401, 402, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -27.8794385994863, 0, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -49.1800734453025, 0, 722, 723, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -269.531658543738, 0.0009793, 721, 722, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -543.944859399056, 0.0039829, 725, 726, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -947.60613774584, 0.0050023, 712, 713, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 680, 681, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -1.64622363350885, 0, 513, 514, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -3.85729924534699, 0.0009969, 694, 695, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -6.90146510473213, 0.0019944, 694, 695, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.33751135009277, 0.0030004, 687, 688, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -7.79978965818402, 0.0040031, 689, 690, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -3.19334089650656E-45, 0, 968, 969, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -6.62330701512364E-06, 0.0009919, 893, 894, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -11.3006133204678, 0.0009896, 762, 763, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -985.198236047144, 0.0020192, 707, 708, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2335.5762566858, 0.0030065, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4459.18459480536, 0.0049993, 711, 712, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -3.19334089650656E-44, 0, 968, 969, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -6.62330701512364E-05, 0, 890, 891, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -113.006133204678, 0.0009842, 762, 763, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -9851.98236047145, 0.0020114, 705, 706, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -23355.762566858, 0.0020094, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -44591.8459480536, 0.0040255, 711, 712, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -9.07600434734758E-45, 0.0010014, 997, 998, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -93.7194572870881, 0.0009999, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -243.112362194773, 0.0009993, 708, 709, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -859.56039868456, 0.0020101, 847, 848, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2268.82446185434, 0.0040017, 686, 687, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -3706.38917327222, 0.0050016, 681, 682, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -5.91946662894691E-44, 0, 998, 999, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -12, 0, 30, 31, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -28, 0, 63, 64, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -1324, 0, 73, 74, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2752, 0, 62, 63, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4512, 0.0009997, 46, 47, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -9.9495602985803, 0, 386, 387, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -12.9344526287556, 0, 653, 654, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -43.8879091746144, 0.001, 721, 722, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -268.681193203655, 0.0019999, 718, 719, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -439.320351520743, 0.0040002, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -846.203043910355, 0.0050005, 739, 740, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0.0010001, 697, 698, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -0.00152715643710311, 0, 681, 682, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -3.7605609209159, 0.0009999, 663, 664, 
