model, repeats, problem, problem size, best_value, best_time, best_iteration, best_ffe
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.9022216796875, 0.209999, 14, 11270, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 43, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0.0009999, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 4, 82, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0060014, 134, 5997, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0380098, 244, 20740, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.0009913, 5, 625, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0019925, 4, 660, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0029997, 3, 615, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0010061, 14, 597, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0019933, 13, 1105, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0210116, 65, 8125, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0510059, 95, 15675, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.1389824, 163, 33415, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0229993, 102, 10684, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0440021, 52, 10452, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.3399989, 102, 41310, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.92718505859375, 3.4470027, 45, 87345, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0, 14, 597, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.968414306640625, 0.0860162, 88, 18040, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.91864013671875, 0.2090131, 55, 22275, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.902435302734375, 1.3209898, 88, 70840, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 13, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0.0009996, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 26, 632, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 1, 45, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0039985, 25, 2125, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0680031, 213, 26625, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 34, 0.0189993, 34, 5610, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.052, 60, 12300, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0040024, 95, 4242, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0020002, 9, 765, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0339996, 106, 13250, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0159928, 29, 4785, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.1739806, 207, 42435, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0029998, 16, 1680, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0430032, 51, 10251, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 1, 0.4250396, 127, 51334, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.924758911132813, 12.2619823, 160, 310560, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.0029942, 44, 1947, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.952407836914063, 0.0510011, 53, 10865, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.920700073242188, 0.7430114, 195, 78975, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.897979736328125, 1.509002, 100, 80500, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0.0009823, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 20, 482, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.001018, 15, 642, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0, 3, 255, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.0020012, 5, 625, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.1349918, 245, 40425, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 44, 0.0130001, 15, 3075, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 4, 0, 1, 45, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0120037, 81, 6885, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0489936, 160, 20000, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0260019, 49, 8085, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0079885, 10, 2050, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0010063, 2, 184, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 1, 0.1129912, 135, 27085, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.804014, 239, 96795, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.91748046875, 8.3670081, 109, 211569, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0, 2, 57, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.963485717773438, 0.2039974, 208, 42640, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.937545776367188, 0.1750023, 46, 18630, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.90399169921875, 1.5079998, 100, 80500, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 13, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0.0010006, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0010104, 9, 207, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 15, 642, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0270174, 145, 12325, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0760014, 223, 27875, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0429987, 73, 12045, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 45, 0.1980074, 215, 44075, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 2, 57, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0249978, 155, 13175, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0340007, 104, 13000, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0990017, 169, 27885, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0009987, 1, 205, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.000999, 2, 158, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 1, 0.1190028, 127, 25427, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.964706420898438, 0.3000027, 84, 34020, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.919906616210938, 10.8860029, 132, 256212, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.0029989, 60, 2678, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.951461791992188, 0.1870101, 183, 37515, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.92657470703125, 0.7299985, 183, 74115, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.898269653320313, 3.072996, 191, 153755, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0.0010033, 1, 42, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 2, 32, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0009982, 12, 507, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0079982, 48, 4080, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0759997, 224, 28000, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.1360603, 236, 38940, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0299971, 33, 6765, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0010158, 12, 507, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0039836, 24, 2040, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0029947, 10, 1250, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0680008, 118, 19470, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0060057, 6, 1230, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0010115, 4, 394, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0059883, 7, 1407, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.2299979, 66, 26730, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.919906616210938, 2.6809864, 33, 64053, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.0010007, 22, 957, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.955612182617188, 0.0329955, 32, 6560, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.922042846679688, 0.3470084, 86, 34830, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.899002075195313, 2.0009983, 122, 98210, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 43, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0.0010004, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0010002, 40, 982, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0019989, 49, 2172, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0030004, 16, 1360, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.0159999, 48, 6000, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0040005, 8, 1320, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0070106, 7, 1435, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 4, 0, 1, 45, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0369958, 208, 17680, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.033005, 100, 12500, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0350006, 58, 9570, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0559988, 60, 12300, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0090071, 36, 3702, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0049929, 5, 1005, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.2680129, 73, 29565, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.924758911132813, 6.7720017, 80, 155280, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.0009972, 30, 1317, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.962875366210938, 0.2559983, 249, 51045, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.947463989257813, 0.6469999, 161, 65205, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.9073486328125, 0.1869834, 12, 9660, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 13, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 43, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0.0009993, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 17, 407, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0079981, 153, 6852, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0080119, 51, 4335, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 27, 0.0300011, 76, 9500, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.015993, 26, 4290, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 45, 0.0890072, 94, 19270, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 4, 0, 1, 45, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 8, 0, 1, 85, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0190028, 55, 6875, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0449987, 74, 12210, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.1190075, 127, 26035, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0020065, 7, 683, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 1, 0.0599881, 68, 13618, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.3520079, 90, 36450, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.924758911132813, 5.3170021, 63, 122283, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.0029972, 46, 2048, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.9659423828125, 0.1250034, 120, 24600, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.936981201171875, 0.5480062, 128, 51840, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.900192260742188, 1.6119963, 98, 78890, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 7, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 12, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 32, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 42, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 52, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0009987, 22, 532, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0120006, 231, 10362, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0009997, 6, 510, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.0020024, 4, 500, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0020007, 3, 495, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0029937, 3, 615, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0009997, 24, 1047, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 2, 170, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.000997, 4, 500, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0029998, 3, 495, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0570091, 60, 12300, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0030001, 10, 998, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 1, 0.0410077, 41, 8141, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.1660024, 43, 17415, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.919906616210938, 17.4189975, 207, 401787, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0.002, 31, 1373, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.972702026367188, 0.0379976, 36, 7380, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.915878295898438, 0.3210038, 77, 31185, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.901626586914063, 3.9249927, 238, 191590, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 5, 5, 0, 1, 13, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 10, 10, 0, 1, 23, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 20, 20, 0, 1, 22, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 30, 30, 0, 1, 63, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 40, 40, 0, 1, 83, 
BinaryGreedyRSOptimizer, 4, CBinaryOneMaxEvaluation, 50, 50, 0, 1, 103, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0009986, 73, 1807, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0009998, 8, 360, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0010002, 7, 595, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.0079983, 19, 2375, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 35, 0.0029962, 4, 660, 
BinaryGreedyRSOptimizer, 4, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0479995, 52, 10660, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 3, 102, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0180002, 107, 9095, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0400012, 119, 14875, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0080068, 14, 2310, 
BinaryGreedyRSOptimizer, 4, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0270102, 31, 6355, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 25, 1, 0.0109914, 47, 4883, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 49, 0.975906372070313, 0.0020044, 2, 402, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 100, 0.976470947265625, 0.3370083, 96, 38880, 
BinaryGreedyRSOptimizer, 4, CBinaryIsingSpinGlassEvaluation, 484, 0.92718505859375, 7.5390008, 89, 172749, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 10, 1, 0, 4, 147, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 50, 0.951522827148438, 0.0429998, 40, 8200, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 100, 0.928863525390625, 0.9289965, 224, 90720, 
BinaryGreedyRSOptimizer, 4, CBinaryNKLandscapesEvaluation, 200, 0.902725219726563, 0.259018, 16, 12880, 
