model, mutation_adaptation, igniting_coef, temp_drop_coef, start_temp, problem, problem size, best_value, best_time, best_iteration, best_ffe
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -7.88577461458052E-35, 0, 977, 978, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -177.882634353445, 0.0010007, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -401.286487685715, 0.001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1256.70803295627, 0.0029928, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -4057.5794398474, 0.0040095, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -7786.92923949339, 0.0059951, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -1.17097582291159E-34, 0.0010023, 993, 994, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4, 0, 125, 126, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -72, 0, 122, 123, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -668, 0, 136, 137, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2412, 0.001001, 196, 197, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -5220, 0.0009992, 167, 168, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -0.99495905709329, 0, 550, 551, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -33.82846647215, 0.0009999, 624, 625, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -38.8033174928381, 0.001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -100.785243581147, 0.002998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -411.520147923412, 0.006008, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -596.915853822852, 0.0089832, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0.0010026, 871, 872, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -1.21236354289067E-13, 0.000997, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -4.16703281467739, 0.0010131, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -6.29850910472906, 0.0039908, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -6.91665243980407, 0.006002, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.00483848373804, 0.0090011, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -6.41624760913821E-34, 0.0010016, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -8.0916423062357E-28, 0.0010011, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -6.40307204138299E-17, 0.000999, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -8.85046979913255, 0.002, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -1425.28249451229, 0.0040003, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -795.965490964037, 0.0069999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -6.41624760913821E-33, 0, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -8.0916423062357E-27, 0.0010001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -6.40307204138299E-16, 0.0009996, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -88.5046979913255, 0.0030006, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -14252.8249451229, 0.0040006, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -7959.65490964037, 0.0069988, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.32311756158376E-34, 0, 983, 984, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -125.6799358706, 0.001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -243.033532796772, 0.0009999, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1883.0552236615, 0.0020001, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -5613.11029858804, 0.0050009, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -8894.77233222094, 0.0059995, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -6.16266971666877E-35, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4, 0, 128, 129, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -96, 0, 143, 144, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -924, 0.0010008, 172, 173, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2728, 0.0009986, 170, 171, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -3872, 0.0019997, 223, 224, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -4.97479024764738, 0, 565, 566, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -25.8688040910418, 0.0009998, 594, 595, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -28.8537014590362, 0.0020006, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -210.000200139298, 0.0029996, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -348.014947799435, 0.0059979, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -691.540751855027, 0.009, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 842, 843, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -2.31684879184759, 0, 762, 763, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -4.98963940808335, 0.0019999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -5.10256813197127, 0.0030025, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -7.2932850400053, 0.0059974, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.35689191930915, 0.009, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -9.40802145720928E-36, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -2.63028245196468E-27, 0.0010011, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -4.72098308334531E-14, 0.0009936, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -3.99487575240334, 0.0029998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -367.22217003216, 0.0040066, 991, 992, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -227.005302541684, 0.007028, 993, 994, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -9.40802145720929E-35, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -2.63028245196468E-26, 0.0009652, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -4.72098308334531E-13, 0.00101, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -39.9487575240334, 0.0019896, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -3672.2217003216, 0.0050076, 991, 992, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -2270.05302541684, 0.0069896, 993, 994, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -3.17212526834271E-34, 0.001, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -119.467119649483, 0, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -903.473579752668, 0.0020063, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -2902.23427276657, 0.0020005, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -4631.5797533322, 0.0050032, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -7674.95258388005, 0.0069914, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -9.40802145720928E-36, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4, 0.0010001, 125, 126, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -8, 0, 141, 142, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -576, 0.0009995, 118, 119, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2820, 0.0009997, 177, 178, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4028, 0.0019988, 161, 162, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -1.98991811418658, 0.0010006, 678, 679, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -7.95966741892725, 0, 727, 728, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -48.7527562453376, 0.0020001, 882, 883, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -125.241788705075, 0.0030006, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -334.25079905997, 0.0059987, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -623.785848883483, 0.0090001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 889, 890, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -7.35855820721554E-13, 0.0010002, 990, 991, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -2.0133152362558, 0.001, 920, 921, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -5.10408336923743, 0.0030004, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -7.14960409580078, 0.0060001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.02651231345963, 0.0100079, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -5.77223380760678E-34, 0.001002, 989, 990, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -3.23052656690489E-28, 0.0010032, 987, 988, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -1.18520161851777E-08, 0.0010631, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -6.17875027397406, 0.0039451, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -158.500231843904, 0.0050262, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -1314.23510897791, 0.0059742, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -5.77223380760678E-33, 0.0009946, 989, 990, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -3.23052656690489E-27, 0, 987, 988, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -1.18520161851777E-07, 0.0010081, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -61.7875027397406, 0.0029918, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -1585.00231843904, 0.0039923, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -13142.3510897791, 0.0059994, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -5.21627861301986E-34, 0.0010003, 974, 975, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -97.0033886265951, 0, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -830.307183833534, 0.0009998, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1741.04333569278, 0.002, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -4612.70519745052, 0.0040006, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -6648.95218276684, 0.0059994, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -1.45559171191272E-34, 0.001, 991, 992, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -8, 0, 51, 52, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -40, 0, 117, 118, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -248, 0.001, 161, 162, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -1688, 0.0010002, 167, 168, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4028, 0.0019996, 179, 180, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -1.98991811418658, 0, 573, 574, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -18.9041817367818, 0, 654, 655, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -16.9142888571289, 0.001, 987, 988, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -171.098702692528, 0.0029997, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -365.081783828539, 0.0060004, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -824.539573412623, 0.0079996, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 849, 850, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -3.22275138638451, 0, 614, 615, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -3.88575827109944, 0.0010001, 859, 860, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -5.89097055695001, 0.0029999, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -7.39500868055663, 0.006, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.83420568687223, 0.008, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -8.17876202494387E-36, 0.0010053, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -2.98754733651248E-28, 0.0010278, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -5.89035549224337E-16, 0.0010133, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -20.6050823067718, 0.0039635, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -701.252042437878, 0.0049997, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -1637.95580348761, 0.0069997, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -8.17876202494387E-35, 0, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -2.98754733651248E-27, 0.0009909, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -5.89035549224337E-15, 0.0009995, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -206.050823067718, 0.0020129, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -7012.52042437878, 0.0050071, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -16379.5580348761, 0.0079948, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.02476524883403E-34, 0.0009983, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -167.755311512688, 0.0010003, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -1535.37285251176, 0.0010072, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -3356.53066203555, 0.0029923, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -5336.10142897858, 0.0050005, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -7745.30887621395, 0.007, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -6.70819939739625E-36, 0, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4.48415172174461E-27, 0.0010003, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -92, 0, 132, 133, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -572, 0.0009995, 165, 166, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -3132, 0.0010045, 184, 185, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4088, 0.0029933, 238, 239, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -0.99495905709329, 0, 556, 557, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -33.82846647215, 0, 601, 602, 
